is_source_of_has_startDate,has_identifier_is_source_of_has_startDate,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,is_source_of_type,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,is_destination_of_has_source_has_identifier_type,has_identifier_has_id_value,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anguilla rostrata,,Result Product 665037e2-5874-445a-8e63-798037cd533f,,,"This Anguilla rostrata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Identifier 665037e2-5874-445a-8e63-798037cd533f,FullLinkEntity,,,,,Classification,,665037e2-5874-445a-8e63-798037cd533f,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/665037e2-5874-445a-8e63-798037cd533f,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anguilla celebesensis,,Result Product f6413029-8f55-4393-bdef-097a9a3723d1,,,"This Anguilla celebesensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Revision Identifier 7bf11c24-788d-4998-9eee-c425809d3419,SimpleLinkEntity,,,,,Classification,,7bf11c24-788d-4998-9eee-c425809d3419,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/7bf11c24-788d-4998-9eee-c425809d3419,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Aetoplatea Zonura Aquamaps Native Raster,,Result Product d8224528-4fc4-439e-80b8-98a7fb6847fc,,,"This Aetoplatea Zonura Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier d8224528-4fc4-439e-80b8-98a7fb6847fc,FullLinkEntity,,,,,Classification,,d8224528-4fc4-439e-80b8-98a7fb6847fc,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/d8224528-4fc4-439e-80b8-98a7fb6847fc,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Ammothella stauromata,,Result Product 650d4b35-4663-4d4d-a4b8-becd3190b078,,,"This Ammothella stauromata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Revision Identifier b8282161-231d-4de7-848a-326f7ce6e92d,FullLinkEntity,,,,,Classification,,b8282161-231d-4de7-848a-326f7ce6e92d,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/b8282161-231d-4de7-848a-326f7ce6e92d,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Anchoa Compressa Aquamaps Native Raster,,Result Product 39030a7b-20fb-4129-b7f1-eb1b79d52125,,,"This Anchoa Compressa Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier 39030a7b-20fb-4129-b7f1-eb1b79d52125,FullLinkEntity,,,,,Classification,,39030a7b-20fb-4129-b7f1-eb1b79d52125,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/39030a7b-20fb-4129-b7f1-eb1b79d52125,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Ancylopsetta dendritica,,Result Product d2fd1e27-c619-44a7-914a-89c3ca52927b,,,"This Ancylopsetta dendritica Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Name ancylopsetta-dendritica1,FullLinkEntity,,,,,Classification,,ancylopsetta-dendritica1,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/ancylopsetta-dendritica1,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Agaricia tenuifolia,,Result Product a12b59ce-3d45-424b-84b4-2104764fd526,,,"This Agaricia tenuifolia Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Revision Identifier f1c1c425-ed99-4522-9d24-4bcd10bd1c63,FullLinkEntity,,,,,Classification,,f1c1c425-ed99-4522-9d24-4bcd10bd1c63,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/f1c1c425-ed99-4522-9d24-4bcd10bd1c63,,
2017-11-29T09:28:55.567792,,Publication,Classification,2099-12-31T23:59:59-01:00,Aipysurus eydouxii,,Result Product 4a15fd08-ed99-4222-b4d8-2999b99cdd90,,,"This Aipysurus eydouxii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Revision Identifier dde06423-6950-4146-8dfc-77b77d90ffd1,SimpleLinkEntity,,,,,Classification,,dde06423-6950-4146-8dfc-77b77d90ffd1,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/dde06423-6950-4146-8dfc-77b77d90ffd1,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anas Querquedula Aquamaps Native Raster,,Result Product effc1024-a71d-4892-85ff-38435dab3d97,,,"This Anas Querquedula Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier effc1024-a71d-4892-85ff-38435dab3d97,FullLinkEntity,,,,,Classification,,effc1024-a71d-4892-85ff-38435dab3d97,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/effc1024-a71d-4892-85ff-38435dab3d97,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,amblygobius sphynx Aquamaps Native 2050 Raster,,Result Product 5dc0912a-c556-4335-a876-308f8c8b9fed,,,"This amblygobius sphynx Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier 0d137b26-d936-4504-b4af-1ce57a9ca031,SimpleLinkEntity,,,,,Classification,,0d137b26-d936-4504-b4af-1ce57a9ca031,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/0d137b26-d936-4504-b4af-1ce57a9ca031,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,anarchias euryurus Aquamaps Native 2050 Raster,,Result Product 5258c9d5-b8d9-4bb8-9e23-b8686fbbf63b,,,"This anarchias euryurus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier 64b2b32e-26bb-43dc-bacc-be27a5b87e2a,FullLinkEntity,,,,,Classification,,64b2b32e-26bb-43dc-bacc-be27a5b87e2a,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/64b2b32e-26bb-43dc-bacc-be27a5b87e2a,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthephyra acutifrons,,Result Product ab220da5-8d8b-4423-974e-2f7d817bfd12,,,"This Acanthephyra acutifrons Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Revision Identifier 04373526-10c8-49bc-9f93-ac5e3b55da38,FullLinkEntity,,,,,Classification,,04373526-10c8-49bc-9f93-ac5e3b55da38,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/04373526-10c8-49bc-9f93-ac5e3b55da38,,
