is_source_of_has_startDate,has_identifier_is_source_of_has_startDate,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_label,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_is_source_of_has_endDate,is_source_of_type,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_source_has_identifier_type,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_destination_has_name,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alpheus malleator,,Result Product b1613b29-317e-454f-82c5-696cd4bf6d8d,,Result Product Name alpheus-malleator,"This Alpheus malleator Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,alpheus-malleator,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alpheus-malleator,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthocepola abbreviata,,Result Product c722fabe-49e9-490a-ad78-e9cbf1ed8c88,,Result Product Name acanthocepola-abbreviata2,"This Acanthocepola abbreviata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,acanthocepola-abbreviata2,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthocepola-abbreviata2,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Abudefduf Troschelii Aquamaps Native Raster,,Result Product 1ce57024-b0ca-430a-a6e9-01cea1e7514b,,Result Product Revision Identifier e64afa49-7da2-4799-867a-f9e519ddaeae,"This Abudefduf Troschelii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,,FullLinkEntity,Classification,,e64afa49-7da2-4799-867a-f9e519ddaeae,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/e64afa49-7da2-4799-867a-f9e519ddaeae,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acropora striata,,Result Product a1007823-f4b3-4999-bdcb-8ecc061e35b0,,Result Product Name acropora-striata3,"This Acropora striata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,SimpleLinkEntity,,,,FullLinkEntity,Classification,,acropora-striata3,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/acropora-striata3,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anarchias galapagensis,,Result Product 829d56e7-b1a3-4137-b968-46153f603341,,Result Product Revision Identifier 9621ea9a-c948-432b-99a3-cb708c565b23,"This Anarchias galapagensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,9621ea9a-c948-432b-99a3-cb708c565b23,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/9621ea9a-c948-432b-99a3-cb708c565b23,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Abudefduf abdominalis,,Result Product 97ab77b2-2bcc-4a79-b965-42d9f5058e4b,,Result Product Revision Identifier c36676bd-00db-488b-959a-d56194ef8f27,"This Abudefduf abdominalis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,c36676bd-00db-488b-959a-d56194ef8f27,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/c36676bd-00db-488b-959a-d56194ef8f27,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Allogalathea Elegans Aquamaps Native Raster,,Result Product 71447ae5-5d06-484b-a849-1525973a34e1,,Result Product Identifier 71447ae5-5d06-484b-a849-1525973a34e1,"This Allogalathea Elegans Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,71447ae5-5d06-484b-a849-1525973a34e1,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/71447ae5-5d06-484b-a849-1525973a34e1,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Amblyeleotris steinitzi,,Result Product 6439e643-7147-4a67-adb9-ca1a39e2e631,,Result Product Revision Identifier 936b5df9-edfe-41b6-9fb2-6dcb2a773dee,"This Amblyeleotris steinitzi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,,FullLinkEntity,Classification,,936b5df9-edfe-41b6-9fb2-6dcb2a773dee,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/936b5df9-edfe-41b6-9fb2-6dcb2a773dee,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Aeoliscus punctulatus,,Result Product caf0c223-338b-4b63-bb9c-dd711e19d82a,,Result Product Name aeoliscus-punctulatus2,"This Aeoliscus punctulatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,aeoliscus-punctulatus2,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/aeoliscus-punctulatus2,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Actinopyga mauritiana,,Result Product 90aa42e7-20d3-44c9-af27-03e05b2d8a32,,Result Product Identifier 90aa42e7-20d3-44c9-af27-03e05b2d8a32,"This Actinopyga mauritiana Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,FullLinkEntity,,,,FullLinkEntity,Classification,,90aa42e7-20d3-44c9-af27-03e05b2d8a32,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/90aa42e7-20d3-44c9-af27-03e05b2d8a32,,
