is_source_of_has_startDate,has_identifier_is_source_of_has_startDate,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_source_has_identifier_type,has_identifier_label,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_is_source_of_has_endDate,is_source_of_type,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,has_identifier_has_id_value,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Anchisquilla fasciata,,Result Product 0043d056-56cb-40d4-b50d-d89760240970,,Result Product Identifier 0043d056-56cb-40d4-b50d-d89760240970,"This Anchisquilla fasciata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,,,Classification,,0043d056-56cb-40d4-b50d-d89760240970,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/0043d056-56cb-40d4-b50d-d89760240970,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,aldrovandia phalacra Aquamaps Native 2050 Raster,,Result Product a6125249-1185-41c7-8139-099561b343f1,,Result Product Identifier a6125249-1185-41c7-8139-099561b343f1,"This aldrovandia phalacra Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,,,Classification,,a6125249-1185-41c7-8139-099561b343f1,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/a6125249-1185-41c7-8139-099561b343f1,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anodontia fragilis,,Result Product 2a8e8c69-0d54-4d6a-a2cd-e2bc13e8a57f,,Result Product Revision Identifier 25b7b4ef-8397-48b6-9cdd-20038ee75304,"This Anodontia fragilis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,FullLinkEntity,,,,,Classification,,25b7b4ef-8397-48b6-9cdd-20038ee75304,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/25b7b4ef-8397-48b6-9cdd-20038ee75304,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anchoa Panamensis Aquamaps Native Raster,,Result Product 7631b22d-afcf-42a3-ab43-59f092d84d6c,,Result Product Name anchoa-panamensis-aquamaps-native-raster,"This Anchoa Panamensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,,,Classification,,anchoa-panamensis-aquamaps-native-raster,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anchoa-panamensis-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amblypomacentrus breviceps,,Result Product 1fb90dc8-3c4d-4b50-b077-5ade220d8b2e,,Result Product Revision Identifier 8edc855c-3c62-4e67-b77f-a685f3bf3a2d,"This Amblypomacentrus breviceps Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,,,Classification,,8edc855c-3c62-4e67-b77f-a685f3bf3a2d,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/8edc855c-3c62-4e67-b77f-a685f3bf3a2d,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Americhelidium Americanum Aquamaps Native Raster,,Result Product 31d04994-9ab6-438a-8041-1642534f70b3,,Result Product Name americhelidium-americanum-aquamaps-native-raster,"This Americhelidium Americanum Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,,,Classification,,americhelidium-americanum-aquamaps-native-raster,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/americhelidium-americanum-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Anguilla Japonica Aquamaps Native Raster,,Result Product 2e38fa35-74ea-452b-a016-5cc6ff85bee3,,Result Product Identifier 2e38fa35-74ea-452b-a016-5cc6ff85bee3,"This Anguilla Japonica Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,,,Classification,,2e38fa35-74ea-452b-a016-5cc6ff85bee3,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/2e38fa35-74ea-452b-a016-5cc6ff85bee3,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amaryllis carrascoi,,Result Product 0a961b01-3eb2-4d3e-a237-662af3fe7f98,,Result Product Identifier 0a961b01-3eb2-4d3e-a237-662af3fe7f98,"This Amaryllis carrascoi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,,,Classification,,0a961b01-3eb2-4d3e-a237-662af3fe7f98,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/0a961b01-3eb2-4d3e-a237-662af3fe7f98,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alepocephalus Australis Aquamaps Native Raster,,Result Product b856b905-1e92-4827-81cd-d8c141ede3bd,,Result Product Revision Identifier d81c0926-7bea-4982-a3ed-2cce65a6e34a,"This Alepocephalus Australis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,,,Classification,,d81c0926-7bea-4982-a3ed-2cce65a6e34a,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/d81c0926-7bea-4982-a3ed-2cce65a6e34a,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,anampses lennardi Aquamaps Native 2050 Raster,,Result Product 7b885a1a-d509-49b0-b467-6660407ad577,,Result Product Revision Identifier ed8181a1-ed68-4a26-b5bc-762f3f4c631a,"This anampses lennardi Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,,,Classification,,ed8181a1-ed68-4a26-b5bc-762f3f4c631a,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/ed8181a1-ed68-4a26-b5bc-762f3f4c631a,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acropora abrotanoides,,Result Product a7444395-f543-44ea-a5a6-4de549965322,,Result Product Revision Identifier 2aeefd8b-8acc-4c2d-9a9e-08c3a4975d3c,"This Acropora abrotanoides Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,SimpleLinkEntity,,,,,Classification,,2aeefd8b-8acc-4c2d-9a9e-08c3a4975d3c,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/2aeefd8b-8acc-4c2d-9a9e-08c3a4975d3c,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Abalistes stellatus,,Result Product 251315c5-685c-485a-b5b1-f2cde98c8c81,,Result Product Revision Identifier bea9a8b6-ed3d-4246-8215-db4cf641e517,"This Abalistes stellatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,SimpleLinkEntity,,,,,Classification,,bea9a8b6-ed3d-4246-8215-db4cf641e517,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/bea9a8b6-ed3d-4246-8215-db4cf641e517,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amblyeleotris Aurora Aquamaps Native Raster,,Result Product e832998e-99cd-4b8a-bb96-87b00aa56fd1,,Result Product Revision Identifier fab78eab-e5a5-4acf-9cdf-fc98d12fd54b,"This Amblyeleotris Aurora Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,,,Classification,,fab78eab-e5a5-4acf-9cdf-fc98d12fd54b,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/fab78eab-e5a5-4acf-9cdf-fc98d12fd54b,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anisotremus interruptus,,Result Product 002db24a-5ca1-407a-b386-4175a7a7d964,,Result Product Identifier 002db24a-5ca1-407a-b386-4175a7a7d964,"This Anisotremus interruptus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,,,Classification,,002db24a-5ca1-407a-b386-4175a7a7d964,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/002db24a-5ca1-407a-b386-4175a7a7d964,,
