is_source_of_has_startDate,has_identifier_is_source_of_has_startDate,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,has_identifier_has_id_value,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,is_source_of_type,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_destination_of_has_source_has_identifier_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_destination_has_name,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anacanthobatis longirostris,,Result Product 06926c33-0e8f-4a12-90e2-75dce5d14832,7075b8ab-9b5c-442b-b0b2-37f81f3cc752,,"This Anacanthobatis longirostris Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Revision Identifier 7075b8ab-9b5c-442b-b0b2-37f81f3cc752,FullLinkEntity,,,,,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/7075b8ab-9b5c-442b-b0b2-37f81f3cc752,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amblyrhynchotes honckenii,,Result Product 9ea2be52-aeeb-4c76-99d4-a1ab150cd3b9,amblyrhynchotes-honckenii,,"This Amblyrhynchotes honckenii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Name amblyrhynchotes-honckenii,SimpleLinkEntity,,,,,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amblyrhynchotes-honckenii,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Alepocephalus antipodianus,,Result Product ce9fd965-7c13-427e-bd24-566b352c9af7,dffbaf60-0df5-4aac-97ac-1add74c505b3,,"This Alepocephalus antipodianus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Revision Identifier dffbaf60-0df5-4aac-97ac-1add74c505b3,FullLinkEntity,,,,,,Classification,,,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/dffbaf60-0df5-4aac-97ac-1add74c505b3,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Achirus declivis,,Result Product 799af1c0-09ca-4cee-8337-c4a1d727b327,achirus-declivis2,,"This Achirus declivis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Name achirus-declivis2,FullLinkEntity,,,,,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/achirus-declivis2,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,anchoa starksi Aquamaps Native 2050 Raster,,Result Product eab19c05-0a00-40e6-a646-db1479b7c64a,eab19c05-0a00-40e6-a646-db1479b7c64a,,"This anchoa starksi Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier eab19c05-0a00-40e6-a646-db1479b7c64a,FullLinkEntity,,,,,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/eab19c05-0a00-40e6-a646-db1479b7c64a,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Ambiserrula jugosa,,Result Product 2dda9a7f-79c9-4baf-8b46-8e30ff5473ec,ambiserrula-jugosa1,,"This Ambiserrula jugosa Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Name ambiserrula-jugosa1,FullLinkEntity,,,,,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/ambiserrula-jugosa1,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amblyeleotris ogasawarensis,,Result Product ad59dc97-7aa7-4360-8537-ac376e0a9978,ad59dc97-7aa7-4360-8537-ac376e0a9978,,"This Amblyeleotris ogasawarensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Identifier ad59dc97-7aa7-4360-8537-ac376e0a9978,SimpleLinkEntity,,,,,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/ad59dc97-7aa7-4360-8537-ac376e0a9978,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,ampelisca agassizi Aquamaps Native 2050 Raster,,Result Product 191d3567-afb7-4470-9cfa-1f761125cbaf,ampelisca-agassizi-aquamaps-native-2050-raster,,"This ampelisca agassizi Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name ampelisca-agassizi-aquamaps-native-2050-raster,SimpleLinkEntity,,,,,,Classification,,,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/ampelisca-agassizi-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anampses twistii,,Result Product 5fa85eba-2250-4f43-ade5-752c34050da9,5fa85eba-2250-4f43-ade5-752c34050da9,,"This Anampses twistii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Identifier 5fa85eba-2250-4f43-ade5-752c34050da9,FullLinkEntity,,,,,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/5fa85eba-2250-4f43-ade5-752c34050da9,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Alpheus Hippothoe Aquamaps Native Raster,,Result Product 64be9e70-0385-4b7f-9247-ad87af2b5692,alpheus-hippothoe-aquamaps-native-raster,,"This Alpheus Hippothoe Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name alpheus-hippothoe-aquamaps-native-raster,SimpleLinkEntity,,,,,,Classification,,,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/alpheus-hippothoe-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Ablennes hians,,Result Product 5ae93b0a-bc25-4bca-ba4e-a1107bf7ae10,5ae93b0a-bc25-4bca-ba4e-a1107bf7ae10,,"This Ablennes hians Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Identifier 5ae93b0a-bc25-4bca-ba4e-a1107bf7ae10,FullLinkEntity,,,,,,Classification,,,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/5ae93b0a-bc25-4bca-ba4e-a1107bf7ae10,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthoplesiops hiatti,,Result Product 5611e278-d9ca-4f33-8c9f-e6e472f10667,5611e278-d9ca-4f33-8c9f-e6e472f10667,,"This Acanthoplesiops hiatti Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Identifier 5611e278-d9ca-4f33-8c9f-e6e472f10667,FullLinkEntity,,,,,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/5611e278-d9ca-4f33-8c9f-e6e472f10667,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Ameloctopus litoralis,,Result Product 2b7b4291-05a6-410c-92a2-45d3e75abf95,2b7b4291-05a6-410c-92a2-45d3e75abf95,,"This Ameloctopus litoralis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Identifier 2b7b4291-05a6-410c-92a2-45d3e75abf95,FullLinkEntity,,,,,,Classification,,,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/2b7b4291-05a6-410c-92a2-45d3e75abf95,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Aldrichetta Forsteri Aquamaps Native Raster,,Result Product e37e17f4-0733-4082-827a-ab7748b9dc23,e37e17f4-0733-4082-827a-ab7748b9dc23,,"This Aldrichetta Forsteri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier e37e17f4-0733-4082-827a-ab7748b9dc23,FullLinkEntity,,,,,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/e37e17f4-0733-4082-827a-ab7748b9dc23,,
