is_source_of_has_startDate,has_identifier_is_source_of_has_startDate,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_source_has_identifier_type,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,is_source_of_type,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,has_identifier_has_id_value,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthurus xanthopterus,,Result Product 1fcc1598-b6eb-4b4d-a287-86918dd5de10,,,"This Acanthurus xanthopterus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Revision Identifier 3a40915d-17cf-4a4c-a808-f161aba9a8d4,FullLinkEntity,,,,FullLinkEntity,Classification,,3a40915d-17cf-4a4c-a808-f161aba9a8d4,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/3a40915d-17cf-4a4c-a808-f161aba9a8d4,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alpheus cylindricus,,Result Product 56f6f791-ac12-4911-bde0-694e7e749cb6,,,"This Alpheus cylindricus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Revision Identifier 145ceb18-cff7-4920-a31e-eb7827b259a7,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,145ceb18-cff7-4920-a31e-eb7827b259a7,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/145ceb18-cff7-4920-a31e-eb7827b259a7,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acreichthys radiatus,,Result Product ca85eb66-c3ed-4294-a9c2-6e8c0c87e201,,,"This Acreichthys radiatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Identifier ca85eb66-c3ed-4294-a9c2-6e8c0c87e201,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,ca85eb66-c3ed-4294-a9c2-6e8c0c87e201,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/ca85eb66-c3ed-4294-a9c2-6e8c0c87e201,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,anchoa eigenmannia Aquamaps Native 2050 Raster,,Result Product c417ae88-2e5d-4b80-97ca-955a7daa33b9,,,"This anchoa eigenmannia Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier c417ae88-2e5d-4b80-97ca-955a7daa33b9,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,c417ae88-2e5d-4b80-97ca-955a7daa33b9,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/c417ae88-2e5d-4b80-97ca-955a7daa33b9,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Achirus klunzingeri,,Result Product ee3e34d7-9e26-44ff-ad3f-329a2b6cca33,,,"This Achirus klunzingeri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Name achirus-klunzingeri,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,achirus-klunzingeri,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/achirus-klunzingeri,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Acipenser medirostris,,Result Product f160c2a8-01c3-4fef-86e7-d61eed6fc12c,,,"This Acipenser medirostris Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Revision Identifier 88a338a2-52bd-4d3b-b214-6e610bc3d795,FullLinkEntity,,,,FullLinkEntity,Classification,,88a338a2-52bd-4d3b-b214-6e610bc3d795,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/88a338a2-52bd-4d3b-b214-6e610bc3d795,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Amblyglyphidodon Leucogaster Aquamaps Native Raster,,Result Product a8865936-3d70-4510-9523-806ec3671aa6,,,"This Amblyglyphidodon Leucogaster Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name amblyglyphidodon-leucogaster-aquamaps-native-raster,FullLinkEntity,,,,FullLinkEntity,Classification,,amblyglyphidodon-leucogaster-aquamaps-native-raster,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/amblyglyphidodon-leucogaster-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anas Acuta Aquamaps Native Raster,,Result Product d6f0d691-a64f-41de-b6dc-bfc571aab1f3,,,"This Anas Acuta Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier d6f0d691-a64f-41de-b6dc-bfc571aab1f3,SimpleLinkEntity,,,,FullLinkEntity,Classification,,d6f0d691-a64f-41de-b6dc-bfc571aab1f3,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/d6f0d691-a64f-41de-b6dc-bfc571aab1f3,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alectis alexandrinus,,Result Product 8f220d12-b1f4-413a-9e9c-f9c22c9ae10d,,,"This Alectis alexandrinus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Name alectis-alexandrinus3,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,alectis-alexandrinus3,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/alectis-alexandrinus3,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Achirus lineatus,,Result Product 75a7d038-a121-4340-80a9-80f5c1855e7f,,,"This Achirus lineatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Revision Identifier 7ebe01ed-a287-4038-9666-f1de14aef4d2,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,7ebe01ed-a287-4038-9666-f1de14aef4d2,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/7ebe01ed-a287-4038-9666-f1de14aef4d2,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Amblyeleotris guttata,,Result Product f91c9362-fc39-4771-a9d3-d1e4ed1c389b,,,"This Amblyeleotris guttata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Identifier f91c9362-fc39-4771-a9d3-d1e4ed1c389b,FullLinkEntity,,,,FullLinkEntity,Classification,,f91c9362-fc39-4771-a9d3-d1e4ed1c389b,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/f91c9362-fc39-4771-a9d3-d1e4ed1c389b,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Acropora austera,,Result Product 6992da04-ffd1-484f-8ee5-2b01349b798e,,,"This Acropora austera Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Name acropora-austera2,FullLinkEntity,,,,FullLinkEntity,Classification,,acropora-austera2,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acropora-austera2,,
