is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_source_has_identifier_type,has_identifier_label,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_is_source_of_has_endDate,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,has_identifier_has_id_value,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acipenser oxyrinchus oxyrinchus,,Result Product d62720d6-1c65-4043-a6b8-8475301f600a,,Result Product Identifier d62720d6-1c65-4043-a6b8-8475301f600a,"This Acipenser oxyrinchus oxyrinchus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,FullLinkEntity,Classification,,d62720d6-1c65-4043-a6b8-8475301f600a,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/d62720d6-1c65-4043-a6b8-8475301f600a,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Amphistichus argenteus,,Result Product cdf98bea-c33e-4f25-b380-652b1ecef365,,Result Product Revision Identifier 11b8b22e-5993-47b7-9f81-9057a308e796,"This Amphistichus argenteus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,FullLinkEntity,Classification,,11b8b22e-5993-47b7-9f81-9057a308e796,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/11b8b22e-5993-47b7-9f81-9057a308e796,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alburnus Alburnus Aquamaps Native Raster,,Result Product e24a7657-f41f-434b-a411-a9c0dbd4aacd,,Result Product Revision Identifier c4c17eaf-3da1-4421-811c-242f96dd107d,"This Alburnus Alburnus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,c4c17eaf-3da1-4421-811c-242f96dd107d,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/c4c17eaf-3da1-4421-811c-242f96dd107d,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthaluteres brownii,,Result Product a161c964-7cc5-4521-9d6f-e891ae21aa0c,,Result Product Revision Identifier 7b0859f8-026c-48d9-9004-217a0cdafd57,"This Acanthaluteres brownii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,7b0859f8-026c-48d9-9004-217a0cdafd57,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/7b0859f8-026c-48d9-9004-217a0cdafd57,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Anadara nodifera,,Result Product 851eb6c6-f3d9-45b0-8316-169e22f8bf5b,,Result Product Name anadara-nodifera3,"This Anadara nodifera Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,FullLinkEntity,Classification,,anadara-nodifera3,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anadara-nodifera3,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amblygobius bynoensis,,Result Product bb14dc99-504d-4470-b2fc-fc5b18cede7c,,Result Product Revision Identifier d99aadb6-a7e8-459d-85a3-4a9a0fb8f45c,"This Amblygobius bynoensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,d99aadb6-a7e8-459d-85a3-4a9a0fb8f45c,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/d99aadb6-a7e8-459d-85a3-4a9a0fb8f45c,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ammotretis rostratus,,Result Product 8a2c88e0-29a2-4a54-9f40-e8e0854b450e,,Result Product Revision Identifier 34249f6a-2f33-4f7c-9ace-b48ed5714484,"This Ammotretis rostratus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,34249f6a-2f33-4f7c-9ace-b48ed5714484,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/34249f6a-2f33-4f7c-9ace-b48ed5714484,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthaluteres spilomelanurus,,Result Product 0320da00-c738-40c5-92aa-9441623f1fab,,Result Product Revision Identifier 3637b347-3070-4729-916a-72014f086983,"This Acanthaluteres spilomelanurus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,3637b347-3070-4729-916a-72014f086983,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/3637b347-3070-4729-916a-72014f086983,,
2017-11-26T14:05:15.161970,SimpleLinkEntity,Publication,string,2099-12-31T23:59:59-01:00,Amphiprion percula,,Result Product fffc64e2-a39a-423c-90d8-5ad31c750991,,Result Product Name amphiprion-percula,"This Amphiprion percula Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,FullLinkEntity,Classification,,amphiprion-percula,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/amphiprion-percula,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Actinopyga miliaris,,Result Product e4e58e5f-c31b-46eb-ad92-b7f486721791,,Result Product Revision Identifier cdd7ca09-39ae-438f-b8bb-ae6af9442a66,"This Actinopyga miliaris Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,,FullLinkEntity,Classification,,cdd7ca09-39ae-438f-b8bb-ae6af9442a66,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/cdd7ca09-39ae-438f-b8bb-ae6af9442a66,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthopagrus berda,,Result Product 2f7959ff-354b-4503-a3ce-3f46078631b9,,Result Product Name acanthopagrus-berda2,"This Acanthopagrus berda Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,FullLinkEntity,Classification,,acanthopagrus-berda2,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthopagrus-berda2,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ammodytoides gilli,,Result Product 59c2d164-56a6-477a-b09b-5fb370853a29,,Result Product Name ammodytoides-gilli3,"This Ammodytoides gilli Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,ammodytoides-gilli3,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/ammodytoides-gilli3,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anampses elegans,,Result Product 904802a9-0f98-491c-ac16-c293ef9f8e93,,Result Product Name anampses-elegans1,"This Anampses elegans Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,FullLinkEntity,Classification,,anampses-elegans1,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anampses-elegans1,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Agonostomus Monticola Aquamaps Native Raster,,Result Product 36f43e20-10d1-411a-8421-c3976efeb48e,,Result Product Revision Identifier acfdf871-6abd-4cd3-83ff-4e8558ad1d98,"This Agonostomus Monticola Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,acfdf871-6abd-4cd3-83ff-4e8558ad1d98,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/acfdf871-6abd-4cd3-83ff-4e8558ad1d98,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,amblyglyphidodon ternatensis Aquamaps Native 2050 Raster,,Result Product 4599b825-8d1b-4a7a-b019-d8edd8edfd44,,Result Product Revision Identifier 05587d0e-499e-4ec8-a3b2-18c594f2bb7f,"This amblyglyphidodon ternatensis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,FullLinkEntity,Classification,,05587d0e-499e-4ec8-a3b2-18c594f2bb7f,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/05587d0e-499e-4ec8-a3b2-18c594f2bb7f,,
