is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_identifier_is_source_of_type,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_label,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_is_source_of_has_endDate,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_source_has_identifier_type,has_identifier_has_id_value,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_name
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,,,Result Product cb3c1296-f42e-4feb-8b12-52e2c09007fd,,Result Product Revision Identifier 8574ef8e-c1d6-4fb9-afa9-67e0214ba912,"This Ancylopsetta dilecta Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,,FullLinkEntity,Classification,,8574ef8e-c1d6-4fb9-afa9-67e0214ba912,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/8574ef8e-c1d6-4fb9-afa9-67e0214ba912,,Ancylopsetta dilecta
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,,,Result Product 5d6591c5-02cb-4d74-b2ee-edff20400870,,Result Product Name amblypomacentrus-breviceps-aquamaps-native-raster,"This Amblypomacentrus Breviceps Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,FullLinkEntity,Classification,,amblypomacentrus-breviceps-aquamaps-native-raster,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/amblypomacentrus-breviceps-aquamaps-native-raster,,Amblypomacentrus Breviceps Aquamaps Native Raster
2017-11-25T01:47:42.912473,SimpleLinkEntity,Person,string,2099-12-31T23:59:59-01:00,,,Result Product 61a2b82d-5375-48b0-8173-7a9e8041eeb4,,Result Product Name anisotremus-surinamensis3,"This Anisotremus surinamensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,anisotremus-surinamensis3,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anisotremus-surinamensis3,,Anisotremus surinamensis
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,,Result Product 3fd270c6-e223-4745-80a3-4b62a45484be,,Result Product Identifier 3fd270c6-e223-4745-80a3-4b62a45484be,"This Amphiprion perideraion Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,3fd270c6-e223-4745-80a3-4b62a45484be,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/3fd270c6-e223-4745-80a3-4b62a45484be,,Amphiprion perideraion
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,,Result Product f0ee1a30-826b-44e8-892e-f8bae9522487,,Result Product Name anampses-neoguinaicus2,"This Anampses neoguinaicus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,anampses-neoguinaicus2,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/anampses-neoguinaicus2,,Anampses neoguinaicus
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,,Result Product 02acabd8-f3a4-45f5-b20e-85901fb1f46b,,Result Product Identifier 02acabd8-f3a4-45f5-b20e-85901fb1f46b,"This Amphichaetodon howensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,02acabd8-f3a4-45f5-b20e-85901fb1f46b,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/02acabd8-f3a4-45f5-b20e-85901fb1f46b,,Amphichaetodon howensis
2017-11-26T04:26:43.589309,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,,Result Product dc1feb25-8a6f-4c11-9a90-b041cd51917f,,Result Product Revision Identifier 8a8769d5-c15e-499d-9b58-c2f722aa4b74,"This Alvania Cancellata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,8a8769d5-c15e-499d-9b58-c2f722aa4b74,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/8a8769d5-c15e-499d-9b58-c2f722aa4b74,,Alvania Cancellata Aquamaps Native Raster
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,,,Result Product 772bc00c-fe78-45b7-833c-1342ca2fc04e,,Result Product Identifier 772bc00c-fe78-45b7-833c-1342ca2fc04e,"This Agonopsis vulsa Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,FullLinkEntity,Classification,,772bc00c-fe78-45b7-833c-1342ca2fc04e,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/772bc00c-fe78-45b7-833c-1342ca2fc04e,,Agonopsis vulsa
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,,Result Product a2f13b0d-51cb-44e4-9053-16f4ba91e490,,Result Product Identifier a2f13b0d-51cb-44e4-9053-16f4ba91e490,"This alloblennius parvus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,a2f13b0d-51cb-44e4-9053-16f4ba91e490,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/a2f13b0d-51cb-44e4-9053-16f4ba91e490,,alloblennius parvus Aquamaps Native 2050 Raster
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,,Result Product db0379a1-7fe3-4ec2-9281-e6afa3b027e9,,Result Product Identifier db0379a1-7fe3-4ec2-9281-e6afa3b027e9,"This Acanthurus pyroferus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,db0379a1-7fe3-4ec2-9281-e6afa3b027e9,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/db0379a1-7fe3-4ec2-9281-e6afa3b027e9,,Acanthurus pyroferus
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,,,Result Product ed13a8d1-fc0e-4bbf-b724-5dd832779282,,Result Product Name abudefduf-troschelii2,"This Abudefduf troschelii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,FullLinkEntity,Classification,,abudefduf-troschelii2,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/abudefduf-troschelii2,,Abudefduf troschelii
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,,,Result Product e30317e1-8041-4223-a981-c987c83093ed,,Result Product Revision Identifier b2442192-dfae-4dc1-adde-fa7ee843e11e,"This Allocyttus Guineensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,FullLinkEntity,Classification,,b2442192-dfae-4dc1-adde-fa7ee843e11e,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/b2442192-dfae-4dc1-adde-fa7ee843e11e,,Allocyttus Guineensis Aquamaps Native Raster
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,,,Result Product adb707b0-9264-4370-966a-0460a476cb11,,Result Product Identifier adb707b0-9264-4370-966a-0460a476cb11,"This Amaryllis keablei Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,FullLinkEntity,Classification,,adb707b0-9264-4370-966a-0460a476cb11,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/adb707b0-9264-4370-966a-0460a476cb11,,Amaryllis keablei
