is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_source_has_identifier_type,has_identifier_label,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_is_source_of_has_endDate,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Achoerodus gouldii,,Result Product 5d9d67f9-b9af-4671-a592-74cad4e39fce,,Result Product Revision Identifier 3b796ac2-6178-4fd5-9251-fe2f73abe532,"This Achoerodus gouldii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,,Classification,,3b796ac2-6178-4fd5-9251-fe2f73abe532,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/3b796ac2-6178-4fd5-9251-fe2f73abe532,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acropora abrotanoides,,Result Product 6dd041d1-7562-42d8-9f4e-7abd533b8bfd,,Result Product Name acropora-abrotanoides1,"This Acropora abrotanoides Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,,Classification,,acropora-abrotanoides1,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/acropora-abrotanoides1,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alionematichthys riukiuensis,,Result Product f60720f6-38c3-4d97-8741-f63e91bb82d7,,Result Product Name alionematichthys-riukiuensis1,"This Alionematichthys riukiuensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,,Classification,,alionematichthys-riukiuensis1,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/alionematichthys-riukiuensis1,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ammodytes tobianus,,Result Product 390c480f-4eaf-4f30-994f-81fee43f09fc,,Result Product Name ammodytes-tobianus1,"This Ammodytes tobianus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,,Classification,,ammodytes-tobianus1,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/ammodytes-tobianus1,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Alluroteuthis antarcticus,,Result Product fac3018b-50f9-492e-ba2a-f9daec5780cb,,Result Product Revision Identifier cc632676-79d1-47b7-be64-7662881817be,"This Alluroteuthis antarcticus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,,,Classification,,cc632676-79d1-47b7-be64-7662881817be,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/cc632676-79d1-47b7-be64-7662881817be,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Agonus Cataphractus Aquamaps Native Raster,,Result Product bffe3926-78da-4d5c-9bbf-9235b11128db,,Result Product Revision Identifier 3cec9def-3d57-49f8-a081-d841dc791023,"This Agonus Cataphractus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,Classification,,3cec9def-3d57-49f8-a081-d841dc791023,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/3cec9def-3d57-49f8-a081-d841dc791023,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,aetobatus narinari Aquamaps Native 2050 Raster,,Result Product 2b64d47e-822e-4c3a-8bba-9e2dffa8f877,,Result Product Revision Identifier d8cd88af-053c-4c9d-992f-59c480d5fbbd,"This aetobatus narinari Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,Classification,,d8cd88af-053c-4c9d-992f-59c480d5fbbd,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/d8cd88af-053c-4c9d-992f-59c480d5fbbd,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,alosa fallax Aquamaps Native 2050 Raster,,Result Product 3474ba33-8ddd-43cf-bc4f-266296508d19,,Result Product Revision Identifier 4d3b3805-c436-472e-b745-e58961a06053,"This alosa fallax Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,Classification,,4d3b3805-c436-472e-b745-e58961a06053,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/4d3b3805-c436-472e-b745-e58961a06053,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anodontia fragilis,,Result Product 2fb7ba5f-4fde-4b84-a732-e395af2f43bb,,Result Product Identifier 2fb7ba5f-4fde-4b84-a732-e395af2f43bb,"This Anodontia fragilis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,,Classification,,2fb7ba5f-4fde-4b84-a732-e395af2f43bb,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/2fb7ba5f-4fde-4b84-a732-e395af2f43bb,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amusium pleuronectes,,Result Product d82508f5-b940-4526-9895-f28b5fc3f189,,Result Product Name amusium-pleuronectes2,"This Amusium pleuronectes Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,,Classification,,amusium-pleuronectes2,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amusium-pleuronectes2,,
