is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_source_has_identifier_type,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,has_identifier_has_id_value,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_destination_has_name,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,aipysurus laevis Aquamaps Native 2050 Raster,,Result Product 1982a12e-d9af-439d-9c0a-5cb2b96b5dd7,,,"This aipysurus laevis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name aipysurus-laevis-aquamaps-native-2050-raster,,,,,LinkEntityWithProvisionOrderIPR,Classification,,aipysurus-laevis-aquamaps-native-2050-raster,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/aipysurus-laevis-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,acropora aculeus Aquamaps Native 2050 Raster,,Result Product cc7f6fc6-d607-491b-8a10-13a133798083,,,"This acropora aculeus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name acropora-aculeus-aquamaps-native-2050-raster,,,,,LinkEntityWithProvisionOrderIPR,Classification,,acropora-aculeus-aquamaps-native-2050-raster,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acropora-aculeus-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus grammoptilus,,Result Product 8770ad7f-af40-463f-850c-8ca94dd99d4e,,,"This Acanthurus grammoptilus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Revision Identifier 8ee53927-4802-4221-93f6-24467cea6d7d,,,,,LinkEntityWithProvisionOrderIPR,Classification,,8ee53927-4802-4221-93f6-24467cea6d7d,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/8ee53927-4802-4221-93f6-24467cea6d7d,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alepocephalus antipodianus,,Result Product 5cad040e-43eb-435b-82e9-7fdc6383eced,,,"This Alepocephalus antipodianus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Revision Identifier b07e53a8-50c6-4066-b4a6-44a639ca0185,,,,,LinkEntityWithProvisionOrderIPR,Classification,,b07e53a8-50c6-4066-b4a6-44a639ca0185,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/b07e53a8-50c6-4066-b4a6-44a639ca0185,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acentrogobius audax,,Result Product 518b2ef8-e1fb-4f17-9bd0-53a7f835bec7,,,"This Acentrogobius audax Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Revision Identifier 43392197-facb-40eb-8307-5a26f846e914,,,,,FullLinkEntity,Classification,,43392197-facb-40eb-8307-5a26f846e914,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/43392197-facb-40eb-8307-5a26f846e914,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Anisochromis Kenyae Aquamaps Native Raster,,Result Product d1dd8799-757d-4c74-847d-3a67d09f8fa5,,,"This Anisochromis Kenyae Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name anisochromis-kenyae-aquamaps-native-raster,,,,,FullLinkEntity,Classification,,anisochromis-kenyae-aquamaps-native-raster,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anisochromis-kenyae-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anchoa spinifer,,Result Product 7e88d268-b639-435a-97d2-bdd39b4cedea,,,"This Anchoa spinifer Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Identifier 7e88d268-b639-435a-97d2-bdd39b4cedea,,,,,LinkEntityWithProvisionOrderIPR,Classification,,7e88d268-b639-435a-97d2-bdd39b4cedea,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/7e88d268-b639-435a-97d2-bdd39b4cedea,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acropora formosa,,Result Product 77171091-9f90-4f69-b038-1075c3e357a1,,,"This Acropora formosa Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Identifier 77171091-9f90-4f69-b038-1075c3e357a1,,,,,LinkEntityWithProvisionOrderIPR,Classification,,77171091-9f90-4f69-b038-1075c3e357a1,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/77171091-9f90-4f69-b038-1075c3e357a1,,
2017-12-24T09:07:06.054485,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,abudefduf sparoides Aquamaps Native 2050 Raster,,Result Product a2604962-5a11-48d8-827a-b792ee793ee6,,,"This abudefduf sparoides Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name abudefduf-sparoides-aquamaps-native-2050-raster,,,,,LinkEntityWithProvisionOrderIPR,Classification,,abudefduf-sparoides-aquamaps-native-2050-raster,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/abudefduf-sparoides-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anisotremus dovii,,Result Product eb1fd05c-4f66-4b34-92f3-f4cdc062facb,,,"This Anisotremus dovii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Revision Identifier 2c2b2ba4-2a23-4604-af98-aa21b49fb626,,,,,LinkEntityWithProvisionOrderIPR,Classification,,2c2b2ba4-2a23-4604-af98-aa21b49fb626,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/2c2b2ba4-2a23-4604-af98-aa21b49fb626,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anchoa lamprotaenia,,Result Product ed7dee07-c960-4b4d-8056-8816db93e32d,,,"This Anchoa lamprotaenia Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Name anchoa-lamprotaenia2,,,,,FullLinkEntity,Classification,,anchoa-lamprotaenia2,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/anchoa-lamprotaenia2,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,abudefduf whitleyi Aquamaps Native 2050 Raster,,Result Product 1a79c130-357a-4965-ac47-0b1dafb30fc0,,,"This abudefduf whitleyi Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier 2a0fa453-0813-4359-b0fd-a6aaa0f62c99,,,,,LinkEntityWithProvisionOrderIPR,Classification,,2a0fa453-0813-4359-b0fd-a6aaa0f62c99,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/2a0fa453-0813-4359-b0fd-a6aaa0f62c99,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Allosmerus elongatus,,Result Product 06bcd2f0-4014-4818-ab55-f49fdd94c213,,,"This Allosmerus elongatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Name allosmerus-elongatus1,,,,,LinkEntityWithProvisionOrderIPR,Classification,,allosmerus-elongatus1,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/allosmerus-elongatus1,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amblyglyphidodon aureus,,Result Product fdfc428a-a2db-4338-91bf-64115368cacf,,,"This Amblyglyphidodon aureus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Name amblyglyphidodon-aureus3,,,,,LinkEntityWithProvisionOrderIPR,Classification,,amblyglyphidodon-aureus3,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amblyglyphidodon-aureus3,,
