is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_label,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_is_source_of_has_endDate,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_destination_of_has_source_has_identifier_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_destination_has_name,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthopagrus australis,,Result Product bbe7b36e-5379-4ad3-a13a-061774534b39,,Result Product Identifier bbe7b36e-5379-4ad3-a13a-061774534b39,"This Acanthopagrus australis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,,,Classification,bbe7b36e-5379-4ad3-a13a-061774534b39,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/bbe7b36e-5379-4ad3-a13a-061774534b39,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,anchoviella lepidentostole Aquamaps Native 2050 Raster,,Result Product 412758eb-a781-4c1c-be56-d8e42dc1f013,,Result Product Identifier 412758eb-a781-4c1c-be56-d8e42dc1f013,"This anchoviella lepidentostole Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,,Classification,412758eb-a781-4c1c-be56-d8e42dc1f013,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/412758eb-a781-4c1c-be56-d8e42dc1f013,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Allosmerus elongatus,,Result Product f9c533d5-96fc-49f4-a61c-b66bb2407908,,Result Product Revision Identifier e3b61d21-6ae0-4214-af7e-d9cc1451b52f,"This Allosmerus elongatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,,,Classification,e3b61d21-6ae0-4214-af7e-d9cc1451b52f,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/e3b61d21-6ae0-4214-af7e-d9cc1451b52f,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anoplagonus inermis,,Result Product ed1824a6-6f6b-4f5d-8200-fe5f4890ebdd,,Result Product Identifier ed1824a6-6f6b-4f5d-8200-fe5f4890ebdd,"This Anoplagonus inermis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,,,Classification,ed1824a6-6f6b-4f5d-8200-fe5f4890ebdd,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/ed1824a6-6f6b-4f5d-8200-fe5f4890ebdd,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anarrhichthys Ocellatus Aquamaps Native Raster,,Result Product 5ef9de79-fd4d-463c-a0d6-41b339fd31b4,,Result Product Revision Identifier c6b86e8b-a655-45b2-bc52-52a51dc687ec,"This Anarrhichthys Ocellatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,,Classification,c6b86e8b-a655-45b2-bc52-52a51dc687ec,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/c6b86e8b-a655-45b2-bc52-52a51dc687ec,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus Tennentii Aquamaps Native Raster,,Result Product 3a427fb1-2913-4d3e-b83a-8967b16678a5,,Result Product Name acanthurus-tennentii-aquamaps-native-raster,"This Acanthurus Tennentii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,,Classification,acanthurus-tennentii-aquamaps-native-raster,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthurus-tennentii-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anaora Tentaculata Aquamaps Native Raster,,Result Product 35ca81f1-9085-42bd-a0b5-e61295dc3df4,,Result Product Identifier 35ca81f1-9085-42bd-a0b5-e61295dc3df4,"This Anaora Tentaculata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,,Classification,35ca81f1-9085-42bd-a0b5-e61295dc3df4,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/35ca81f1-9085-42bd-a0b5-e61295dc3df4,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amblygaster Clupeoides Aquamaps Native Raster,,Result Product 94655800-02db-4f78-9ccc-7440ebc95320,,Result Product Identifier 94655800-02db-4f78-9ccc-7440ebc95320,"This Amblygaster Clupeoides Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,,Classification,94655800-02db-4f78-9ccc-7440ebc95320,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/94655800-02db-4f78-9ccc-7440ebc95320,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ammodytes marinus,,Result Product 902d4f78-1e3d-4b24-b792-627c0ba495c2,,Result Product Name ammodytes-marinus2,"This Ammodytes marinus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,,,Classification,ammodytes-marinus2,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/ammodytes-marinus2,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,albula forsteri Aquamaps Native 2050 Raster,,Result Product 78a19f19-5231-4eba-8081-a210185b573c,,Result Product Name albula-forsteri-aquamaps-native-2050-raster,"This albula forsteri Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,,Classification,albula-forsteri-aquamaps-native-2050-raster,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/albula-forsteri-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acropora Striata Aquamaps Native Raster,,Result Product 2d87552c-d0d1-4a1f-ab39-4b8b669a48cb,,Result Product Name acropora-striata-aquamaps-native-raster,"This Acropora Striata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,,Classification,acropora-striata-aquamaps-native-raster,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acropora-striata-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,aluterus scriptus Aquamaps Native 2050 Raster,,Result Product f9527447-01c7-4053-88ff-a8c9b2699157,,Result Product Identifier f9527447-01c7-4053-88ff-a8c9b2699157,"This aluterus scriptus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,,Classification,f9527447-01c7-4053-88ff-a8c9b2699157,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/f9527447-01c7-4053-88ff-a8c9b2699157,,
