is_source_of_has_startDate,has_identifier_is_source_of_has_startDate,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_label,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_is_source_of_has_endDate,is_source_of_type,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_source_has_identifier_type,has_identifier_has_id_value,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acropora parilis,,Result Product 4b3e5987-257d-4c66-9e87-a8d02e043543,,Result Product Revision Identifier 4905922a-9192-4ac9-9e90-24108ed6b385,"This Acropora parilis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,4905922a-9192-4ac9-9e90-24108ed6b385,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/4905922a-9192-4ac9-9e90-24108ed6b385,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Aetapcus maculatus,,Result Product e6ed967f-4127-42e6-9e41-cdc1bec48a0c,,Result Product Name aetapcus-maculatus,"This Aetapcus maculatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,SimpleLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,aetapcus-maculatus,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/aetapcus-maculatus,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anarchias similis,,Result Product a88131ec-a122-4203-ba63-19a174129990,,Result Product Revision Identifier fc4d4b9e-595f-40a4-8b68-66c01d756004,"This Anarchias similis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,fc4d4b9e-595f-40a4-8b68-66c01d756004,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/fc4d4b9e-595f-40a4-8b68-66c01d756004,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Alburnoides Bipunctatus Aquamaps Native Raster,,Result Product 1bf43aee-d534-4b89-b4b2-a1235cc01cfb,,Result Product Name alburnoides-bipunctatus-aquamaps-native-raster,"This Alburnoides Bipunctatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,,FullLinkEntity,Classification,,alburnoides-bipunctatus-aquamaps-native-raster,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/alburnoides-bipunctatus-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthochitona fascicularis,,Result Product 562390f8-aadc-4a97-a61c-07a3b8f6dfe0,,Result Product Identifier 562390f8-aadc-4a97-a61c-07a3b8f6dfe0,"This Acanthochitona fascicularis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,SimpleLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,562390f8-aadc-4a97-a61c-07a3b8f6dfe0,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/562390f8-aadc-4a97-a61c-07a3b8f6dfe0,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Amphichaetodon howensis,,Result Product 953a5b1e-a271-4ea4-97d3-5b6cf7ec460e,,Result Product Name amphichaetodon-howensis1,"This Amphichaetodon howensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,FullLinkEntity,,,,FullLinkEntity,Classification,,amphichaetodon-howensis1,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/amphichaetodon-howensis1,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amphichthys cryptocentrus,,Result Product 0105f59a-0c60-4bb1-adac-45796a570281,,Result Product Identifier 0105f59a-0c60-4bb1-adac-45796a570281,"This Amphichthys cryptocentrus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,0105f59a-0c60-4bb1-adac-45796a570281,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/0105f59a-0c60-4bb1-adac-45796a570281,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Agonopsis Sterletus Aquamaps Native Raster,,Result Product dda8cdab-a8ef-493f-b96a-f8d4519100a8,,Result Product Revision Identifier 19891ae7-9799-4b30-ab5a-a8f20be9dfe7,"This Agonopsis Sterletus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,19891ae7-9799-4b30-ab5a-a8f20be9dfe7,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/19891ae7-9799-4b30-ab5a-a8f20be9dfe7,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,agonopsis vulsa Aquamaps Native 2050 Raster,,Result Product 81115d5b-3c11-4e34-9312-4e2dfe94b786,,Result Product Revision Identifier cf7bf802-2029-4088-93b8-546cba75d59c,"This agonopsis vulsa Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,,FullLinkEntity,Classification,,cf7bf802-2029-4088-93b8-546cba75d59c,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/cf7bf802-2029-4088-93b8-546cba75d59c,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Aidablennius Sphynx Aquamaps Native Raster,,Result Product ad5933ef-40c9-4123-b299-a0c19923858b,,Result Product Revision Identifier 858ff63b-7657-4289-9819-a654065b987b,"This Aidablennius Sphynx Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,858ff63b-7657-4289-9819-a654065b987b,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/858ff63b-7657-4289-9819-a654065b987b,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,amaryllis quokka Aquamaps Native 2050 Raster,,Result Product 75d8e9d0-5dea-4bfe-8099-8b8fb4132ceb,,Result Product Name amaryllis-quokka-aquamaps-native-2050-raster,"This amaryllis quokka Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,,FullLinkEntity,Classification,,amaryllis-quokka-aquamaps-native-2050-raster,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/amaryllis-quokka-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus leucopareius,,Result Product 5c3f6435-4237-4607-a59f-44ec3831fecf,,Result Product Identifier 5c3f6435-4237-4607-a59f-44ec3831fecf,"This Acanthurus leucopareius Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,5c3f6435-4237-4607-a59f-44ec3831fecf,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/5c3f6435-4237-4607-a59f-44ec3831fecf,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Anchoa compressa,,Result Product 2ccd33e0-b733-4c7d-b75e-daad73b7cb27,,Result Product Name anchoa-compressa2,"This Anchoa compressa Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,SimpleLinkEntity,,,,FullLinkEntity,Classification,,anchoa-compressa2,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anchoa-compressa2,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Amaryllis quokka,,Result Product 2b296385-440e-4bd0-bd81-e6acbbc1a492,,Result Product Identifier 2b296385-440e-4bd0-bd81-e6acbbc1a492,"This Amaryllis quokka Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,FullLinkEntity,,,,FullLinkEntity,Classification,,2b296385-440e-4bd0-bd81-e6acbbc1a492,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/2b296385-440e-4bd0-bd81-e6acbbc1a492,,
