is_source_of_has_startDate,has_identifier_is_source_of_has_startDate,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_source_has_identifier_type,has_identifier_label,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_is_source_of_has_endDate,is_source_of_type,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,anarhichas denticulatus Aquamaps Native 2050 Raster,,Result Product 85187f1e-a885-4bd4-9e7c-8a1d483da533,,Result Product Name anarhichas-denticulatus-aquamaps-native-2050-raster,"This anarhichas denticulatus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,,,Classification,,anarhichas-denticulatus-aquamaps-native-2050-raster,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/anarhichas-denticulatus-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,abudefduf concolor Aquamaps Native 2050 Raster,,Result Product 1827f868-294f-4c41-b0a7-793df45bed96,,Result Product Identifier 1827f868-294f-4c41-b0a7-793df45bed96,"This abudefduf concolor Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,,,Classification,,1827f868-294f-4c41-b0a7-793df45bed96,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/1827f868-294f-4c41-b0a7-793df45bed96,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alpheus nonalter,,Result Product 9b4d9803-1905-454a-a1f7-d7aecb07bc5c,,Result Product Revision Identifier 0c311a91-ea49-4e19-a549-8e6decd9abff,"This Alpheus nonalter Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,FullLinkEntity,,,,,Classification,,0c311a91-ea49-4e19-a549-8e6decd9abff,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/0c311a91-ea49-4e19-a549-8e6decd9abff,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amblyraja jenseni,,Result Product 1eb6534a-7246-4f4d-a6b7-85a28e6d5e35,,Result Product Name amblyraja-jenseni2,"This Amblyraja jenseni Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,FullLinkEntity,,,,,Classification,,amblyraja-jenseni2,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amblyraja-jenseni2,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Amphiprion frenatus,,Result Product 23ac2d57-574a-48c7-9106-fc385b9448bd,,Result Product Identifier 23ac2d57-574a-48c7-9106-fc385b9448bd,"This Amphiprion frenatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,,,Classification,,23ac2d57-574a-48c7-9106-fc385b9448bd,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/23ac2d57-574a-48c7-9106-fc385b9448bd,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amakusanthura magnifica,,Result Product 9ca9fa81-2773-438d-8613-ee53eabdd139,,Result Product Name amakusanthura-magnifica2,"This Amakusanthura magnifica Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,,,Classification,,amakusanthura-magnifica2,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/amakusanthura-magnifica2,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,ammodytoides gilli Aquamaps Native 2050 Raster,,Result Product 1aa74047-9554-46c0-9b6c-1fd8c908ccf3,,Result Product Revision Identifier a8a294b4-2dcf-4a39-a129-d9a1ec13d697,"This ammodytoides gilli Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,,,Classification,,a8a294b4-2dcf-4a39-a129-d9a1ec13d697,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/a8a294b4-2dcf-4a39-a129-d9a1ec13d697,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,alticus monochrus Aquamaps Native 2050 Raster,,Result Product b3e28422-7f58-4d45-9a7d-c039d1f69186,,Result Product Identifier b3e28422-7f58-4d45-9a7d-c039d1f69186,"This alticus monochrus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,,,Classification,,b3e28422-7f58-4d45-9a7d-c039d1f69186,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/b3e28422-7f58-4d45-9a7d-c039d1f69186,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Allomycterus pilatus,,Result Product 3d371931-7604-46a8-931d-ee13e24129f2,,Result Product Name allomycterus-pilatus,"This Allomycterus pilatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,,,Classification,,allomycterus-pilatus,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/allomycterus-pilatus,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,anisotremus interruptus Aquamaps Native 2050 Raster,,Result Product 06f962d2-811f-44e6-9f63-b5e8606deb4f,,Result Product Revision Identifier 746b1754-7082-4f1c-94bf-463c521067db,"This anisotremus interruptus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,,,Classification,,746b1754-7082-4f1c-94bf-463c521067db,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/746b1754-7082-4f1c-94bf-463c521067db,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,ancylopsetta antillarum Aquamaps Native 2050 Raster,,Result Product 0290c0a4-a739-45bf-9464-11097a059e32,,Result Product Identifier 0290c0a4-a739-45bf-9464-11097a059e32,"This ancylopsetta antillarum Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,,,Classification,,0290c0a4-a739-45bf-9464-11097a059e32,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/0290c0a4-a739-45bf-9464-11097a059e32,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Ammothea magniceps,,Result Product d61866b6-921f-40f7-b930-f1141e6b7f82,,Result Product Revision Identifier 7ec6d3c2-d93e-4784-8395-e44d8f83fc24,"This Ammothea magniceps Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,FullLinkEntity,,,,,Classification,,7ec6d3c2-d93e-4784-8395-e44d8f83fc24,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/7ec6d3c2-d93e-4784-8395-e44d8f83fc24,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,allenbatrachus grunniens Aquamaps Native 2050 Raster,,Result Product 6fe432f4-be33-4360-b546-30127f16b54c,,Result Product Name allenbatrachus-grunniens-aquamaps-native-2050-raster,"This allenbatrachus grunniens Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,,,Classification,,allenbatrachus-grunniens-aquamaps-native-2050-raster,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/allenbatrachus-grunniens-aquamaps-native-2050-raster,,
