unknown,postcode,city,country,postcode,city,country,house_number,house_number,unknown,unknown
KOUWE003,7400 GA,ZWOLLE,NL,2280 AB,NIJVERDAL,NL,230,25,1000.0,LEV03281
BOOMG001,9290 AA, MAARSSEN,NL,6262 NB,LUTTENBERG,,2708,5,1000.0,LEV04231
MANUT001,7556 BP,ROTTERDAM,NL,6681 CW,MAARSSEN,NL,380,28,,ZIELT001
LEV00948,8011 CA,GELDERMALSEN,NL,3905 KZ,FARMSUM,NL,20,,1000.0,GVBXX003
DEMAD001,3992 AK,Maarssen,,,GRONINGEN,NL,9,52,,BOELS022
TRAFF007,7722 LW,ROSMALEN,NL,5611 BD,UTRECHT,NL,9,1,1000.0,LEV03648
KUIPE003,2900 EA,REEUWIJK,NL,,ARNHEM,NL,806,664,1000.0,SAFET008
WSVKX001,4000 HD,WEESP,,3013 AM,DEN HAAG,NL,7,,1000.0,LEV00434
GBNBA001,2771 EN,NIEUWERKERK A.D. IJSSEL,NL,8013 RC,LEUSDEN,NL,,,1000.0,MOBIL010
ATOPX001,3607 JM,Nieuwegein,NL,6181 DN,OVERVEEN,NL,37626,15,1000.0,KENNA001
DRAKA001,4330 EA,Haarlem,NL,,GOUDA,NL,,20,,FLUXP002
LEV04127,2451 VC,WEZEP,NL,1483 GB,GRONINGEN,NL,85083,151,1000.0,ROPAN001
DGINF002,5201 AW,NUTH,NL,2288 BG,ZOETERMEER,NL,,9,,LCIPX001
DURAX013,7418 ES,AMSTERDAM,NL,3381 LM,DELFT,NL,2,,1000.0,MECNO001
ROBIX001,7550 AV,Arnhem,NL,6181 MD,,NL,5,16,1000.0,SENSO003
LINDE015,6716 AE,ZWOLLE,NL,4811 VC,ZWIJNDRECHT,,261,2153,1000.0,LEV03898
LEV03938,2994 LB,DORDRECHT,,1222 AB,AMSTERDAM,NL,4,,1000.0,LASAU002
WILDK003,3600 BA,CASTRICUM,NL,,ARNHEM,NL,,16,,
LEV04048,4811 TT,EUROPOORT ROTTERDAM,NL,3208 KL,HEERLEN,,31,,1000.0,BUSXX002
SPIBA001,3009 AN,STAPHORST,NL,3271 VH,ZUTPHEN,NL,11,8,1000.0,INDUS008
LOUWE001,2985 XJ,AMSTERDAM,NL,,MOORDRECHT,NL,,1B,1000.0,DURAX010
GERRI013,1100 AT,UTRECHT,NL,3066 GS,,NL,19172,113,1000.0,CHAMP003
AIBVI001,3340 AD,NUENEN,NL,,HAARLEM,NL,36,7,,COMPU003
LEV03042,5253 CB,HOOFDDORP,NL,2984 AR,CULEMBORG,NL,7,1,1000.0,OTDXX001
BOELS063,3764 CM,NIJMEGEN,,8441 AG,SOEST,NL,88,21-23,1000.0,ACCUX004
LEV03650,3600 AG,WORMERVEER,NL,1940 AM,GORINCHEM,NL,..,4c,1000.0,RUBBE001
LEV03825,3301 DC,UTRECHT,NL,7071 EC,LEIDERDORP,NL,8057,11K,1000.0,ZWART006
BOUWI002,3330 CA,KOUDEKERK AAN DEN RIJN,NL,3542 DA,,NL,421,3,1000.0,BOELS008
ALPHE002,2723 RA,NIEUWEGEIN,NL,4751 XA,ZALTBOMMEL,NL,1025,6,1000.0,
WASCO002,4000 HD,AMSTERDAM,NL,2723 RP,ENSCHEDE,NL,,20,1000.0,LEV00235
INFRA006,3301 AA,OISTERWIJK,NL,,SITTARD,NL,323,53k,1000.0,STRIT001
JEURR001,2400 AK,MEPPEL,NL,3088 GB,ZUTPHEN,NL,218,93 07,1000.0,HAMXX008
HEIJN002,5654 NC,VOORSCHOTEN,NL,,LIESHOUT,NL,9,15,1000.0,GANSE013
BOELS007,7601 GM,S-HERTOGENBOSCH,NL,1135 GC,APELDOORN,NL,3526,108,1000.0,
TRAFF009,3700 AC,VEENENDAAL,NL,3542 CB,WESTERVOORT,NL,5,3,,RUBUX001
BOUWI001,6501 BK,OLDENZAAL,NL,2215 RR,BREDA,NL,5,101,,LEV02142
MULDE014,1182 BP,NUTH,NL,,,NL,445,6d,,KRAAY006
GBNGR001,3600 BA,MAASTRICHT AIRPORT,NL,3825 HD,BERGEN OP ZOOM,NL,,56,1000.0,OTTEV001
AARDP001,7550 AA,NIEUW LEKKERLAND,NL,1017 MB,DEN HAAG,NL,37,50,1000.0,DRIVE001
LEV01615,3364 AG,HALFWEG,NL,5301 KT,HAAKSBERGEN,,35,,1000.0,BOERX011
VELTH003,6222 NT,RHENEN,NL,,,NL,,48 A,1000.0,WORKX001
LEV02278,6401 CA,AMERSFOORT,NL,2841 LZ,HENGELO,NL,13/15,,1000.0,LEV03654
GEKOX001,2821 NH,HENGELO,NL,4702 ZE,MOLENAARSGRAAF,NL,57,2-Oct,1000.0,TECHN001
IMMER001,5476 KX,ZUIDBROEK,NL,.,UTRECHT,NL,,,1000.0,ARMAD004
KUNST002,7554 TH,WOERDEN,NL,9718 CA,S-HEERENHOEK,NL,41,7,,FABOR011
PARTS003,5605 JD,DOETINCHEM,NL,3433 PN,MAASTRICHT AIRPORT,NL,137,,1000.0,IMAGO001
PIRTE003,5644 RL,HARDERWIJK,NL,3817 BA,DORDRECHT,,,26,1000.0,BAKKE004
ACMXX002,5328 BN,DOKKUM,,,S-HERTOGENBOSCH,NL,,,1000.0,LAFEB002
ARMAE001,1422 ND,HAARLEM,NL,,NIJKERK,NL,,14,1000.0,WINNE001
WENOX001,9206 AX,NIEUW LEUSEN,NL,7261 SP,,NL,4028,6,1000.0,ZANDS001
4PSXX001,2584 AA,CUYK,NL,7636 PK,GRONINGEN,NL,,7,1000.0,LEV01235
PAVRO002,5324 BV,HENGELO,NL,8801 RA,ZWOLLE,,167,,1000.0,PHILI003
JANSS017,3100 AE,KELPEN-OLER,NL,1094 PW,VENLO,NL,32,5,1000.0,BRAND020
LEV01983,7550 AV,NIEUWLAND,,9936 HX,DOETINCHEM,NL,20,198C,,RITTA001
WEETE001,6500 AA,DELFT,,2651 BC,NUTH,NL,266,26,,TECHN004
EDVIS001,5611 CA,DRUNEN,,4906 BB,NIEUWEGEIN,NL,349,10,1000.0,LEV03088
LEV03331,3300 AS,UTRECHT,NL,1411 AR,ZWIJNDRECHT,,9195,9,,BOELS058
WALTM001,9350 AC,DELFT,NL,3088 GC,DRUTEN,NL,,,1000.0,PHILI002
LEV04157,2001 DA,NIEUWLAND,,6541 PT,,NL,,8,1000.0,DAVIB001
LEV04078,1046 AE,VELDHOVEN,NL,2291 HE,LELYSTAD,NL,81,9,1000.0,ADEMX001
BEOBO001,5961 PV,GELDERMALSEN,NL,5963 NJ,APELDOORN,NL,521,7,1000.0,MULDE001
MIXIM001,5803 AN,Zoetermeer,NL,,BREDA,NL,24,22,1000.0,TIZZO001
ARCEL001,5928 RZ,S-GRAVENHAGE,NL,1520 AG,HOOGEVEEN,,,6,,CABLE005
LEV04069,3770 AD,BERKEL EN RODENRIJS,NL,3334 KK,DEVENTER,NL,122,2,1000.0,BERGO015
TSBBE001,6604 CH,OLDENZAAL,NL,1213 PD,ROTTERDAM,NL,22,2K,1000.0,BUKOA001
JALEC001,3821 BG,Den Haag,NL,,BERKEL EN RODENRIJS,NL,5036,41,,TSBBE001
LEV03424,9401 BK,HOLTEN,NL,4817 ZG,,NL,436,276,1000.0,LEV04105
GENGH001,1800 BK,BEDUM,NL,8582 KR,,NL,19,31007,1000.0,
AJAXX001,3800 BM,DEN HAM,NL,,,NL,670,40,,WILDE002
ASSAA003,6533 SH,KRABBENDIJKE,NL,7772 AZ,,NL,,310,1000.0,AWSPO001
STRMT001,3336 LP,DELFT,NL,5145 NJ,WAARDENBURG,NL,77,9,1000.0,BAMXX027
TEBUL001,2984 AZ,MAARSSEN,NL,7631 AB,UTRECHT,NL,9,1114,1000.0,ELSCO002
LEV00596,5311 7,HILLEGOM,,1381 AX,GRONINGEN,NL,3,,1000.0,BEEKX012
LEV00282,3430 EA,BREDA,NL,3565 BL,PUTTEN,NL,17,47,1000.0,LEV04162
LEV02750,2613 RW,CULEMBORG,NL,2993 LW,VENLO,,45-47,128,1000.0,VODAF001
LASPE001,5201 AB,ALMELO,,6741 ZB,UTRECHT,NL,37,330,1000.0,NOTEN002
MEDIA009,6014 ZG,S HERTOGENBOSCH,NL,2965 AA,WEESP,NL,162,,1000.0,LAPPB002
VBSXX001,3504 AA,RHEDEN,NL,,ZEIST,NL,155,1,1000.0,SUCCE002
WAVER001,1812 RC,DEN HAAG,NL,,,,,12,1000.0,
GELDE009,9291 MB,MAARSSEN,NL,8166 HX,GELEEN,NL,5,..,1000.0,LEV03204
ALIEN001,7206 AX,SLAGHAREN,NL,,PUTTERSHOEK,NL,203,72-P,1000.0,PACKS001
PIRTE002,3600 BA,LELYSTAD,,5298 MK,VEENENDAAL,,1,12,1000.0,ASSAA002
KOCHX003,3763 LS,HEIJNINGEN,NL,3621 MX,LELYSTAD,,1,31,1000.0,NOEST001
BROTE001,6464 CZ,DELFT,,3542 DA,ROTTERDAM,NL,,,1000.0,ANCHO002
LEV03183,1001 NS,MAARSSEN,NL,,HEERHUGOWAARD,NL,,2a,1000.0,ROODX001
DUTCH005,7547 ST,BREDA,NL,7007 CN,,NL,,20,1000.0,STANL002
AVKXX001,6865 HK,ZWOLLE,NL,4004 JM,ZEVENAAR,NL,21,2,1000.0,TANKG001
SECUR020,3900 AB,TERNEUZEN,NL,,,NL,19b,4,1000.0,HEUVE020
WIHAD001,3640 AA,EUROPOORT,NL,,ARNHEM,NL,53,30,,
BOERD002,3500 GA,VLAARDINGEN,,5046 AB,VORDEN,NL,28,20c,1000.0,LEV03987
BEERX003,7844 TC,OUDEKERK AAN DE AMSTEL,,3565 AV,HOORN,,,,1000.0,STAPL001
SRMAT001,1019 AZ,WEERT,NL,5047 RA,ROTTERDAM,NL,,15,1000.0,LEV00838
SPECT005,8226 ND,EINDHOVEN,NL,,ZWIJNDRECHT,NL,7,,1000.0,NEDST002
BUZZC001,6136 KR,EDE,NL,,,NL,9,,1000.0,DOORW001
LEV04158,8239 DB,BALKBRUG,NL,3830 AD,SCHAGEN,NL,335,11,1000.0,HUIZI002
PONTM010,6501 BK,DE BILT,NL,3251 LX,EELDE,NL,13,22,1000.0,LEV00499
SCHIN001,6800 AD,LYSS,NL,7482 CA,BREUKELEN,,,19,1000.0,LEV00219
LEV00465,4941 VP,EINDHOVEN,NL,1521 RW,BARENDRECHT,NL,314C,4,,DURAV006
HEGEM002,7482 DC,HEERHUGOWAARD,NL,1033 MV,NUMANSDORP,NL,191,72-74,1000.0,ODVMA001
DIRKS004,3533 JB,MOORDRECHT,,8051 KE,ALBLASSERDAM,,30,35,1000.0,VIERX001
TRANS013,4130 EC,HALLUM,NL,4704 RG,UTRECHT,,,12,1000.0,HOLLA031
LEV04060,4130 EE,AMSTERDAM (ZO),NL,6903 PZ,,NL,41b,13,,POLKA001
LATER001,2254 AE,NOORDWIJKERHOUT,NL,7202 CB,BORNE,NL,,45,1000.0,ESRIN001
DELTA022,7556 BM,DELFZIJL,NL,7903 BM,,,,5,,MARDA001
NBDXX001,5048 AB,ENSCHEDE,NL,4824 AB,,NL,1A,55 B-1,1000.0,LIFTI001
BOEGX001,3893 GD,GRONINGEN,NL,6669 CB,SAS VAN GENT,NL,20,,1000.0,FACTA001
DELLC001,8031 AZ,DODEWAARD,NL,,,NL,8,2,1000.0,SITA0002
INDI.002,2993 HC,S-HERTOGENBOSCH,NL,2439 NC,ALMERE,NL,67,35,1000.0,ALLGI001
OUDEE001,2841 MC,HEESCH,NL,...,OOSTERHOUT,NL,80,,1000.0,DELTA024
KRAAY006,8050 AA,KAMPEN,NL,,ZWIJNDRECHT,NL,,120,1000.0,LEV01119
TRENG001,3621 CZ,VELDDRIEL,NL,3542 DA,ZWOLLE,,218,76,1000.0,WIELX002
ORANJ017,6900 AD,ROTTERDAM,,7707 CG,ROTTERDAM,NL,16,131,1000.0,LEV04076
DRIES006,1822 BZ,AMSTERDAM,NL,2909 LM,LANDSMEER,NL,72-P,,1000.0,BROTE001
LEV04153,4300 AA,HENGELO,NL,...,BELFELD,NL,40,,1000.0,GRAAF005
PETIT002,3087 BD,ROTTERDAM,NL,,EDE,NL,,12,1000.0,KIWAT001
BOSXX019,1300 BA,BREDA,,1316 AN,,NL,5 C,12,1000.0,LINDE015
AGROX002,3301 CE,EMMELOORD,,4904 PA,SCHIEDAM,NL,25,,1000.0,LEV00312
DEBEN001,6136 KM,UTRECHT,,,S-HERTOGENBOSCH,NL,62,74b,1000.0,LCCNE001
ESSUP001,3300 AD,ALKMAAR,NL,,,NL,9035,107a,1000.0,LOEKA002
SAFER001,4462 TT,ARNHEM,NL,7722 PK,HAASTRECHT,,1,2,1000.0,LEV04176
LACOX001,1399 ZG,GELEEN,NL,7556 PE,,NL,62-A,25,1000.0,KNOPS002
FORTO002,3261 LE,MEERSSEN,,,,NL,,,1000.0,VZVDI001
DELFT011,3501 DE,ZOETERMEER,,2201 CN,BERGUM,NL,40,19,1000.0,EERDX002
PIRTE015,2509 CX,SCHIPHOL AIRPORT,NL,....,VIJFHUIZEN,NL,1,8,1000.0,LEV01903
BERSS001,1322 BN,STRAMPROY,,2908 LT,PURMEREND,,44a,,1000.0,PUTKA001
LIEVE001,2900,ASSEN,NL,5657 DH,SLIEDRECHT,NL,7,4362,1000.0,HECKE002
GEERD002,4825 AP,HOUTEN,NL,,GIESBEEK,NL,63,36,1000.0,NEMAC001
BOELS038,9100 AA,BLOKZIJL,NL,,ALPHEN AAN DEN RIJN,NL,43,,,DSKUX001
LEV02630,4705 RR,HAAKSBERGEN,NL,5347 KG,OOTMARSUM,NL,,,1000.0,PRIMA002
LEV02992,5249 JW,HOUTEN,NL,1704 RJ,VELDHOVEN,NL,385,2c,1000.0,VSUVE001
EVOXX001,1816 GC,ZOETERMEER-BLIJSWIJK,NL,3512 TE,SNEEK,,120,,1000.0,LEV03243
OLISC001,6161 DC,AMSTERDAM,NL,3813 DK,NIEUWEGEIN,,12,7,,IPCOX001
LEV04159,1320 AH,Amsterdam,NL,3542 DA,,NL,15,32,1000.0,BOEKE001
LEV03205,7550 AA,ROTTERDAM,NL,4700 BN,VENRAY,NL,5062,,1000.0,LEV03639
VELDM001,7333 NZ,HOUTEN,,5107 ND,ZUTPHEN,,2060,,1000.0,RAILO003
STERK007,1100 AS,AVENHORN,NL,3762 EC,AALSMEER,NL,,45,,RADIA001
PAROX001,7220 AA,MAARSSEN,NL,,DRUNEN,,,15,,SPITZ002
SWECO003,2628 XH,WOERDEN,NL,1059 CG,HOUTEN,NL,110,40,1000.0,BEEKX002
KLEVE004,2490 AB,ZOETERMEER,,,ALBLASSERDAM,,322,15,1000.0,BOLCO004
BOELS009,4905 AD,BREUKELEN,NL,1540 AE,UTRECHT,NL,40335,11,,LEV04178
LEV02950,5642 JJ,ENSCHEDE,NL,,HENGELO,NL,20,38-40,,LEV02130
BOELS044,6367 ZG,ZUTPHEN,,7737 PB,,NL,,12,1000.0,HERAS006
BOUMA001,9743 AJ,ZWOLLE,NL,5151 DH,DORDRECHT,NL,1025,5,1000.0,LEV04046
BOMAX002,5300 cc,ZOETERMEER,,,,NL,30,7,1000.0,SRMAT002
LEV03509,8013 NE,BOSKOOP,NL,3417 XS,AMERSFOORT,NL,126,8a,1000.0,EDSKX001
LEV03373,5391 AV,WADDINXVEEN,NL,2031 EB,,NL,20,5d,1000.0,ADRIA004
HERIK001,3355 PP,LELYSTAD,,6222 NT,EINDHOVEN,NL,40,2,1000.0,KRAUS001
PIRTE014,7831 CC,DUIVEN,,3861 BB,ZALTBOMMEL,NL,38,7,1000.0,OLIEC003
LEV00345,3417 XJ,UTRECHT,NL,2031 CC,BEMMEL,NL,75,6,,LEV01513
BENNI001,3072 MD,UTRECHT,NL,6222 NK,ULESTRATEN,,7,7,1000.0,LEV03819
SWIET003,2011 HL,BARENDRECHT,,9723 JA,SITTARD,NL,849,28,1000.0,ZFNEX001
VALKX015,7550 AR,UITHUIZERMEEDEN,NL,3511 LH,DEN HAM,NL,Dec-14,,,LAARH001
FORTU003,3200 AB,Uhersky Brod,NL,1042 AG,UTRECHT,,3275,6,,LUKJE002
AIRVE001,3831 DG,DELDEN,NL,,AMSTERDAM,NL,141,55,,VALKX015
ASISO001,8391 AJ,BEILEN,,6971 GX,FRANEKER,NL,23a,11,1000.0,LEV03395
OHLMA001,8303 EP,ALPHEN AAN DEN RIJN,NL,6135 KT,WATERINGEN,NL,,24,1000.0,BUITE007
LAFEB002,6181 MB,NIJMEGEN,NL,4453 ZG,VEGHEL,,226,31,1000.0,WALXX004
ANTON001,8444 AR,APELDOORN,,6135 LE,,NL,26,23,1000.0,RAILW004
SPEEL002,2718 SX,DEN HELDER,NL,3528 BP,VELDDRIEL,NL,,50,1000.0,IMTEC032
REEFB001,2957 GA,HASSELT,NL,2676 LE,,NL,41,1,1000.0,BERGE010
WEBER001,5150 AG,MAARSSENBROEK,,3047 BG,VEGHEL,NL,,2,1000.0,TSTCX001
RUSTH001,1483 GB,HAPERT,NL,4613 BA,UTRECHT,NL,,60,1000.0,RASEN002
ABAXX001,6604 LJ,WOLFHEZE,NL,1742 NL,DIEMEN,,56,27,,BOONS003
ARRIV002,4703 BK,Enschede,NL,4812 XR,,NL,5,,1000.0,AGROX002
LEV03819,3316 GL,Hilversum,NL,2411 NT,,NL,33,97,1000.0,LEV00921
LEV03809,7556 BN,AMSTERDAM,NL,3542 AK,LELYSTAD,NL,2,,1000.0,DPSXX001
HAVEX001,6160 BA,HEERENVEEN,NL,3155 EJ,DONGEN,NL,1025,91,,VOSSE001
VROOM001,6710 BD,NIJMEGEN,,6825 BP,RAALTE,NL,2,11,1000.0,ROSKA002
ARROW001,3504 AA,DEN HAAG,NL,3133KD,ZWAAG / HOORN,NL,,59,,LEV00969
PASSE002,2410 AG,ZWOLLE,NL,3503 RJ,,NL,81,,1000.0,EDVIS001
INTER026,9400 AA,DE GOORN,NL,1506 ES,MALDEN,,,200,1000.0,LEV01774
STRAS001,2665 NT,DEN DOLDER,,2661 CS,SLIEDRECHT,NL,144,,1000.0,INNOT001
INFRA008,1115 CW,MAARSSEN,NL,2908 LW,NIJMEGEN,NL,35,6,,CABLE006
TWENT001,2700 AH,UTRECHT,,6827 DD,AMSTERDAM,NL,52,327,1000.0,LEV00813
BREZA002,1970 AG,WAALRE,,8391 AJ,DEN BOSCH,NL,150,31,,HAPAM001
DILAG001,3044 BA,TILBURG,,3082 DA,,,105,2-Apr,1000.0,DIKKE005
NIGTE001,2266 KA,SCHIEDAM,NL,6681 LA,,NL,11,14b,,HUYSE001
DAMEN004,5240 AE,EINDHOVEN,,4814 DC,APELDOORN,NL,30,40,,PELIC001
ADHET001,9250 AA,GORINCHEM,NL,,DORDRECHT,NL,86,31,,LEV04206
STRWO002,7300 AC,VELDHOVEN,NL,,UTRECHT,DE,8,,1000.0,MIEDE002
LEV04007,3130 AC,HILVERSUM,,,ZOETERMEER,NL,323,15,1000.0,BTINX001
LEV03583,6361 HD,HENGELO,NL,1627 LH,UDENHOUT,NL,1002,300,,METEO001
ARCAD014,4818 EL,HAAKSBERGEN,NL,...,BIERUM,NL,2,36 A4,1000.0,GEGEG001
HEIDE002,7550 PA,WEERT,NL,....,MEIJEL,NL,21,9,1000.0,VOLKE036
NSIDX001,3850 AG,DEN HAAG,,7575 AS,VEENENDAAL,NL,87-89,84,1000.0,RAVEC001
PALLE001,1018 AH,DOKKUM,,,LANDGRAAF,NL,90,22,1000.0,MTHXX001
BTCIN001,2990 AA,NIEUWEGEIN,NL,2908 LC,TILBURG,NL,119,34,1000.0,ELEKT004
TIELE001,6050 AD,VAASSEN,NL,4462 GC,BEMMEL,NL,251,9,1000.0,VOLKE031
ABBXX001,2616 LZ,HATTEM,,3543 AD,WESTZAAN,NL,8785,22A,1000.0,VIDEN001
WERVE004,4338 PC,CAPELLE AAN DE IJSSEL,,,NIJMEGEN,NL,41,1,1000.0,DTGMX001
LEV00386,2660 AA,BARNEVELD,NL,3341 LT,UTRECHT,,,12 C,1000.0,URETE001
ESBGR001,4530 AA,MIJNSHEERENLAND,NL,,PAPENDRECHT,NL,8,11,1000.0,HELLW001
ADDIN001,1098 XH,SUSTEREN,NL,4004 JA,OSS,NL,105,,1000.0,LEV04236
DBCAR001,6666 MC,Tilburg,NL,,HOEVELAKEN,NL,163,9,1000.0,STICH066
LEV02668,5428 NW,UTRECHT,NL,4815 PH,EDE,NL,8a,107,,LEV03729
INRAI001,5047 RA,ROTTERDAM,NL,2801 DD,ROTTERDAM,NL,148,28,,GRIJP004
TESSA001,6135 KV,AMSTERDAM,NL,,BARENDRECHT,NL,1025,,1000.0,DURAX001
LEV00058,7600 AJ,PUTTERSHOEK,NL,,EDE (GLD),NL,,31,1000.0,
TURKE001,7141 JL,DEN HAAG,NL,3903 LK,MARUM,NL,14,1,1000.0,TENTO001
TRAIN001,3721 BA,GRONINGEN,NL,,ENSCHEDE,,7a,18,1000.0,DICTA001
BRAND021,2740 AC,COEVORDEN,NL,3533 JB,HILLEGOM,NL,20-22,52 a,1000.0,ELZIN001
GSXXX001,7317 AP,ZEIST,,B-2950,HEERENVEEN,NL,69,7,1000.0,HIABX001
EPCBV001,7601 XJ,NIEUWEGEIN,NL,3621 ZB,HEERJANSDAM,,,134,1000.0,KUURM001
MITSU001,4012 DB,PURMEREND,NL,3897 AM,,,8,4,1000.0,MCSXX002
OLIEM001,6710 BC,ZWOLLE,NL,1217 AG,AMERSFOORT,NL,1,451,1000.0,HASKO002
KENNA001,3350 AA,FICTIEF,NL,6580 AB,VENLO,NL,18,4130,1000.0,ROTTE021
ELMON001,3910 AC,HILVERSUM,NL,4815 PL,RIDDERKERK,NL,12008,2,1000.0,HVZXX001
AAFMF002,3330 AE,Luchthaven Schiphol,NL,,HENGELO,NL,,5,1000.0,IMMER001
SCHNE005,7480 AB,MAARSSEN,NL,3311 TH,,NL,25,,1000.0,HESPR001
ELECT007,7200 AA,ELIM,NL,,WAARDE,NL,1025,14,1000.0,LEV03864
LEV03731,2995 BE,NOORDWIJK,NL,2612 PK,GOUDA,NL,60302,11,1000.0,REXEL007
STERK008,4651 PD,BURGUM,NL,3076 JA,,NL,25,27,1000.0,KEMAX002
LEV03651,6802 EK,ENSCHEDE,,3364 DG,GELEEN,NL,30,,,MANSV001
KLOOS001,3999 NV,VENLO,NL,,AKKRUM,,66,806-808,1000.0,KOKSX001
RATIO001,2920 AA,S-GRAVENHAGE,NL,6811 AD,,NL,,14,,WALLA001
LEV04218,2400 AA,APELDOORN,NL,7451 PK,WARNSVELD,NL,110,2,1000.0,LEV04145
LEV04113,5600 AC,NIEUWEGEIN,NL,2912 PH,STEENWIJK,NL,,33,1000.0,LEV00681
KUYER001,2800 AV,UTRECHT,NL,,GAMEREN,NL,6,,1000.0,LEV03509
DOALL001,3905 KZ,AMSTERDAM,NL,5301 KP,FRANEKER,,,160,1000.0,OQVAL001
SANDW001,7770 AB,BROEK OP LANGEDIJK,NL,6136 KV,DORDRECHT,NL,16,,1000.0,KNORR001
VALKX044,3301 CB,NAARDEN,NL,1551 RA,HOORN,NL,2c,17,1000.0,LEV04194
ROSKA002,7601 PK,ASSEN,NL,5048 CG,RIJSWIJK,NL,3,9,,
BAMXX073,4794 SN,GRONINGEN,NL,2141 BH,MAARSSEN,NL,126,65,1000.0,NENXX001
LEV03812,1327 CH,NIEUW - LEKKERLAND,NL,7325 WT,OUDEWATER,NL,1017,22,1000.0,FLUIC001
LEV00822,2396 AP,HENGELO,NL,,HENGELO,NL,13,19,1000.0,MARKT001
STRCM001,5960 AC,ASPEREN,ENG,1812 RR,ALKMAAR,NL,,14C,1000.0,NIJWA002
LEV00564,3600 BP,AMERSFOORT,NL,2550,HAAREN,,26,7,1000.0,GLEBS001
ELZIN002,5616 RB,DRACHTEN,NL,,ZOETERMEER,NL,,,,LEV04075
DRIEL003,7591 BD,ZWOLLE,NL,8013 RV,DELFT,NL,254,213-2,,NEWDA001
LEV02768,5688 NZ,MAARSSEN,NL,2266 KA,HOLLANDSCHEVELD,NL,70,,1000.0,LEV03781
LANDR001,7700 AC,APELDOORN,NL,,AMSTERDAM,NL,16,7,1000.0,KPPXX001
ERAIL001,3861 BB,HAARLEM,NL,8601 WC,,,,2a,1000.0,CHUBB008
LEV01969,7700 AA,GOES,NL,5253 RJ,AMSTERDAM,NL,,1,1000.0,VAHSE001
STRWO006,6101 XR,GIlze,NL,7251 EV,TIEL,NL,1111,9,1000.0,REXEL008
BOELS026,2400 AC,DELFT,NL,8096 ZG,BEMMEL,NL,116,1,,LEV02923
BIARD001,7603 NS,RIJSWIJK,NL,1021 KC,,NL,1157,42,1000.0,MASTE005
LEV04151,3730 AG,Rijswijk,NL,,,NL,3124,719,1000.0,LEV04104
MINID001,7554 TB,MIDDELHARNIS,NL,1505 HH,LOPIKERKAPEL,NL,1097,132,,TOPCA002
DOORN006,2400 AJ,HENGELO,NL,1018 TX,AMSTERDAM,,,9,1000.0,ELECT008
SIGNT001,6544 RN,DRUNEN,,,UTRECHT,NL,39,,1000.0,HOEVE004
BATEN002,2990 AB,ZWOLLE,NL,5151 DK,,,170,1,1000.0,BUITI001
COMBI073,2130 AG,UTRECHT,NL,3984 NV,BOLSWARD,NL,43,,1000.0,KOACX001
NEXAN001,6247 AP,Maarssen,NL,......,BARENDRECHT,,1522,,1000.0,ERICO001
LEV00613,3526 AB,ZEIST,NL,3181 HK,SITTARD,NL,,45,1000.0,BNRXX001
VOLKE051,3001 GA,HENGELO(OV),NL,8351 HJ,HYPPOLYTUSHOEF,NL,,8a,,HARBO002
FABRI003,2593 VH,WORMER,NL,3526 LB,,NL,43,,1000.0,HOLLA040
LEV02804,5657 DH,WOERDEN,NL,6101 XR,DODEWAARD,NL,195,54,,TAONR001
PORTA001,7680 AA,MAARSSEN,NL,7202 BX,BUSSUM,NL,17,12E,1000.0,DALEL001
VISSE034,7302 HC,IJSSELSTEIN,NL,6129 EL,UTRECHT,NL,18,10,,BOELS028
STEDI004,5916 PJ,CAPELLE A/DEN IJSSEL,NL,7418 EC,,NL,231,119,,DHAEZ002
JANSM001,1620 AA,IJMUIDEN,NL,1182 BP,AMERSFOORT,NL,,,1000.0,CENTR018
SIGNU001,6501 BB,SOESTERBERG,,3911 TZ,DOETINCHEM,NL,160,240,,AKNXX001
ARTXX002,7604 PX,ALPHEN AAN DE RIJN,NL,,GRONINGEN,NL,50,,1000.0,VERSL001
AXIAN001,3355 EJ,ZWOLLE,NL,5932 VX,BEVERWIJK,NL,54,,1000.0,LEV04064
PEPPE002,2950 AC,AMSTELVEEN,NL,7396 NK,HILVERSUM,NL,15,2,1000.0,THEJO001
LEV03981,1042 AA,SCHIEDAM,NL,1424 PX,ROCKANJE,,160,10,,LEV00724
LEV04221,8050 AA,HENGELO,NL,9403 VM,UTRECHT,NL,1042,39,1000.0,DUPOR001
DASSE003,2500 BZ,RIDDERKERK,NL,3600 BM,HOOFDDORP,NL,299,10,1000.0,VALKH001
ATMIL001,4780 AA,Amsterdam,NL,3542 DA,NUTH,NL,61,29,1000.0,PETER009
BEEKV001,3734 ZG,NUNSPEET,NL,4704 RE,,NL,2020,52,1000.0,LEV03997
LEV00269,1520 AC,NIJMEGEN,NL,....,HILVERSUM,,9599,182,1000.0,ABAXX001
MAMMO009,4200 EA,APELDOORN,NL,,ROSMALEN,NL,14,2,1000.0,OLIEC005
LEV01899,4880 AA,SEVENUM,NL,4131 NH,LEMELERVELD,NL,,87-89,1000.0,CITOB001
RAILC004,1410 AC,AMSTERDAM,NL,1976 AS,APPINGEDAM,NL,11,9,1000.0,FELIX001
LEV00653,9400 AA,ZWOLLE,NL,8263 CB,ENSCHEDE,NL,,,1000.0,PELKM002
DBSCH004,1800 AD,MIJDRECHT,NL,1411 DD,IRNSUM,NL,,,1000.0,LEV04214
