house_number,city,postcode,country,country,country,unknown,telephone_nr,unknown,unknown,unknown,unknown,legal_type,postcode,city,house_number,postcode,city,country,telephone_nr,telephone_nr,gender,sbi_code,sbi_code,sbi_code,sbi_description,sbi_description,sbi_description,unknown,date,date,date,date
5,VEGHEL,3511 DT,NL,NEDERLAND,SR - SURINAME,,050-3678028,Onderwijs: MBO,750 - Bedrijven: Klein <100,CUS,Klant,Stichting,4104AZ,AMSTERDAM,27.0,3503RE,DORDRECHT,NLD,053  4884444,,,70221.0,,,Algemeen overheidsbestuur,,,1.0,,20-12-2010,,17-12-2014
2,MAASTRICHT,SW1E 5JL,NL,NEDERLAND,NL - NEDERLAND,33526016,,Onderwijs: WO,660 - Zorg: Ziekenhuizen,CUS,Klant,Stichting,2165AZ,CULEMBORG,1.0,3990DB,ETTEN-LEUR,NLD,0341 359411,,,,,5912.0,Verzorgingshuizen,,,1.0,13-11-2014,31-12-1997,16-9-1971,31-5-1991
37,MIDDELBURG,6000 AE,NL,NEDERLAND,CN - CHINA,,32472991300,Partners / dealers,,,Overige,Publiekrechtelijke rechtspersoon,9711HL,AMSTERDAM,4.0,4942BE,AMSTERDAM,NLD,088  1338106,,,71112.0,,,Interieur- en ruimtelijk ontwerp,Universitair medische centra,,,5-1-2016,,,1-2-1960
30,'s-Hertogenbosch,3992 AE,NL,NEDERLAND,NL - NEDERLAND,,010-4172265,,600 - Onderwijs: WO,DEA,Klant,,,HEERLEN,1.0,1081HV,'S-GRAVENHAGE,NLD,088  5851585,,m,6420.0,8720.0,,Groothandel in bedrijfsmeubels,,,1.0,24-6-2011,31-8-2011,,11-3-1998
8,AMSTERDAM,5706 NH,NL,NEDERLAND,NL - NEDERLAND,,030-2636615,Onderwijs: HBO,,CUS,Klant,Besloten Vennootschap met gewone structuur,2511VP,'S-GRAVENHAGE,5.0,3077AA,SCHIEDAM,NLD,0251 499111,,,66191.0,,46499.0,Reparatie van overige consumentenartikelen,,,1.0,9-1-2017,31-12-1948,,12-9-1988
78,DRUTEN,3800 BS,NL,NEDERLAND,NL - NEDERLAND,,0594-280100,NIET MEER GEBRUIKEN,730 - Bedrijven: Groot > 250,DEA,Overige,Publiekrechtelijke rechtspersoon,6511LV,,46.0,,TILBURG,NLD,,,m,6832.0,,,Winkels in dameskleding,,,3.0,9-9-2004,3-12-2001,,1-1-2003
1,EINDHOVEN,2628 CN,UK,NEDERLAND,NL - NEDERLAND,,088 797 11 11,Bedrijven: Klein <100,700 - Financiele instellingen,,Dealer,Stichting,1175RK,'S-GRAVENHAGE,,2500GA,GELEEN,NLD,,,m,4652.0,,6622.0,Beleggingsinstellingen in financiële activa,,,2.0,16-3-2017,22-12-1986,,
202,ROTTERDAM,3562 VA,NL,NEDERLAND,NL - NEDERLAND,,030-6356000,Bedrijven: Overige,730 - Bedrijven: Groot > 250,CUS,Klant,Besloten Vennootschap met gewone structuur,4101BK,GRONINGEN,267.0,3990DC,HEERLEN,NLD,0546 642571,,,4665.0,,,Overige belangenbehartiging n.e.g.,,,5.0,3-1-2017,14-7-1972,27-8-2009,11-2-2013
27,HEINENOORD,3743 CM,NL,NEDERLAND,NL - NEDERLAND,,,Overheid: Gemeentes > 100000,750 - Bedrijven: Klein <100,CUS,,,2595DA,PURMEREND,21.0,3230AB,NIJKERK GLD,,030  8000800,,,7112.0,,,,,,,11-10-2010,,,2-3-1937
48,BEVERWIJK,4101 JV,BE,NEDERLAND,NL - NEDERLAND,,0416-331166,Bedrijven: Groot > 250,730 - Bedrijven: Groot > 250,CUS,Klant,Besloten Vennootschap met gewone structuur,1014DA,,300.0,,STOLWIJK,,,,m,6420.0,78202.0,,Groothandel in bovenkleding,Groothandel in verlichtingsartikelen,Grondverzet,1.0,,,,10-12-2010
155,LOENEN AAN DE VECHT,1323 VA,NL,NEDERLAND,NL - NEDERLAND,,09180189-0,Partners / dealers,730 - Bedrijven: Groot > 250,CUS,Dealer,Besloten Vennootschap met gewone structuur,,HOUTEN,4.0,2601DB,AMERSFOORT,NLD,,06 41402240,,6420.0,,,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",Sanering en overig afvalbeheer,,1.0,9-6-2017,23-11-2012,2-5-2000,7-11-1991
18-20,HOUTEN,3004 HB,NL,NEDERLAND,NL - NEDERLAND,,010 - 288 50 00,NIET MEER GEBRUIKEN,760 - Bedrijven: Overige,CUS,Klant,Publiekrechtelijke rechtspersoon,2717BG,HEERLEN,107.0,1500EE,HILVERSUM,NLD,020  5522117,,m,8411.0,,,Teelt van sierplanten,,,1.0,1-1-2008,,,9-3-2006
88,AMSTERDAM,9981 VG,NL,NEDERLAND,NL - NEDERLAND,,010-4120035,Zorg: Ziekenhuizen,799 - Gispen / InterCompany,CUS,Overige,Besloten Vennootschap met gewone structuur,3029BP,,3.0,3500GV,CAPELLE AAN DEN IJSSEL,NLD,0314 349911,,,,64303.0,,Financiële holdings,,,1.0,18-6-2009,11-3-1998,,
10,WADDINXVEEN,5270 BA,NL,NEDERLAND,NL - NEDERLAND,1128115085,026 370 0082,Onderwijs: WO,700 - Financiele instellingen,OVE,Klant,Publiekrechtelijke rechtspersoon,4285CP,DELFT,8.0,1101CH,RIDDERKERK,NLD,024  3616082,,,7311.0,,,Algemeen overheidsbestuur,,,5.0,20-10-2016,22-9-1994,,
2,AMERSFOORT,7396 BM,UK,NEDERLAND,NL - NEDERLAND,,070-4416611,Zorg: 1e lijns,760 - Bedrijven: Overige,CUS,Klant,Besloten Vennootschap met gewone structuur,4104AV,HENDRIK-IDO-AMBACHT,52.0,,MAASTRICHT,NLD,,,,7112.0,,,Beoefening van podiumkunst,,,3.0,10-10-2008,8-12-1983,11-3-1993,30-11-1927
,ALMERE,5041 SG,NL,Zuid Korea,NL - NEDERLAND,,,,530 - Overheid: Gemeentes < 100000,DEA,Klant,Besloten Vennootschap met gewone structuur,4104AW,HEERENVEEN,51.0,3584BR,DELFT,NLD,015  2782122,,m,8411.0,46471.0,,"Opslag in distributiecentra en overige opslag (niet in tanks, koelhuizen e.d.)",,,3.0,13-10-2005,10-9-1999,,1-10-2006
18,'S-GRAVENHAGE,9201 CD,NL,NEDERLAND,NL - NEDERLAND,,,Overheid: Overige,600 - Onderwijs: WO,CUS,Klant,,3247BW,PIJNACKER,62.0,3500AM,AMSTERDAM,NLD,023  5412412,,,8542.0,,,Algemeen overheidsbestuur,,,5.0,9-4-2009,6-9-2002,,1-10-2005
19,GRONINGEN,,NL,NEDERLAND,NL - NEDERLAND,,030-8906400,Bedrijven: Klein <100,750 - Bedrijven: Klein <100,DEA,Overige,Besloten Vennootschap met gewone structuur,2594AC,ROTTERDAM,323.0,2500EB,,NLD,0183 620249,,,4941.0,59111.0,,Financiële holdings,,,6.0,10-11-2009,,1-1-2016,21-3-1925
12,MAASSLUIS,1117 ZL,NL,NEDERLAND,NL - NEDERLAND,,070-3547054,Overheid: Gemeentes < 100000,,CUS,Klant,,2582EG,'S-GRAVENHAGE,1.0,1043BJ,'S-GRAVENHAGE,NLD,0180 643683,,,94997.0,,,Behandeling van onschadelijk afval,,Financiële holdings,1.0,,6-12-1977,,
1,AMSTERDAM,1441 EJ,NL,NEDERLAND,NL - NEDERLAND,,043-3661661,Bedrijven: Klein <100,750 - Bedrijven: Klein <100,CUS,Klant en Partner,,4203NJ,BADHOEVEDORP,15.0,4100AE,'S-GRAVENHAGE,NLD,050  3674000,,f,1089.0,,,Vervaardiging van elektrische lampen en verlichtingsapparaten,,"Groothandel in boeken, tijdschriften en overig drukwerk",7.0,6-6-2016,23-7-1996,7-3-2007,1-1-2014
5,BILTHOVEN,6163 KL,BE,NEDERLAND,NL - NEDERLAND,CZ49240056,0317-493911,Gispen / InterCompany,,CUS,Klant en Partner,Publiekrechtelijke rechtspersoon,6674LA,ZEVENAAR,4.0,,DRIEBERGEN-RIJSENBURG,,013  5397090,06 16878840,,7112.0,,,Interieurarchitecten,,,6.0,9-6-2009,,9-7-1982,1-8-2013
1,HASSELT,5692 EB,NL,NEDERLAND,NL - NEDERLAND,,020-6567890,NIET MEER GEBRUIKEN,750 - Bedrijven: Klein <100,DEA,Supplier,Stichting,3011XR,UTRECHT,38.0,,'S-GRAVENHAGE,NLD,043  3630737,,m,4932.0,,,Groothandel in overige consumentenartikelen (non-food) n.e.g.,,,3.0,20-4-2010,,3-4-2008,1-1-1984
11,UTRECHT,2803 PG,NL,NEDERLAND,NL - NEDERLAND,,,Bedrijven: Klein <100,,OVE,Dealer,Publiekrechtelijke rechtspersoon,3818LE,ZEIST,,3720AL,UTRECHT,NLD,020  3589000,,,94993.0,,,Interieur- en ruimtelijk ontwerp,,,1.0,4-1-2010,30-5-1996,,29-9-2006
78,DEN BOSCH,3435 CM,NL,NEDERLAND,NL - NEDERLAND,,070-3065200,Bedrijven: Groot > 250,730 - Bedrijven: Groot > 250,CUS,Klant,Besloten Vennootschap met gewone structuur,5223GW,GORINCHEM,18.0,1180EE,GRONINGEN,NLD,088  2986000,,,90011.0,,,Algemeen overheidsbestuur,,,3.0,6-1-2017,29-5-2001,,2-3-1937
25c,WINSCHOTEN,1081 JK,NL,NEDERLAND,NL - NEDERLAND,,,Gispen / InterCompany,760 - Bedrijven: Overige,ARB,Dealer,Stichting,5022DD,HOEVELAKEN,8.0,2134TM,'S-HERTOGENBOSCH,NLD,033  4608900,0032 496532805,,6201.0,,,,,,1.0,1-1-2005,30-3-2004,,21-5-2013
10,NIJMEGEN,8441 ES,NL,NEDERLAND,NL - NEDERLAND,,205031100,Financiele instellingen,640 - Onderwijs: Overige,CUS,Klant,Besloten Vennootschap met gewone structuur,5652XR,,574.0,4200AC,'S-GRAVENHAGE,NLD,085  8777138,,,94993.0,,,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",Universitair medische centra,,,25-7-2007,,,15-11-2008
18,Kervenheim,7951 DA,NL,NEDERLAND,NL - NEDERLAND,,06 14 82 70 23,Bedrijven: Klein <100,760 - Bedrijven: Overige,CUS,Klant en Partner,Eenmanszaak,1018DN,AMSTERDAM,76.0,1100AR,,NLD,020  5989898,,,52291.0,,,Industrieel en productontwerp,,,1.0,24-6-2015,10-8-1987,,2-2-2008
,UTRECHT,2628 CE,NL,NEDERLAND,NL - NEDERLAND,,,Overheid: Ministeries,635 - Onderwijs: PO,CUS,Overige,Stichting,8013NR,ASSEN,2.0,5450AA,UTRECHT,NLD,,,,6420.0,,,Organisatie-adviesbureaus,,Landschapsverzorging,1.0,6-6-2011,6-8-2002,16-4-1997,4-10-2010
1,STADSKANAAL,6416 AJ,NL,NEDERLAND,NL - NEDERLAND,,06-22822865,Bedrijven: Groot > 250,750 - Bedrijven: Klein <100,CUS,Klant,Besloten Vennootschap blijkens statuten structuurvennootschap,1043DL,,55.0,2501CE,OVERVEEN,NLD,,,f,46471.0,70222.0,,Architecten (geen interieurarchitecten),,Verhuur van onroerend goed (niet van woonruimte),9.0,,16-2-2004,,1-1-1990
100,CULEMBORG,4100 AA,NL,United States of America,NL - NEDERLAND,,070-3630989,Zorg: 1e lijns,760 - Bedrijven: Overige,CUS,Overige,Stichting,2594AC,DEN HELDER,11.0,3194DH,UTRECHT,NLD,079  3212168,,,,,,Brede scholengemeenschappen voor voortgezet onderwijs,,,9.0,3-2-2010,,,25-10-1979
550,HEERLEN,3012 NJ,NL,NEDERLAND,NL - NEDERLAND,,104765188,Overheid: ZBO's,730 - Bedrijven: Groot > 250,CUP,Architect,Stichting,5223GZ,'S-GRAVENHAGE,32.0,2500EJ,'S-GRAVENHAGE,NLD,026  3523333,,,88999.0,7021.0,,,,,3.0,11-7-2012,11-4-1997,,1-1-2007
20,AMSTERDAM,2628 CN,UK,NEDERLAND,NL - NEDERLAND,,088/6663000,Bedrijven: Overige,700 - Financiele instellingen,CUS,Klant,Besloten Vennootschap met gewone structuur,3815NC,HELMOND,42.0,4233ZG,EELDERWOLDE,NLD,,,,70221.0,,,,,,6.0,19-11-2009,21-2-2008,,
1,AMSTERDAM,2496 XD,IT,NEDERLAND,NL - NEDERLAND,,0541-585756,NIET MEER GEBRUIKEN,730 - Bedrijven: Groot > 250,CUS,Klant,Stichting,,UTRECHT,75.0,3200AC,,NLD,,,m,46471.0,86101.0,,Algemene banken,,,1.0,4-8-2010,,,14-9-1995
187,BAVEL,7942 DG,NL,NEDERLAND,NL - NEDERLAND,,0546-832200,Bedrijven: Groot > 250,530 - Overheid: Gemeentes < 100000,CUS,Klant,Besloten Vennootschap met gewone structuur,3011TA,AMSTERDAM,9.0,5617BD,ROTTERDAM,NLD,,06 25030593,,85311.0,6420.0,,Financiële holdings,,,3.0,3-10-2011,,,19-3-2014
54,BILTHOVEN,3584 CS,BR,Tsjechië,NL - NEDERLAND,,+31 24 6847777,,730 - Bedrijven: Groot > 250,CUS,Klant,Naamloze Vennootschap met gewone structuur,6221KV,AMSTERDAM,300.0,4102AR,SOESTERBERG,NLD,010  5241040,06 14827023,,74103.0,,,Vervaardiging van bedrijfsmeubels,,,1.0,27-3-2008,24-9-2003,,
40,RIDDERKERK,6412 PJ,BE,DUITSLAND,NL - NEDERLAND,,,Overheid: Gemeentes < 100000,530 - Overheid: Gemeentes < 100000,CUS,Overige,Vereniging met volledige rechtsbevoegdheid,1211BW,RIDDERKERK,176.0,6621BS,'T GOY,NLD,,,m,64191.0,,,Advisering op het gebied van informatietechnologie,,,2.0,17-10-2014,,,14-6-2010
11,MIDDLESEX ENGELAND,3508 TB,NL,NEDERLAND,NL - NEDERLAND,,026 355 02 00,Bedrijven: Overige,635 - Onderwijs: PO,CUS,Arbodienst,Besloten Vennootschap met gewone structuur,1072JS,AMSTELVEEN,900.0,3500AN,AMSTELVEEN,NLD,015  2603060,,m,70222.0,,,,,,8.0,25-5-2012,2-3-2001,,1-4-2002
64,DELFT,,NL,NEDERLAND,NL - NEDERLAND,,030-8200315,NIET MEER GEBRUIKEN,600 - Onderwijs: WO,ARC,Overige,Besloten Vennootschap met gewone structuur,1182DB,LANGBROEK,25.0,6800SB,MARGRATEN,NLD,045  5334000,,,70222.0,,,Dienstverlening voor de luchtvaart,,,9.0,17-1-2012,28-4-1993,,16-2-1988
58,WEERT,9341 BD,NL,NEDERLAND,NL - NEDERLAND,,0314-398700,Bedrijven: Klein <100,730 - Bedrijven: Groot > 250,CUS,Klant,,2851VB,ROTTERDAM,,2718SK,MAURIK,NLD,040  2351813,,,,69204.0,,Niet-universitair hoger onderwijs,,,1.0,30-11-2005,14-9-2006,,1-1-1987
25,DELFT,1821 KC,NL,NEDERLAND,NL - NEDERLAND,,070-4123456,Bedrijven: Klein <100,610 - Onderwijs: HBO,OVE,Overige,Besloten Vennootschap met gewone structuur,2382BL,UITHUIZEN,1.0,4000AN,MIJDRECHT,NLD,050  3674777,,,4634.0,,,"Medische laboratoria, trombodediensten en overig behandelingsondersteunend onderzoek",Beheer van onroerend goed,,4.0,1-6-2010,,,2-3-1937
41,FITZROY,2627 AX,NL,NEDERLAND,NL - NEDERLAND,,073-6992000,NIET MEER GEBRUIKEN,750 - Bedrijven: Klein <100,ARC,,Publiekrechtelijke rechtspersoon,,HILVERSUM,,3523CL,UTRECHT,NLD,043  3504500,,m,6420.0,,,Registeraccountants,,,1.0,30-5-2013,26-4-1996,,1-3-1990
80,GREEN BAY,3994 AL,NL,NEDERLAND,NL - NEDERLAND,,,Overheid: Gemeentes < 100000,750 - Bedrijven: Klein <100,CUS,Klant,Stichting,5321JA,AMSTELVEEN,3.0,3000DR,DOETINCHEM,NLD,,,m,70102.0,78202.0,,Installatie van machines voor een specifieke bedrijfstak,Ingenieurs en overig technisch ontwerp en advies,Groothandel in ijzer- en staalschroot en oude non-ferrometalen,1.0,31-3-2017,30-5-2008,23-5-1986,2-1-2001
1,ZWARTEWAAL,2312 KT,NL,NEDERLAND,NL - NEDERLAND,,020 590 69 11,Bedrijven: Middel >100 < 250,,,Klant,Besloten Vennootschap met gewone structuur,2132HB,UTRECHT,77.0,2900EB,HOUTEN,NLD,,,m,7311.0,6832.0,,Handel in en reparatie van personenauto's en lichte bedrijfsauto's (geen import van nieuwe),,,7.0,21-2-2011,,1-1-2016,5-11-1998
2,NIJMEGEN,8924 JK,NL,NEDERLAND,NL - NEDERLAND,BE0806296167,040-2475792,NIET MEER GEBRUIKEN,760 - Bedrijven: Overige,CUS,Overige,Besloten Vennootschap met gewone structuur,3641RT,ZWOLLE,21.0,3062ME,BRUNSSUM,NLD,045  5751274,,m,7112.0,,45112.0,Universitair hoger onderwijs,,,3.0,,,,23-2-2009
11,WAGENINGEN,3068 AV,AU,NEDERLAND,NL - NEDERLAND,,070 311 8612,Overheid: Gemeentes < 100000,791 - Onbekend,CUS,Klant,Besloten Vennootschap met gewone structuur,2741VX,DEN HAAG,1.0,1083HN,AMERSFOORT,NLD,,,m,8621.0,,,"Dieren- en plantentuinen, kinderboerderijen",Beleggingsinstellingen in vaste activa,,3.0,11-1-2010,30-12-1995,,1-1-1990
22-24,ROTTERDAM,3032 AD,NL,NEDERLAND,NL - NEDERLAND,,+31 345 515503,Zorg: Overige,600 - Onderwijs: WO,CUS,Dealer,Stichting,3515GA,LEIDEN,8.0,3981AH,ROTTERDAM,NLD,010  2334455,,,6420.0,,,Winkels in meubels,,,1.0,22-8-2007,22-12-1970,,1-5-1978
432,Amsterdam,9601 KG,NL,NEDERLAND,NL - NEDERLAND,,31624652605,Bedrijven: Groot > 250,730 - Bedrijven: Groot > 250,CUS,,Publiekrechtelijke rechtspersoon,6161RE,AMSTERDAM,37.0,2952CB,NUTH,NLD,,,,3317.0,7740.0,,Financiële holdings,,,,4-8-2009,31-1-1996,,
15b,LEIDEN,2500 EB,NL,NEDERLAND,NL - NEDERLAND,,,Overige,750 - Bedrijven: Klein <100,CUS,Architect,Naamloze Vennootschap met gewone structuur,,BARENDRECHT,42.0,3800BS,EINDHOVEN,NLD,079  3687687,,m,31011.0,,,"Bemiddeling bij handel, huur of verhuur van onroerend goed",,,6.0,17-7-2009,6-4-2009,,4-4-1895
410,VEENDAM,2650 AH,NL,NEDERLAND,NL - NEDERLAND,,,Bedrijven: Klein <100,620 - Onderwijs: MBO,OVE,Klant,Naamloze Vennootschap met gewone structuur,5617BD,HEIJEN,20.0,3140AB,AMSTELVEEN,NLD,,,,8411.0,,,Interieur- en ruimtelijk ontwerp,Bouwtimmeren,,2.0,12-6-2007,,,1-1-1994
2,LEIDEN,3905 PE,NL,NEDERLAND,NL - NEDERLAND,,13-5234180,Bedrijven: Middel >100 < 250,,,Klant,Commanditaire Vennootschap met één beherende vennoot,,TER APEL,10.0,3991AS,GIETHOORN,NLD,088  6712995,,,6420.0,,46762.0,"Opslag in distributiecentra en overige opslag (niet in tanks, koelhuizen e.d.)",,,6.0,5-6-2007,,,1-7-2008
2,SCHIEDAM,1018 DR,NL,NEDERLAND,NL - NEDERLAND,,,Bedrijven: Klein <100,730 - Bedrijven: Groot > 250,CUS,,Besloten Vennootschap met gewone structuur,,MAASTRICHT,337.0,2300AK,'S-GRAVENHAGE,NLD,020  5123000,,,6810.0,,,Universitair medische centra,Sociale werkvoorziening,,1.0,29-11-2016,30-12-1994,,21-12-2007
51,UTRECHT,2584 BC,SR,NEDERLAND,NL - NEDERLAND,GB798 7444 53,+358 40 7750770,Zorg: Ziekenhuizen,750 - Bedrijven: Klein <100,CUS,Klant,Besloten Vennootschap met gewone structuur,3533JE,,1.0,9700AT,MIDDELBURG,NLD,,,,4615.0,,,"Commissionairs en makelaars in effecten, beleggingsadviseurs e.d.",Uitleenbureaus,,6.0,6-7-2007,,6-11-1980,9-5-2011
3,AMSTERDAM,6333 AW,NL,NEDERLAND,UK - VERENIGD KONINKRIJK,,0343-517503,Bedrijven: Groot > 250,,CUS,Klant,Vereniging met volledige rechtsbevoegdheid,8025BM,AMSTERDAM,,6006ZL,TIEL,NLD,010  4875911,,,94991.0,78202.0,,Niet-universitair hoger onderwijs,,,1.0,24-5-2007,,,14-3-1949
2,ROTTERDAM,1081 HV,NL,NEDERLAND,NL - NEDERLAND,,038-8508008,Bedrijven: Groot > 250,665 - Zorg: 1e lijns,OVE,Klant,Eenmanszaak,3454PD,GELDROP,152.0,4100AA,LAGE ZWALUWE,,0900 8844,,m,77112.0,,,,,,8.0,,,,1-1-1995
15,AMSTERDAM,1014 BG,NL,NEDERLAND,NL - NEDERLAND,,654245703,Bedrijven: Groot > 250,,CUP,Klant,Coöperatie U.A. met gewone structuur,4303AP,AMSTERDAM,41.0,3503RB,AMSTERDAM,NLD,,,m,8412.0,,,Groothandel in bedrijfsmeubels,,,,13-2-2008,,,10-12-2002
297,LOWER TEMPLESTOWE,,NL,NEDERLAND,NL - NEDERLAND,,070-3569333,Bedrijven: Klein <100,670 - Zorg: 2e lijns,DEA,Klant,Stichting,5462GH,UTRECHT,2.0,6430AB,ROTTERDAM,NLD,,,m,6120.0,,,Advisering op het gebied van informatietechnologie,Reparatie en stoffering van meubels,,8.0,1-5-2009,18-3-1971,,6-10-1993
16,EINDHOVEN,7545 PP,NL,NEDERLAND,NL - NEDERLAND,,,Onderwijs: MBO,,CUS,Klant,Besloten Vennootschap met gewone structuur,2594AG,GRONINGEN,75.0,1400HA,,,078  7708585,,f,74102.0,,,Interieurbouw,Dienstverlening voor het onderwijs,,1.0,3-3-2008,,,4-4-2014
8,AMSTERDAM,,NL,NEDERLAND,DE - DUITSLAND,,+31 88 1300 600,Partners / dealers,760 - Bedrijven: Overige,CUS,Klant,Naamloze Vennootschap met gewone structuur,5211DX,EINDHOVEN,7.0,3012NJ,ENSCHEDE,NLD,0111 483176,,m,49392.0,,,Groothandel in elektronische en telecommunicatieapparatuur en bijbehorende onderdelen,,,1.0,11-6-2015,27-9-1996,,1-9-1996
56,LEIDEN,8602 JX,NL,NEDERLAND,NL - NEDERLAND,,0313-696158,Overheid: Overige,730 - Bedrijven: Groot > 250,CUS,Overige,Eenmanszaak,3528BJ,UTRECHT,16.0,7207BT,GULPEN,NLD,040  2140000,,,96032.0,78202.0,,Personenvervoer per spoor (geen tram of metro),,,1.0,31-10-2013,23-6-2006,,1-1-2010
,ROTTERDAM,1211 BW,NL,NEDERLAND,NL - NEDERLAND,,040-2862297,Partners / dealers,750 - Bedrijven: Klein <100,,Dealer,Publiekrechtelijke rechtspersoon,1017JV,BILTHOVEN,11.0,8901BR,AMSTERDAM,NLD,0570 647111,,m,,,,Interieurarchitecten,,,1.0,28-1-2017,31-12-2011,,2-1-2006
1A,AMSTERDAM,3584 BH,IT,NEDERLAND,NL - NEDERLAND,,,Bedrijven: Klein <100,760 - Bedrijven: Overige,CUS,,Publiekrechtelijke rechtspersoon,,HAAREN,61.0,4100AA,EINDHOVEN,,0223 671200,,,5110.0,7430.0,,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",,,1.0,4-3-2008,,30-3-1993,1-8-1951
1,ENSCHEDE,108,NL,DUITSLAND,NL - NEDERLAND,,,NIET MEER GEBRUIKEN,750 - Bedrijven: Klein <100,DEA,,Stichting,3068AV,UTRECHT,9.0,7468NA,'S-GRAVENHAGE,NLD,,,m,69101.0,85592.0,,Overige specialistische zakelijke dienstverlening,Technisch speur- en ontwikkelingswerk,,8.0,30-6-2006,12-11-2013,,1-1-1923
10,SCHIEDAM,3769 AV,NL,NEDERLAND,NL - NEDERLAND,,0345 516211,Bedrijven: Groot > 250,665 - Zorg: 1e lijns,CUS,Klant,Publiekrechtelijke rechtspersoon,9735AD,,17.0,7580AB,,NLD,020  5254128,,,,,,Coöperatief georganiseerde banken,,,2.0,,23-11-1993,,5-10-1988
17,DEVENTER,2725 NA,SE,NEDERLAND,NL - NEDERLAND,,03-380-5981,Bedrijven: Klein <100,530 - Overheid: Gemeentes < 100000,CUS,Klant,Besloten Vennootschap met gewone structuur,,WAALWIJK,98.0,2801BX,VEGHEL,NLD,033  4608500,,m,94997.0,,,Natuurbehoud,,,1.0,3-4-2017,22-12-1970,,3-10-2005
,KERKRADE,2019 HA,NL,BELGIE,NL - NEDERLAND,,,Zorg: Ziekenhuizen,850 - NIET MEER GEBRUIKEN,CUS,Klant,Besloten Vennootschap met gewone structuur,3903ES,'S-GRAVENHAGE,100.0,4330AK,,NLD,,,,6420.0,,,Architecten (geen interieurarchitecten),,,1.0,30-10-2002,19-12-2002,,14-8-1996
333,UTRECHT,4104 AV,NL,NEDERLAND,NL - NEDERLAND,,0800 3 55 55 55,Bedrijven: Klein <100,,CUP,Klant,Stichting,4103XK,LEIDEN,100.0,3990DD,HENDRIK-IDO-AMBACHT,NLD,010  2653262,,m,7112.0,,,"Bemiddeling bij handel, huur of verhuur van onroerend goed",,Elektrotechnische bouwinstallatie,,16-2-2007,6-3-1987,,
,Leiden,4119 LZ,NL,VERENIGD KONINKRIJK,NL - NEDERLAND,NL808906823B01,030-2356167,Financiele instellingen,500 - Overheid: Ministeries,CUS,Klant,Vereniging met volledige rechtsbevoegdheid,9203ZN,TIEL,129.0,2460AA,ARNHEM,NLD,,06 39365918,,4665.0,,,Niet-universitair hoger onderwijs,,,1.0,18-2-2013,,,1-9-2007
53,HAARLEM,1115 AD,NL,NEDERLAND,NL - NEDERLAND,,030-6981630,Partners / dealers,600 - Onderwijs: WO,DEA,Overige,Publiekrechtelijke rechtspersoon,7522NB,DORDRECHT,23.0,1217LG,,NLD,0251 265555,,,93145.0,,,Beheer van onroerend goed,,,1.0,13-1-2010,31-1-1964,,23-12-2015
35,DOETINCHEM,2820,NL,NEDERLAND,NL - NEDERLAND,,026 3683111,NIET MEER GEBRUIKEN,750 - Bedrijven: Klein <100,CUS,Klant,Vennootschap onder firma,2661CZ,WOUDRICHEM,1105.0,2500EB,VLAARDINGEN,NLD,040  2694500,,m,72193.0,,,Detailhandel via postorder en internet in een algemeen assortiment non-food,,,1.0,27-11-2003,2-7-2003,,1-12-1999
381,VENRAY,3834 BC,DE,NEDERLAND,NL - NEDERLAND,845072611,306346290,Bedrijven: Klein <100,750 - Bedrijven: Klein <100,DEA,,Besloten Vennootschap met gewone structuur,6525AJ,EINDHOVEN,4.0,1081HV,'S-GRAVENHAGE,NLD,020  5954111,,,2740.0,,,Groothandel in huismeubilair,Natuurbehoud,,,13-10-2006,22-12-1970,,15-4-2006
394,HOUTEN,6001 BE,NL,NEDERLAND,NL - NEDERLAND,,050-2111499,Onbekend,770 - Partners / dealers,CUS,Klant,Stichting,3334BK,CULEMBORG,1.0,8861AC,WEMELDINGE,NLD,0345 778565,,m,7112.0,,,Advocatenkantoren,,,3.0,13-9-2010,,23-5-1990,
1,HENGELO,3582 KE,NL,NEDERLAND,NL - NEDERLAND,,182604603,Zorg: 1e lijns,,CUS,Overige,Stichting,2616LR,NIJKERK,1.0,1187LR,ETTEN-LEUR,NLD,045  5752759,,,2740.0,6622.0,,Overige dienstverlenende activiteiten op het gebied van informatietechnologie,,,9.0,1-9-2011,2-7-2015,23-5-2002,14-5-1992
4A,Brussel,1105 AZ,NL,NEDERLAND,NL - NEDERLAND,,,,,OVE,Klant,Besloten Vennootschap met gewone structuur,7513AB,WEESP,1.0,1620AA,,NLD,013  5368222,,,4333.0,,,Belastingconsulenten,,,1.0,11-2-2015,23-5-1973,,
27,DEN HAAG,3511 SW,NL,NEDERLAND,NL - NEDERLAND,NL001483316B01,070-3045970,Onderwijs: WO,510 - Overheid: Provincies,CUS,,Besloten Vennootschap met gewone structuur,4157JA,LEIDEN,8.0,,,NLD,,,,6420.0,78201.0,,Architecten (geen interieurarchitecten),,,1.0,6-1-2010,,,1-1-2008
