unknown,postcode,city,house_number
8384667014.0,2728 EL,ARNHEM,15
8759680021.0,3342 GB,CASTRICUM,47
10703678216.0,2101 AS,BEUSICHEM,45
9161650696.0,2725 PV,SEVENUM,144
9600678967.0,6601 ZH,ROTTERDAM,2
12344677957.0,3443 XW,OUDDORP,35
10760663093.0,2552 ZV,UTRECHT,10
11689678037.0,1073 HR,WEZEP,123
12744616215.0,4105 VG,AALSMEER,27
9965680590.0,1024 KM,AMSTERDAM,16
10101667325.0,5038 EN,VALKENBURG,42
8912678880.0,3071 AA,ZWOLLE,64
11878670806.0,1054 LR,'S-GRAVENHAGE,8
12580680601.0,2935 SJ,UTRECHT,70
12730650453.0,4174 GR,CAPELLE AAN DEN IJSSEL,19
11588618311.0,6226 HH,BILTHOVEN,38
13509679705.0,1081 JT,ROTTERDAM,63
8643665151.0,1448 SJ,ROTTERDAM,23
12362668955.0,1022 LA,AMSTERDAM,68
13333663764.0,1621 AS,AMSTERDAM,163
10632674394.0,1091 WV,BEUNINGEN,1930
10910677463.0,1448 KL,NAARDEN-VESTING,134
11129640128.0,5021 TA,HOUTEN,4
12617674380.0,2286 NH,MANTGUM,1
10012617687.0,1448 KS,SCHIEDAM,37
9369623277.0,5025 DC,ROTTERDAM,52
9158621037.0,2992 ZX,AMERSFOORT,32
9752678250.0,5629 KJ,AMSTERDAM,45
12421679354.0,2011 TV,HUIZEN,19
11023629428.0,3991 HG,AMERSFOORT,20
11321671840.0,3063 NB,ZAANDAM,20
12650673739.0,1076 XM,HARMELEN,22
9546680870.0,3443 DW,MONSTER,160
13151672926.0,2011 VB,YERSEKE,29
11790527017.0,2281 BS,AMSTERDAM,191
9901676494.0,3824 PK,GRONINGEN,18
11950670841.0,4793 RD,UTRECHT,35
8857626829.0,3994 CA,AMSTERDAM,12
13525679825.0,2011 WD,OOSTZAAN,8
13195443077.0,3061 KN,WEESP,12
8549668340.0,6932 AZ,NEDERWEERT,8
8188680912.0,1097 HL,ABCOUDE,6
10109670561.0,3433 CH,UTRECHT,12
9464679751.0,1445 LE,MUIDEN,211
8095663689.0,1109 AM,'S-GRAVENHAGE,127
9147675119.0,3961 DN,AMSTERDAM,144
9272672614.0,1424 CH,LANDSMEER,9
11678673760.0,3561 EA,AMSTERDAM,251
11373664939.0,2742 CB,AMSTERDAM,205
12964677642.0,2993 DP,ROTTERDAM,159
8630672801.0,1079 JV,'S-HERTOGENBOSCH,5
12227673693.0,1066 CT,DRACHTEN,2
9966675660.0,1722 KZ,VLISSINGEN,3
11866666569.0,3437 WG,BILTHOVEN,30
10123664419.0,1561 WJ,AMSTERDAM,189
9113650910.0,3117 XK,AMSTERDAM,96
8014611172.0,2532 AS,MAARSSEN,43
10770667693.0,1092 XS,TILBURG,181
9215678574.0,1052 XG,OEGSTGEEST,265
9862673793.0,1087 DK,TIEL,28
11069677958.0,1058 BP,AMSTELVEEN,5
10068680046.0,1411 ER,DORDRECHT,1
11291624974.0,1066 RC,UTRECHT,162
10512669867.0,3132 CG,ROTTERDAM,31
12141680548.0,4835 NC,ZAANDIJK,48
12732679011.0,3011 VT,ABCOUDE,13
12151663883.0,2033 ES,HOORN,59
11660675609.0,3551 DH,HAARLEM,2217
12420670581.0,1051 RH,EINDHOVEN,36
13490679985.0,2801 AG,PURMEREND,819
12281677837.0,2134 GL,ROTTERDAM,64
11811680692.0,5246 BK,OISTERWIJK,111
11544622449.0,2801 RH,ROTTERDAM,241
8227679617.0,1521 MC,ROTTERDAM,58
9286660236.0,2515 XD,AMSTERDAM,46
9252212040.0,7921 EH,ROTTERDAM,14
8234680254.0,1057 BG,CAPELLE AAN DEN IJSSEL,6
10523677009.0,1076 XM,BAARN,31
11019666448.0,1079 JB,OMMEN,9
9075678726.0,1092 BT,NOORDWIJK AAN ZEE,9
9760629250.0,9718 KM,ZOETERMEER,34
10209679309.0,1067 WT,'S-GRAVENHAGE,301
8244666335.0,3355 BS,AMSTERDAM,43
10382220124.0,4931 NK,UTRECHT,22
8931663044.0,8408 CA,HILVERSUM,232
9904679729.0,5211 EX,BUSSUM,35
10564677554.0,9722 KJ,LEEUWARDEN,36
9888612795.0,1013 HD,ROTTERDAM,35
12098678169.0,2801 JS,MAASLAND,50
12285668424.0,5038 RJ,AMSTERDAM,13
12024660609.0,6975 AE,MIJNSHEERENLAND,5
11057640809.0,2632 DT,BARENDRECHT,4
11406678536.0,3512 AW,AMSTERDAM,59
12589671152.0,3132 TT,AMSTERDAM,181
11697680449.0,7325 PJ,ALMERE,4
12110680028.0,3971 LA,KRIMPEN A/D IJSSEL,16
10522681040.0,5631 AJ,BARENDRECHT,61
9049664512.0,3448 TS,DRIEBERGEN-RIJSENBURG,11605
10086621969.0,3031 EB,AMSTELVEEN,14
13245677377.0,1074 VM,'S-GRAVENHAGE,43
12913669194.0,2595 EN,OUD BEIJERLAND,9
12467660932.0,2271 HE,AMSTERDAM,5
8221678858.0,3015 XA,RIJSWIJK,12
8873674886.0,3059 VH,AMSTERDAM,18
11666671399.0,3051 RA,VLEUTEN,33
9586677106.0,1053 XJ,AMSTERDAM,210
11095641786.0,3561 GE,AMSTERDAM,4
10195673617.0,5611 KS,RAAMSDONKSVEER,3
9682680910.0,2133 DX,ALKMAAR,23
8459628023.0,1051 LB,NIEUWEGEIN,5
11853640651.0,1063 CG,'S-GRAVENHAGE,44
9853676500.0,1911 ER,WESTKAPELLE,122
10951679404.0,3143 KK,ABCOUDE,152
11864679115.0,1060 RL,NIEUWERKERK A/D IJSSEL,176
8431677318.0,3581 RL,ROTTERDAM,74
12905664961.0,3066 HE,KRIMPEN A/D LEK,74
10163671544.0,1092 BS,HOUTEN,78
13565679708.0,1053 HM,APELDOORN,130
10113677359.0,1073 EW,AMSTERDAM,18
12681675902.0,3521 DB,VLAARDINGEN,76
8093662770.0,3253 EK,DORDRECHT,92
8893671816.0,5611 NA,ZOETERMEER,1056
9777612811.0,5658 GR,'S-HERTOGENBOSCH,9
12417680305.0,2244 GD,EINDHOVEN,3
9839676604.0,5672 SN,OOSTHUIZEN,6
11025671384.0,1401 RE,ROTTERDAM,27
9592650460.0,3011 ZZ,'S-GRAVENHAGE,9
13145663404.0,3356 MH,AMSTERDAM,70
12319678456.0,1058 NP,DORDRECHT,84
10157671417.0,6663 CK,DELFT,15
9310627315.0,3081 RW,ARNHEM,22
9961677207.0,3552 VG,UTRECHT,804
9604680806.0,2492 PD,HILLEGOM,33
11861676661.0,1813 CW,EDE,15
12068640322.0,1078 NG,GRONINGEN,90
10385623733.0,2273 AD,AMSTERDAM,110
11127615605.0,2492 NX,AMSTERDAM,84
13605679718.0,1066 AP,AMSTELVEEN,18
9905680805.0,1077 CC,AMSTERDAM,99
11472677133.0,1851 AA,AMSTERDAM,12
10238677033.0,2271 RD,UTRECHT,34
11944627825.0,3572 BA,ROTTERDAM,4
13256660855.0,3079 MG,CAPELLE AAN DEN IJSSEL,49
9134676817.0,1060 PA,AMERSFOORT,15
13089629793.0,1187 WH,EINDHOVEN,72
8314670486.0,1188 BR,DRUNEN,21
11226680598.0,1131 RB,PURMEREND,280
10859669812.0,3021 CA,VOLENDAM,5
13483679942.0,5398 JD,UTRECHT,9
8329679624.0,2513 RN,OUD-BEYERLAND,205
10941675004.0,3452 JP,AMSTERDAM,25
8401641640.0,2514 KE,AMSTERDAM,44
12460679897.0,2191 BW,SLEEUWIJK,315
13119669579.0,2903 LB,ALMERE,9
11641679174.0,1648 HD,AMSTERDAM,31
12955675079.0,8043 CB,PURMEREND,10
10268676648.0,5212 GH,TILBURG,15
9620680682.0,3071 MA,AADORP,25
12888666054.0,2562 PK,LEIDEN,137
10491680901.0,1359 KN,WESTERVOORT,10
11105680303.0,3512 PE,HOOFDDORP,52
11421679489.0,5411 NM,ROTTERDAM,27
12436669115.0,3036 TK,UTRECHT,171
9456680485.0,5236 VC,ROTTERDAM,117
8280677680.0,3521 DB,DORDRECHT,10
13238679653.0,5215 GJ,TILBURG,52
9052671802.0,3011 KP,ROTTERDAM,28
8946679944.0,1091 TK,SCHIEDAM,24
12194677129.0,2553 EH,NIJMEGEN,12
8003612682.0,2905 TZ,UTRECHT,64
9491678470.0,3072 AE,WOUDENBERG,80
11133628220.0,3065 AG,ROTTERDAM,19
8666679032.0,4871 MG,ALMERE,34
9428680265.0,7462 VD,MAASSLUIS,16
10676672947.0,3035 ZE,MONTFOORT,12
10339677300.0,3962 MB,UTRECHT,13
9712665820.0,4184 ED,BEST,31
8560663088.0,2411 TE,LEIDERDORP,10
12425677509.0,1911 ER,WEZEP,39
12940668049.0,8574 SE,UTRECHT,33
12306667674.0,1053 ST,IJSSELSTEIN,61
12427640783.0,2014 EA,SCHIEDAM,40
11325675940.0,3066 TK,TILBURG,67
12359668145.0,2343 PX,'S-GRAVENHAGE,35
10293670681.0,1058 JJ,ALMERE,32
12915669471.0,3441 AT,AMSTELVEEN,75
13083677143.0,1814 ZK,NIEUWERKERK AAN DEN IJSSEL,180
8022629542.0,2904 LM,MAARTENSDIJK,4
8651666279.0,3514 EX,GRONINGEN,97
10127677126.0,2743 JE,UTRECHT,151
10783678228.0,4611 AE,EIBERGEN,9
9645680115.0,7322 TM,AMSTELVEEN,1
8170675627.0,9722 CD,ROTTERDAM,1
10441669716.0,3403 ZZ,BREDA,21
10220679527.0,2021 TB,AMSTERDAM,17
10271669697.0,1056 JA,SIJBEKARSPEL,7
9406679505.0,3513 CD,AMSTERDAM,201
10052678534.0,1323 MT,AMSTELVEEN,14
9121671324.0,8023 BZ,CAPELLE A/D IJSSEL,34
11654670860.0,3527 XD,DEN HAAG,10
10962671833.0,2141 EE,AMSTERDAM,89
13319675991.0,2904 PA,EIJSDEN,384
11051273236.0,2021 ZV,UTRECHT,133
8422673322.0,3404 CB,'S-GRAVENHAGE,35
9699664770.0,2991 WV,NIEUWEGEIN,151
11432679269.0,1018 JH,LANDGRAAF,552
12836669486.0,6269 DK,HEERHUGOWAARD,9
9995674786.0,1082 TB,ROTTERDAM,5
8737677552.0,2595 EJ,MIJDRECHT,30
13510679706.0,2525 SZ,AMSTERDAM,152
9633676150.0,2271 XZ,'S-GRAVENHAGE,32
8937651378.0,3571 KK,ROTTERDAM,342
11742627613.0,4451 DZ,MOERKAPELLE,213
13175621331.0,6661 SR,LEIDEN,13
12656680873.0,3063 RP,ALKMAAR,21
11064668540.0,3085 RJ,ROTTERDAM,74
11479666290.0,1071 JA,'S-GRAVENHAGE,29
8627678882.0,1181 GP,ZOETERMEER,19
9235664024.0,1095 HB,'S-GRAVENHAGE,212
12146663879.0,1054 AZ,GOUDA,75
8363650919.0,1094 CW,GOUDA,18
8282680808.0,1072 HJ,AMSTELVEEN,29
12802679431.0,2033 ES,LEIDEN,24
11624641510.0,1620 EH,AMSTERDAM,38
12431641659.0,5042 RV,AMSTERDAM,160
10461667800.0,3634 AN,ZAANDAM,46
9007679048.0,3435 VN,VIJFHUIZEN,935
13293675598.0,1363 KE,ROTTERDAM,46
13056676235.0,1861 CE,'S-GRAVENHAGE,11
11662669411.0,3131 RE,WORMERVEER,11
13519679857.0,8939 BJ,'S-HERTOGENBOSCH,12
8177676932.0,1251 GD,'S-GRAVENHAGE,53
12965680707.0,3581 NT,UTRECHT,544
10850669151.0,2743 MG,HAAREN,28
9026673141.0,1502 GM,TILBURG,543
11142642664.0,3286 AP,AMSTERDAM,90
12192673230.0,1325 SL,ROTTERDAM,49
12364660782.0,2665 SP,HAARLEM,21
10248677499.0,9461 HX,AMSTERDAM,26
10695673388.0,3315 VJ,LEIDEN,30
10886662957.0,9717 GJ,VLAARDINGEN,85
9247640254.0,8502 CE,WASSENAAR,44
13095678776.0,3553 GB,UITHOORN,27
10024665007.0,1132 VB,RIDDERKERK,2
11221679622.0,1412 EE,ROTTERDAM,428
8307681155.0,2548 CP,AMSTERDAM,89
8914640407.0,8017 JV,LEIDSCHENDAM,13
12271664984.0,2652 PB,WADDINXVEEN,261
9311642054.0,1098 XA,ALMERE,10
10841677303.0,3632 TC,AMSTERDAM,13
10453651715.0,1058 GD,HEINKENSZAND,12
8381665953.0,2023 TR,HEERENVEEN,1
8866672344.0,1078 MS,SOERENDONK,2
12528672397.0,1502 GV,ROTTERDAM,25
9444678779.0,2496 SH,UTRECHT,4
8461670798.0,1013 TE,'S-GRAVENHAGE,12
11174673308.0,1702 GL,AMSTERDAM,99
10408667135.0,2652 KC,ROTTERDAM,18
13557678980.0,2311 NT,DE BILT,43
11284666671.0,3062 GP,BARENDRECHT,7
12152667809.0,1061 DM,UITHOORN,347
8113680579.0,4443 AA,PIJNACKER,48
10188677936.0,2585 JV,DELFT,52
11805628231.0,8521 DL,BREDA,29
11411677703.0,2034 NN,RHOON,77
11867666569.0,1068 SG,BREUKELEN,79
9838674497.0,5021 BM,BILTHOVEN,43
10559672111.0,3061 HD,EINDHOVEN,118
11445665035.0,1058 AK,AMSTERDAM,7
8399621655.0,8939 BL,HEEMSTEDE,8
9379674201.0,8091 XC,AMSTERDAM,16
9597642427.0,1074 XB,SITTARD,17
9670678108.0,2994 CA,AMSTERDAM,1
8743675821.0,4901 GG,ROTTERDAM,86
11743627613.0,4132 VM,ROTTERDAM,15
8975642227.0,9712 BK,AMSTERDAM ZUIDOOST,38
11602611875.0,1069 EN,ROTTERDAM,1
8888676050.0,1511 JN,AMSTERDAM,31
8730677356.0,3291 LM,OUDORP,52
9986641788.0,3071 JX,STEENWIJKERWOLD,41
8288674281.0,3532 EK,AMSTERDAM,61
8728673918.0,9531 JJ,AMSTERDAM,98
10909676029.0,2718 AW,AMSTERDAM,3
8558661057.0,2101 ZA,AMSTERDAM,5
9236666917.0,1068 WC,UTRECHT,18
10860678221.0,3524 ZE,DEURNE,51
8268672338.0,1087 HC,NIEUWERKERK A/D IJSSEL,214
8392669458.0,2941 XV,GRONINGEN,6
12602679811.0,1325 GJ,KERKRADE,48
12556679651.0,1213 LK,ZOETERMEER,25
9520624565.0,3063 AX,AMSTERDAM,268
12998667828.0,1072 PJ,SANTPOORT-NOORD,591
10358664666.0,1077 VD,BERKEL-ENSCHOT,203
12624680881.0,1071 CD,GRONINGEN,23
10468640972.0,2678 EK,HEERHUGOWAARD,30
12163668064.0,5384 MK,BERKEL-ENSCHOT,60
10553660767.0,9728 HK,HAARLEM,36
11161627627.0,2135 PW,ROTTERDAM,1139
11705679352.0,1033 DL,OUDKARSPEL,9
8149670136.0,6658 XJ,WADDINXVEEN,46
10015623163.0,1066 JA,KROMMENIE,342
8479674199.0,3011 XW,BROEK OP LANGEDIJK,17
9137668255.0,1073 BD,AMSTERDAM,272
9269667553.0,2353 EG,MADE,106
10595680501.0,2202 PD,WEESP,195
12478674666.0,5022 PR,TILBURG,2
10851669151.0,1171 ED,SCHIEDAM,24
10108670075.0,8043 BV,ROTTERDAM,8
10470627165.0,2652 DJ,AALSMEER,59
12553668654.0,5235 DP,NOORDELOOS,33
8426665073.0,3192 VZ,AMSTERDAM,42
11564674242.0,3544 XA,ZAANDAM,178
13428664464.0,5161 WC,EINDHOVEN,525
9672669497.0,3262 AN,AMSTERDAM,13
9459661812.0,1058 KR,VEENENDAAL,244
11393676225.0,4819 BC,AMSTERDAM,106
13228672834.0,3062 AA,VALKENSWAARD,195
10879641908.0,3961 KN,BARNEVELD,19
12453673253.0,1076 SR,AMSTERDAM,78
10330663205.0,3601 XA,NOORD-SCHARWOUDE,2
9785673290.0,3525 VH,OEGSTGEEST,13
9440677194.0,6226 EZ,HAREN,8
10715678856.0,1013 RJ,MAARSSEN,55
12560680609.0,2492 XA,LEKKERKERK,344
10667614205.0,6882 NV,AMSTERDAM,708
12607668019.0,3417 RE,AMSTERDAM,5
12475628274.0,1056 PZ,VOLLENHOVE,16
13536679933.0,1531 WP,BREDA,14
8490680301.0,2103 TR,WARMOND,6
12494651446.0,4823 MA,LEIDEN,36
12007677841.0,3132 CG,AMSTERDAM,111
9829668625.0,3318 VA,MAARN,58
9141674403.0,8224 CW,ROTTERDAM,19
8724677157.0,2515 LK,'S-GRAVENHAGE,118
9937673356.0,2903 LB,UTRECHT,154
10254676467.0,3035 WR,AMERSFOORT,33
9537676928.0,1422 JS,LEEUWARDEN,425
8552670807.0,1057 JH,ROTTERDAM,46
9038678374.0,1217 RL,ROOSENDAAL,112
12305667674.0,1829 HP,ROTTERDAM,323
10598677726.0,3962 LE,MALDEN,53
12933676955.0,2728 EJ,HEEMSTEDE,6
12126678871.0,3161 HP,HENGELO,335
9751677877.0,6131 JZ,PRINSENBEEK,63
11586680868.0,6931 JP,BODEGRAVEN,88
9876680037.0,6363 AZ,AMSTERDAM,107
10325679671.0,2582 XL,CULEMBORG,2
10984679907.0,1076 DV,AMSTERDAM,47
12616674200.0,2561 NJ,DE MEERN,16
10837676916.0,3011 VT,AMSTERDAM,134
11336622841.0,5038 NC,WOERDEN,5
8205669834.0,6523 LN,BARENDRECHT,307
12951676970.0,3117 CH,NAARDEN,62
11999670372.0,1017 AH,AMSTERDAM,28
13102641547.0,1079 NJ,NIEUWEGEIN,5
12208641334.0,5491 DA,MAARHEEZE,24
8310679864.0,5751 KX,LAREN,3
12482676004.0,2585 CC,ALMERE,67
8106660419.0,2243 BR,MIJDRECHT,59
8623673041.0,1381 CD,NAARDEN,15
10352662518.0,2134 WL,ROTTERDAM,66
10062678623.0,3271 BD,RIJSWIJK,81
10611679743.0,3021 WB,HOOGEVEEN,34
11657678283.0,1091 HS,AMSTERDAM,206
10313669312.0,9722 AA,AMSTERDAM,17
13365680942.0,2134 LV,BREDA,3
10397670024.0,2102 GC,MIJNSHEERENLAND,117
11517642284.0,3034 RP,TILBURG,43
11702679128.0,4462 LM,HOORN,33
12817678987.0,2694 BP,ALKMAAR,45
13014671742.0,1053 BJ,NIEUWEGEIN,25
13297680733.0,1067 TW,AMSTERDAM,167
10030677253.0,2102 BS,WIJK BIJ DUURSTEDE,28
12708666781.0,5042 AC,AMSTERDAM,4
12216680797.0,3582 SW,HILVERSUM,8
13387641933.0,1091 TR,AMSTERDAM,34
9074674400.0,3601 HD,AMSTERDAM,54
8516680352.0,5492 VR,STRIJEN,450
10355621785.0,3902 JK,UTRECHT,118
10800642071.0,1097 BC,HOOFDDORP,52
9409679300.0,1509 JJ,ZWOLLE,51
10311669165.0,7572 TH,VELDHOVEN,36
12886680757.0,5231 XR,ROTTERDAM,11
8808677144.0,1181 KG,DEN HAAG,78
9276678875.0,6525 SW,AMSTERDAM,67
8862626869.0,6006 EC,LEIDERDORP,112
10613623976.0,7623 ET,BALGOY,131
13355674790.0,2102 XH,AMERSFOORT,2
8127672778.0,2631 NK,EINDHOVEN,110
10390614760.0,1111 VN,AMSTERDAM,10
12100611390.0,5212 PH,NEDERHORST DEN BERG,115
10629676983.0,1223 NV,CULEMBORG,16
13290676390.0,2548 ED,BARNEVELD,20
13051679076.0,2652 DP,'S-HERTOGENBOSCH,105
8954680702.0,5632 XK,AMSTELVEEN,14
8588680877.0,3512 JJ,DRIEBERGEN,56
10010670230.0,3514 CL,HILVERSUM,20
10887667358.0,1107 VA,ALKMAAR,30
12813678323.0,1321 JR,ROTTERDAM,15
10689676189.0,1742 SK,APELDOORN,26
9103678013.0,3814 SZ,WOLVEGA,117
10671621598.0,8915 AR,UTRECHT,37
9928642188.0,1339 SK,ZANDVOORT,17
10741666043.0,2011 JW,NOORDWIJK,49
9344675896.0,2025 DV,AMSTERDAM,13
11802625949.0,2286 JR,DORDRECHT,23
11648666990.0,3642 BV,BURDAARD,52
12078670177.0,6372 SC,GRONINGEN,18
11063665682.0,1103 TA,ALPHEN AAN DEN RIJN,21
13310640688.0,6941 CD,ROTTERDAM,58
12989623809.0,6521 BM,KROMMENIE,107
12848676428.0,3024 EB,UTRECHT,7
11906679834.0,5151 MV,VALKENSWAARD,51
8584674250.0,5211 RM,ZAANDAM,52
8136675000.0,3206 BW,MAARSSEN,383
8616668554.0,1057 ES,DIEMEN,6
11135623992.0,1066 JE,ZWARTEWAAL,20
12411676195.0,3704 LK,HILVERSUM,215
8339677576.0,5017 GD,MUIDEN,41
8039678343.0,1066 HC,EINDHOVEN,220
11774674706.0,8071 AM,AMSTERDAM,117
11982642627.0,3572 HJ,ZAANDAM,25
8467641132.0,5236 SG,ROTTERDAM,65
11696677185.0,2517 RC,ZWOLLE,275
12867625627.0,1251 KL,OUD-BEIJERLAND,44
12257680889.0,1014 AG,UTRECHT,22
12072641172.0,1432 LM,LEIDERDORP,1148
8353665217.0,6245 RE,SLIEDRECHT,176
8995672758.0,2312 WR,ROTTERDAM,229
10499650802.0,8325 ER,ROTTERDAM,10
11005664016.0,3526 CE,WASSENAAR,40
8515679237.0,3571 EN,AMSTERDAM,19
11822677900.0,3764 CV,ROTTERDAM,119
9622662833.0,1901 PR,AMSTERDAM,32
11910670152.0,9244 AE,ALMERE,6
9068674748.0,3544 ZD,AMSTERDAM,33
8605679155.0,1066 XT,NIJMEGEN,57
9441678433.0,5531 JB,GRONINGEN,316
8993670251.0,1056 CG,'S-GRAVENHAGE,21
9635679657.0,1098 LX,GRONINGEN,262
10651642486.0,3271 VJ,ROTTERDAM,30
13460666448.0,1017 LD,UTRECHT,11
12680666433.0,1567 EJ,KAMPEN,218
10583677317.0,1051 HS,DOORN,57
13194674739.0,2544 VB,AMSTERDAM,98
8427613306.0,2102 CH,ZEIST,14
12781675874.0,1815 BE,AMSTERDAM,19
8264680922.0,5038 VE,AMSTERDAM,6
12806680068.0,1066 LE,HILVERSUM,66
9118641586.0,2741 EH,ROTTERDAM,29
12294680765.0,3142 BM,BOSKOOP,16
10290681064.0,1059 AM,VLEUTEN,108
10716679096.0,2516 WC,STEENWIJK,19
8822666170.0,5583 AG,BAVEL,35
9422680572.0,1051 JJ,HOOFDDORP,63
9729665340.0,1077 CE,BERKENWOUDE,26
11585680724.0,1911 EZ,NOOTDORP,30
8143668472.0,3071 LH,BORNE,55
10622664264.0,7812 RN,ZOETERMEER,842
12613664889.0,2243 HV,DELFT,6
9152650958.0,1066 VW,BLEISWIJK,100
11288671688.0,1059 GC,ZOETERMEER,9
8222679299.0,6811 AT,AMSTERDAM,99
8895668128.0,8075 BX,GOUDA,48
8462627130.0,1087 SB,ALMERE,8
9988674711.0,1705 NR,HEEMSKERK,19
11948663032.0,9713 EC,DIDAM,9
8413677829.0,3511 MN,IJSSELMUIDEN,107
12350679110.0,3181 VD,LEUSDEN,149
9524675077.0,1111 WL,CASTRICUM,10
13500678849.0,5627 RA,AMSTERDAM,21
8791671111.0,5913 SL,UTRECHT,17
13329680193.0,2584 AJ,BERKEL-ENSCHOT,16
8096670130.0,1187 RP,AMSTERDAM,34
13302640205.0,2182 DA,HILVERSUM,11
12760674883.0,2513 SP,ALKMAAR,2
10492677675.0,9713 HE,ROELOFARENDSVEEN,6
12172677215.0,8232 RA,DRIEBERGEN-RIJSENBURG,6
12491665861.0,4105 SB,ZWIJNDRECHT,14
9486664626.0,5612 JJ,AMSTERDAM,27
10597680624.0,3648 VH,UTRECHT,51
12839673705.0,1075 EK,ZWOLLE,12
8048678197.0,4818 ED,UTRECHT,69
10236680538.0,3743 KE,AMSTERDAM,14
9511669564.0,2564 BP,AMSTERDAM,16
8567675730.0,5653 LL,WAALRE,35
13101628001.0,1076 NC,UITHUIZERMEEDEN,6
10986680994.0,1106 ZB,UTRECHT,6
9624667187.0,4941 GZ,AMSTERDAM,450
13318671004.0,1216 MB,HOUTEN,59
10617671340.0,5617 BM,UTRECHT,550
10616669677.0,5721 GK,PURMEREND,1
9386671526.0,3461 HP,APELDOORN,1
13549679699.0,2015 BD,PIJNACKER,40
9368623277.0,3013 CA,AMSTERDAM,46
13008673509.0,1078 LT,WIJCHEN,19
10456660849.0,3432 RR,VOLENDAM,7
10554664503.0,1319 AS,SPIJKENISSE,132
9297678720.0,5527 EA,ZWOLLE,11
10244680516.0,3052 KM,AMSTERDAM,145
8880678203.0,2312 KJ,AMSTELVEEN,4
11814662601.0,3116 EX,WOERDEN,14
9616676738.0,3734 BB,AMSTERDAM,108
8139678241.0,1815 GR,DEURNE,14
9778629547.0,5223 ZN,LOSSER,12
9306665201.0,2314 TT,AMSTERDAM,8
13386611754.0,1506 LS,HILVERSUM,24
12832662227.0,2182 LM,AMSTERDAM,1
12054628351.0,1067 TX,UTRECHT,34
9256676198.0,1058 LH,WOERDEN,4
10264669034.0,5051 ZM,LEIDEN,4
9292673810.0,2274 XV,VOORBURG,3
11881679639.0,2564 RD,UTRECHT,88
12046650455.0,2987 RG,AMSTERDAM,52
8949670398.0,3864 PR,WIJK BIJ DUURSTEDE,2
12493668637.0,6101 XN,BAARN,20
12660679156.0,1187 LG,LEIDEN,252
8031679163.0,1054 DR,ARNHEM,22
13086676326.0,1509 XD,TILBURG,201
9321676078.0,2343 DK,ROTTERDAM,14
9730665340.0,3572 RS,KOEDIJK,105
8983671715.0,1391 RD,UTRECHT,1
13028673423.0,5684 JX,AMSTELVEEN,296
8818674442.0,3741 AK,'S-GRAVENHAGE,2
8752678222.0,2923 XC,UITHOORN,3
10437651766.0,1182 GW,SON,36
10953640331.0,3572 VH,MUSSELKANAAL,10
12540627855.0,4875 AD,AMSTERDAM,4
11437680343.0,6661 SR,VUGHT,85
9472674537.0,3881 GN,ASSEN,39
9691673498.0,4835 NN,ROTTERDAM,443
8640673722.0,5731 TB,GOIRLE,44
10686667359.0,3193 AE,AMSTERDAM,121
9741642008.0,2661 EA,PURMEREND,23
11618678906.0,5394 LM,AMSTERDAM,86
10399674725.0,3051 JD,BAVEL,80
9775662474.0,1827 LH,PURMEREND,139
10688669553.0,1082 CB,BREDA,31
11952675226.0,3848 DS,ROTTERDAM,7
11616628399.0,3225 VD,TUITJENHORN,25
9918673060.0,3061 ZC,CAPELLE AAN DEN IJSSEL,55
12736663781.0,2561 XH,AMSTERDAM,233
12621679760.0,1078 XT,GOUDA,85
13336667683.0,2071 NE,ELST,278
8563668530.0,1902 EB,TILBURG,10
11044670205.0,1318 LT,VUGHT,49
8976663115.0,1095 LG,LOENEN AAN DE VECHT,17
8438669847.0,2904 CD,HILVERSUM,226
11539678537.0,1016 RE,BUSSUM,54
10586679348.0,2926 RC,ROTTERDAM,79
11988627823.0,1406 NR,BERGAMBACHT,2
12317671897.0,4661 KZ,OUDENBOSCH,71
11556675354.0,1326 RJ,TILBURG,158
13434678631.0,3075 CM,BREDA,199
10898679611.0,1052 GS,ROTTERDAM,65
8482650636.0,3011 VH,EMMEN,26
11848669039.0,1017 GN,BUSSUM,29
10475667594.0,3525 BV,AMSTERDAM,287
10758625872.0,3454 VN,ZAANDAM,8
11658667508.0,5011 SJ,HAARLEM,18
13224627471.0,1072 VL,CAPELLE AAN DEN IJSSEL,14
9078680944.0,4816 AW,'S-GRAVENHAGE,354
12409668807.0,1721 HN,AMSTERDAM,7
11763672651.0,7623 KB,'S-GRAVENHAGE,17
12963663391.0,2343 GT,UTRECHT,23
12575666803.0,2242 GB,'S-GRAVENHAGE,72
10287676891.0,3984 MG,DALFSEN,303
10411628654.0,1057 DS,AMSTERDAM,21
11844676386.0,5121 MT,ROTTERDAM,37
13430661837.0,1056 HE,ROTTERDAM,14
9607677824.0,1311 LZ,SOESTERBERG,121
13431669044.0,2312 SX,UTRECHT,27
8700617240.0,7905 ES,ROTTERDAM,120
8191676509.0,2988 AG,AMSTERDAM,67
13003680809.0,1014 AG,EINDHOVEN,170
9929661424.0,1424 SJ,ROTTERDAM,7
10579676639.0,3056 JS,'S-GRAVENHAGE,103
10543626953.0,2951 VP,BENEDEN LEEUWEN,341
13041676720.0,1058 AG,UTRECHT,1
12179680606.0,1911 JR,VOORSCHOTEN,9
13429664464.0,3015 LJ,ELSPEET,27
12718660418.0,2282 NR,HAARLEM,2
11751674099.0,3607 KT,OOSTERWOLDE,126
