unknown,unknown,unknown,postcode,city,country,telephone_nr,sbi_code,unknown,unknown,unknown,unknown,unknown,unknown,date,unknown,legal_type,date,date
3672,39B230F4-12C3-4416-964B-0DA1F39992C0,205118,3573 XJ,Utrecht,NL ,077-3982019,-         ,Supplier,CANE,0746AF78-1AA2-402F-AB4B-4CB17914AACE,,,,,F47CCA1B-5048-4AAF-AA9B-783E33CBA1BC,,,
5148,E78F7AE8-1C57-4FAC-827A-C14CB6F70A7B,958568,1404 HK,Ede,NL ,033 2453349,-         ,Customer,CANE,55DF8133-C171-41F7-B271-413585B21B82,,,,,8092CDD1-7BDC-45FC-AD41-3C93FD57F284,,,
2668,E20DA397-5D67-46F5-98AA-32E69C961C5F,3065,4881 DR,Hengevelde,NL ,(0314) 34 55 34,N         ,Customer,CANE,0BB83565-52B1-4049-BF7D-53B5BD6E0101,,,,,78012F04-4DD3-449B-A24E-CB8D10F6DBC0,,,
6860,F1840D1A-05A3-4BB2-A332-80CB6C7BDF60,200034,4564CV,BUSSUM,NL ,0343 595949,-         ,Supplier,CANE,3799AD6F-2F04-4589-B2F2-44518281D1AD,28117880.0,,,,10E1BB58-9403-4602-973A-5FF84CAA97D0,,,
1064,0B81A1C9-E0AF-47D8-81FA-9D2EA91465C8,163,3701 GV,'s-Graveland,NL ,0299 - 429507,-         ,Customer,CANE,45F38287-8F9A-4C1A-9408-AE794D52DFC7,,,,,5A7AAA7C-AF4F-4A8E-85FB-76CD877390BF,,,
2976,B103929A-7DFA-45D3-907F-D01A9A3F81B9,6529,4196 AA,Leusden,NL ,,UNKNOWN   ,Customer,CANE,6F485B5F-BAA2-46EF-A14D-72557A57ABA7,,,,,F4091131-6EE7-488C-BBEC-5EE1A4AA1733,,,
6392,B8E7B3D8-62C0-46EA-A728-52F2AB706619,204029,2132 NA   ,Capelle aan den IJssel,NL ,0341-258460,-         ,Customer,CANE,03DDD322-4273-4D48-B853-DA814C86F33A,,,,,95750DD7-5D5A-4BD8-81CE-33390584E5BC,,,
5443,924BC2D9-8B6B-4843-B844-346DF50BBB73,958787,1054 ZW,Leusden,NL ,0342-495911,-         ,Customer,CANE,48B51A95-05DA-4E2F-9B82-05BC71E59111,,,,,C74B38B2-7378-4736-961E-0F4E2AEA9D9C,,,
361,C6DA7042-1925-4CE9-96DE-272CDC151926,201721,1251 HW,Gouda,NL ,015-3692251,-         ,Prospect,CANE,F54B0EB3-42E3-4551-B8CC-13185CD4DF54,,,,,A682358A-A273-43BD-80F1-5F867546F42E,,,
2864,94B175B0-8688-4EC6-B0B9-199EE6343E01,64,7006 RE,Apeldoorn,NL ,+32 3 609 67 67,-         ,Customer,CANE,D1B125BD-C123-4B38-9130-D70534A71CEC,,,,,D0EC8BDF-D5AE-44ED-92C2-CF910C85005E,,,
4641,D0AE0895-6134-4812-B53A-CDF03EFE9ED0,956637,7941 JJ,Gorinchem,NL ,035-6232444,46        ,Customer,CANE,C8B8DD9B-F673-42C8-80EC-F09155A16EF7,,,,,1556AA3B-273E-4624-B90D-707FE26F57E0,,,
131,4552E9B7-6E28-447B-B370-7369E52F6BD8,203422,2031BJ,WAGENINGEN,NL ,(035) 683 38 04,-         ,Customer,CANE,B8ACB5E1-394A-4172-9B51-18221EC3384C,,20124546.0,,,FB4AF32E-7F43-432D-8328-A72ABBACC93F,,,
1132,792F500A-5881-41CC-8B07-3FBBB4B668AD,956634,2331 GP,Dordrecht,NL ,088 – 3864800,N         ,Customer,CANE,A89C0B02-EBF3-4017-80D5-E8674CA50B4C,,,,,BD1345D7-6B7E-4D03-A262-E5265DB82FAE,,,
426,1AD4C2AC-9870-41C2-B08E-F7CF097D59D6,1326,,UTRECHT,NL ,(033) 465 05 32,N         ,Customer,CANE,CE5B2CEF-2D37-466F-A85A-9E400D440D33,,,,,EA1C1ECF-B936-4923-93F6-716C4D8D5B7A,,,
5652,8F962415-C411-4B94-9C12-06E0FE82C201,204360,,AMSTERDAM,NL ,0318-525590,UNKNOWN   ,Supplier,CANE,9223FB28-0691-4C58-B952-10928CDBC3DF,,,,,C28A9101-B9EA-45C0-9D91-1F545BA0DE18,,,
251,3494B435-94ED-4743-B0DE-8A722C84CC64,958282,2514 BW,Neede,NL ,0318-410000,L         ,Supplier,CANE,041074F9-C79B-4692-8F79-17EB04DAC1EC,,19825536.0,,,DF18B27B-8030-4D95-A44F-7910CDF3A0A0,,,
3791,5C00550C-9173-4C12-893B-864A0308C1CE,958551,3901 AS,Doetinchem,NL ,0412630136,-         ,Lead,CANE,2A160B50-B81D-42B2-9963-87CAA5B3F560,,,,,E01FC6E3-3FD8-4EB2-993D-FC8C13A91A49,,,
6506,7B91A198-F450-4992-9059-8FF7679ED92F,201915,5482 RE,Hoevelaken,NL ,0575-463778,-         ,Customer,CANE,9A4A4972-0A4C-4793-A353-946A3600D878,,,,,594F923D-215B-4F97-A4DC-3E2B7254B621,,,
6875,82F3AC04-6FF3-4438-A5C4-D000E21F0C6C,204940,,Diemen,NL ,,-         ,Supplier,CANE,F59336C1-2B9E-459D-BA99-AD9262411FD1,,,,,34AF0DE5-7C9C-4931-A32F-FDDAD7AD0FF7,,,
6692,A61865CE-E61E-47EE-A6B4-D38A759CE813,1343,1017 HP,Rosmalen,NL ,030-2551998,-         ,Prospect,CANE,40C679C4-C1AA-476B-B900-3062F4F14D3F,,,,,C85DFB5E-48BA-42F6-8AEF-8ED85656249C,,,
3183,3AEC7989-E2A1-4A13-85F7-ED05CF68DA44,955677,7081 CB,Houten,NL ,010  2265610,UNKNOWN   ,Lead,CANE,E10B2788-08FC-4D6B-8244-6AD2079B8CEA,,,,,6C080D38-EA0E-4BF1-BA41-9A4519393E9A,,,
3148,24ED8681-3F98-47BB-9DCC-F9723E44D166,1394,1043 DS,Capelle aan den Ijssel,NL ,040-2501580,-         ,Supplier,CANE,77DF0FD2-DC53-43DB-89D9-73472504C66C,,,,,8AAF6A8A-8167-4008-AD2A-B9958B5576B5,,,
4686,3E49614E-F20B-4519-8FC3-0FCACE43D021,10315,7351 AG,Haarlem,NL ,045-5717001,UNKNOWN   ,Prospect,CANE,24D01CAD-AA06-42D3-8112-5F79204E36C4,,,,,3337F960-215B-49F0-AEE1-DD43E5C15B0E,,,
3863,3EF68ECA-4D7C-4EC9-AC3E-D4ED0CBF3DD6,60,6812AA,Amsterdam,NL ,-,-         ,Customer,CANE,3B0945CC-7CAB-4E83-8403-1EFFE9C7124F,,,,,3F170D35-E507-45BB-8C9F-3B1C6525C5E1,,,
1828,BD1345D7-6B7E-4D03-A262-E5265DB82FAE,204077,9717 Bk,Doorn,NL ,,UNKNOWN   ,Supplier,CANE,37E27569-A5D9-4BD3-8C03-B8E0F474232C,,,,,C8636E29-14FB-40AC-A4EC-73C25A6F9B76,,,
2762,C8925577-D349-4FB0-8BAF-825B3D2DE770,204246,1001 NH,Rotterdam,NL ,0318 648 648,N         ,Customer,CANE,FC55C23A-4B3E-4E3C-8120-90F862B4A6A8,,,,,3FE5DA26-4801-4533-BEB3-35FDC270AE40,,,
5432,3B0945CC-7CAB-4E83-8403-1EFFE9C7124F,959152,3043 BM,Drachten,NL ,06-13469279,UNKNOWN   ,Prospect,CANE,0A9C21C5-1E76-41FA-96E2-F9FFC6B5E3B1,,,,,67973E29-9F3B-4739-9DA8-1F378FE48CC9,,,
6668,63F1C59B-2005-413E-B87F-DD4A4E2D74B4,958370,,Den Haag,NL ,073-6131340,N         ,Supplier,CANE,C1FD1ECF-5639-477A-B7EA-58AFDAFF4DDC,,,,,9BE16FF8-E7C9-4846-A97A-D107F52CA1AA,,,
1925,DAE358B7-607E-4FD0-AE50-EB24E5D1A4DD,959456,7475ZG,AMSTERDAM,NL ,0475593423,-         ,Customer,CANE,4B9F49A4-F075-4067-85EA-985F400E93AB,,,,,79762640-1786-4C2C-B71F-BACF0727701C,,,
5842,2F2B64DA-25A3-4E52-AE78-48436AC15AB1,956581,8081CR,Houten,NL ,(0316) 22 38 41,UNKNOWN   ,Supplier,CANE,E95B5A48-D578-4CE8-AA7E-B1F85E820C2B,,,,,07769891-BD78-4BD0-94F3-87EDCE1FF544,,,
6842,B558E2D8-2FEA-4CC3-83EF-535CEB5A5920,956726,3055 CT,AMERSFOORT,NL ,(033) 245 65 50,A         ,Suspect,CANE,0F3B0054-B83D-467B-8211-6BFCA4F80950,,,,,45B6A0EF-9B15-4EB7-9CCE-D6F5154CDD7C,,,
6026,2DDA7634-06FF-4E74-BEC2-90018CDBC129,10177,5042 AD,-,NL ,040  2661780,UNKNOWN   ,Customer,CANE,0F11284A-9FB8-488B-8608-EEB2ED2A0FC9,,,,2016-02-19 00:00:00.000,D8C64DF2-C1B1-4AD5-9A1F-3339094CF3A5,,,
6683,6B950DE6-B209-45AD-8E75-3D7D4DBF777D,203439,2957 SL,Valkenswaard,NL ,06-10947072,UNKNOWN   ,Customer,CANE,CA32A40F-EFEF-44F4-AFED-727D16C0E8A7,,,,,A8A25149-A9FD-4B00-8BBA-DECD43EBDA8F,,,
5465,B26FD249-E2E4-49F7-BF92-19537F375B4D,202025,1410 AE,Lisse,NL ,,-         ,Supplier,CANE,5C370074-A571-4F8B-8A53-1B2D2A11DE9A,,,,,FDDF4F74-3BBC-4121-98E6-39E504ACDBAB,,,
1917,1B6A12FF-4779-43EF-9D95-31C53EDDC330,957767,1851 BW,AMERSFOORT,CA ,0180-42 43 40,UNKNOWN   ,Supplier,CANE,2F2BCD4D-928C-4459-9A5E-66DEFB7AE1DD,,,,,05F9606E-F00E-4AA8-94A9-F1924DC5E537,,,
6833,590E91EC-99E4-4712-B938-07D264264B56,400848,3831 HA,ZWANENBURG,NL ,06-81339717,UNKNOWN   ,Customer,CANE,1F4D2885-6226-47D1-8D90-4D378EAEF95B,,,,,B7DDED90-C251-42ED-98EF-71C4BC122EBF,,,
4741,1213616A-F372-4FD5-9670-C3047A9F162E,6905689,8071 PA,Naarden,NL ,050 - 544 50 30,-         ,Supplier,CANE,0AA4323F-F16E-49C7-90EB-10099301A17C,,,,,322E1BC9-1100-4D98-B742-7680E6D8C473,,,
5551,8ED27429-5A25-4BAD-8727-2DB0B634ED0D,957471,2132JH,Utrecht,NL ,045-5311625,-         ,Suspect,CANE,7B244FA9-FACF-4F51-9469-F95E86308DE9,,,,,C59F34CF-21EE-420D-9E7D-58ADA6E5EA6A,,,
954,9B374DF5-E87B-4B84-9AA2-1F449B749002,201734,1211 NG,AMERSFOORT,NL ,-,-         ,Supplier,CANE,EC23F88D-FCFE-48ED-B6D6-90E85CFEAD49,,,,2014-04-28 00:00:00.000,C1F8949E-2C28-49E8-98BD-1D82B8B6EDB7,,,
5116,49E5821C-C0D0-4622-BCE3-EDDF1E7A117D,958133,5200 BC,Amsterdam,NL ,020-3420280,UNKNOWN   ,Customer,CANE,D432A60D-9F32-4859-A159-6209AE5F2E3A,,,,,7E1582E7-1689-4C5C-A6F0-CD91986E2BBC,,,
3792,8D65F4E8-6B3C-4A4D-A408-C18C029568EC,959042,8081EP,De Groessen,NL ,,-         ,Reseller,CANE,AD8ADAF8-43EF-4F67-8138-A63485AFC71F,,,,,E9AF076F-D22F-46CF-9895-815922E8B492,,,
7015,991D9267-8C6D-41CC-A91E-3DCD3BB04EE5,201862,1094 CC,Leidschendam,NL ,0529-482262,UNKNOWN   ,Customer,CANE,8E3E1EC3-A6D5-46CB-B9AB-283DD1CC0F60,,,,,0ADF630C-3CBC-4014-BEE9-E40F9907F2FA,,,
2752,6CA543F9-9C84-4C18-B82F-35508C1ECFEB,958231,8024 AH,BUNNIK,NL ,0118-626708,N         ,Customer,CANE,63CE0B6E-48F1-43D6-B922-AA35DCE39796,,,,,1E23044D-632D-430F-8658-99D6275619B8,,,
4048,5A2851FB-B36A-43C0-8B97-D24872684208,201943,7000 AL,SCHOONHOVEN,NL ,,-         ,Customer,CANE,8841B11C-7548-49B2-99F6-2290AE0E4FA2,,,,,5867A01C-D69E-48E5-B6C9-6D463FAD4322,,,
6829,CDE5BD6D-C4B8-43B9-B5CF-9C4F149F1DF4,959179,1101CD,Zwolle,NL ,06-42004436,-         ,Prospect,CANE,FEFCBF46-1837-4004-A55C-86B574449364,,,,,9B2DF259-D854-449A-80BB-3C5D4C05D9F9,,,
944,CEE42A03-5FAD-400B-837E-1E58F72AC9AD,6905127,7442 ME,Beverwijk,NL ,(035) 542 64 60,-         ,Customer,CANE,19BEEDDC-7C7B-4B72-9185-9A58CD4ADB8F,,,,,A05175A3-047F-464D-97E4-E53EBF56B5F1,,,
5049,133014ED-3573-4FED-8701-CEE1F46AB752,11464,2160 AD,Apeldoorn,NL ,070-4040161,-         ,Suspect,CANE,8D18E83A-236B-450E-A36B-2CD591395ED2,,,,,C1D62794-6554-4C55-A892-145BAA0F18B9,,,
7240,3995BCEA-985D-44A3-AB8F-24972F6A4183,3004,3861 RN,Winterswijk,NL ,0341-551604,N         ,Suspect,CANE,31EA02E2-D472-453B-B528-FC1477B9C01E,,,,,8D13C919-4C0C-448A-B750-0ADD8B889449,,,
6944,20D042AB-4A80-430C-A5FF-4DE1A69DF20A,959440,3741 LK,,NL ,0318-510804,-         ,Customer,CANE,5163C014-B84F-4658-AEFF-C7A7A625E07C,,3633497.0,,,41C2B165-AEEF-483F-A9E8-498393193769,,,
4382,FFD33CB0-AF2C-48A2-AA07-434BAD92BC49,3139,1117 EE,Santpoort-Noord,NL ,,UNKNOWN   ,Customer,CANE,52FA324E-4FD8-45D5-8D79-8E32FA732803,,,,,A959B703-4EB4-4518-9E1D-E3EF45D21028,,,
11,7585E28F-EC38-4721-B9EE-58E0F926841D,100388,3608 BC,Heijen,NL ,0638-504873,UNKNOWN   ,Suspect,CANE,3AFC24D5-5836-4C03-9DFB-8DC06697D1D6,,,,,BC328D68-D233-4AA0-B919-9D4A7BB93936,,,
3000,9036D3B2-52E2-4ECD-8DB8-C9438E6AFBA9,18,7077 AP,DEVENTER,NL ,,-         ,Associate,CANE,8C0765DB-48A0-43BE-991B-54A5BBCBEC64,,,,,6243C892-D708-49CD-BEA1-9F5AF6FC89E3,,,
1095,41C7E2CF-60E0-44ED-9E4D-D59CBCD08447,956616,3761 CV,Oosterbeek,NL ,035 - 525 92 00,-         ,Prospect,CANE,9378B0D8-41A3-48C7-B1F3-19915FD8F5E9,,,,,3CB558CD-A331-4E87-89F2-C3068ACC37F8,,,
3656,D0FCE2A7-7AFA-4CAE-B1FC-B9AD067EAA43,100019,3901 EC,HARLINGEN,NL ,,N         ,Supplier,CANE,A2FC9269-C0E2-4E4D-8693-356A64568C49,,,,,3D6F5C3F-3F2C-4565-85AA-D4CC80E0D2BB,,,
4872,B9D81B04-6FE6-47EC-BE50-551E5929FF60,100007,2132MZ,Haarlem,NL ,0343-454857,-         ,Customer,CANE,1F8BCC59-2B33-4705-AC51-698F9F3EAEC1,,,,,A93FE137-6BD9-4122-ABBA-C54D7C6641C9,,,
6298,3C558926-1C75-4C5A-9616-A661551C495E,958211,1021 KM,Amsterdam,NL ,0314-641607,N         ,Customer,CANE,0F354322-55B9-4720-87C4-016849240F05,,,,,49564B82-09EF-4465-9BF7-2B7A1A79E959,,,
477,952C0F2D-FB42-4F61-AED4-5945412F9C6B,100289,4782SB,Eerbeek,NL ,088-0536464,-         ,Customer,CANE,11F648E0-0C11-499C-88C2-56CB9209DC7E,,,,,9299DE57-D7E0-43BC-AB47-9E8E2ECA74DA,,,
3607,D19BAD59-6853-4A3F-9991-20A624E1646E,956101,3992 DB,Utrecht,NL ,,-         ,Supplier,CANE,4C27D182-60AC-42C7-ABA9-82156BCECB5D,,,,,1B81D7DB-987D-4618-B7A8-339BF2153C98,,,
5927,EE4D5CBA-A3E7-4893-8836-AA68ED619196,4048,1382 AK,Veenendaal,NL ,,-         ,Lead,CANE,43765AD3-D712-4A0C-8AC8-D1FF929E2227,,,,,6722B8C1-D781-470F-A002-920F5DB95EBA,,,
3246,223577AC-EF63-4DE0-8DC4-B05A15C9780B,203795,4132 XW,Gorinchem,NL ,072 581 2837,62        ,Prospect,CANE,AA2D05CE-6196-42C4-A76F-37189A26FE94,,3686019.0,,2015-04-23 00:00:00.000,D42C6A87-2639-4F8A-AAF7-7143D91EE9B3,,,
4249,E18E839D-524B-4F2E-852A-A2F48B52C31F,6487,5171 PN, Utrecht,NL ,030-6921513,-         ,Supplier,CANE,FA7FEF32-F812-4B73-BAE7-4100DD3D31C6,,,,,C066FBFF-CC36-4D7D-B24F-060038723126,,,
238,AA0411C6-2252-4591-8BC1-29E375B210D1,958613,3828 BJ,Ede,NL ,020-5025800,UNKNOWN   ,Customer,CANE,4566FE1E-F064-430F-8FBC-14CFF4E6DE9F,24386766.0,,,,C7BF8230-1DD1-4F29-89DB-87418C64E29D,,,
3514,52E6E286-98B0-4032-A586-AA484052FC4B,46,2587 AG,Amsterdam,NL ,,UNKNOWN   ,Supplier,CANE,CEDF67E0-2C79-4E88-BE5A-97C6F54995C6,,,,,3D5D7520-854A-4B48-9FDB-C874B9C9EDA1,,,
1805,6CB6D9F2-761C-4A54-AF94-398889E8BE08,2708,6721 NA,Wolvega,NL ,030-6382068,N         ,Supplier,CANE,F6EF07B6-45C7-4E80-A7BD-B68307F2651F,,,,,CAC18D04-ED3D-49EB-9CD3-842ABBC10E2B,,,
2237,A0AC739D-4765-4008-8DDA-8D2D359A10AF,958559,3433 DH,Kesteren,NL ,,-         ,Customer,CANE,DEEE2204-C1C7-493E-972E-004C9714814C,,,,,4E0FA3B9-D972-4F7E-BEF9-887B7261F787,,,
1395,85DF8E22-DCB6-40D7-A228-6F61E79F9294,100172,4004 LM,Leeuwarden,NL ,,-         ,Customer,CANE,D5EF7724-F66D-4B38-8432-675645CB0E48,,,,,173F2D0C-798F-4020-A2C1-E87DC01E6EEF,,,
3108,4C9E561D-25A6-4B5A-9149-45201405736F,100275,7131 PE,ZEIST,NL ,0320-286969,-         ,Customer,CANE,01119CFB-B154-411B-A750-C10085FFD588,,,,,9C09DE9B-E05F-4B86-BFDC-2DFC4FA3CEA6,,,
3435,899755F9-7B3C-4F6D-9CD0-02AF855B90AF,204119,2153 GM,Dwingeloo,NL ,071-4025101,UNKNOWN   ,Suspect,CANE,8FAB63BD-FE85-4C8F-AE2D-C11B766CC17C,,,,,50B9F190-2F0A-44AD-9A20-DD56BB4D1AD4,,,
3711,BC9F0DB5-73F1-4C59-A50F-4BF0988D191B,955707,3760 AJ,Apeldoorn,NL ,033-4334533,-         ,Supplier,CANE,FF2EFA95-D740-4D61-A61F-A95DD435D3CA,,,,,67D944E3-604C-4B93-A678-97CF1017C9CB,,,
187,E621781C-82D2-47CB-83BC-AB4DA494B4A1,306,2153 PL,'s-Gravenhage,NL ,010 - 2849768,UNKNOWN   ,Prospect,CANE,59B64A47-573A-474D-8D3D-4710A1BAEEDF,,,,,E59867C7-B562-4EA9-8859-A7F3B597B735,,,
5017,E244D635-4A6F-4014-B1E0-505CC9947728,5396,3905 PG,Ridderkerk,NL ,,-         ,Customer,CANE,2AB87DFA-97BF-476D-90DB-D99251C318A8,,,,,31952729-80E2-4120-B142-5AAC2A03168D,,,
6449,FA50AE40-E243-4B0E-8501-6ECB3354F77F,956379,9202PG,Amersfoort,NL ,0570-610555,UNKNOWN   ,Customer,CANE,2D4DE70F-2DE6-4E3A-9146-A2F91A9A0DAC,,,,,3BC0CDD4-3FFF-4F18-850A-C2DC12DFF2AD,,,
7178,F47CCA1B-5048-4AAF-AA9B-783E33CBA1BC,957473,3818 EW,Almere,NL ,030-2219610,N         ,Customer,CANE,DF89C782-3C30-461C-8598-934933F7C6D7,,,,,5948B38D-096C-4BFA-B77E-447CCAB50B9C,,,
2596,E1F318EC-F9F1-4943-A1DC-CE56BA7BED56,4803,1127 PT,Houten,NL ,,-         ,Suspect,CANE,57E6F072-0A84-4957-B416-4D33FD1EC4E8,,,,,2B23B21F-7FEA-485C-A070-461FA1FEA58C,,,
1931,689BE23F-2D94-4FEB-B78E-0EA509DBD406,204245,3251 LX,Leiderdorp,NL ,,-         ,Prospect,CANE,238CC308-F4A3-41E1-AD43-D2B6868477D0,,,,,009F238A-3323-4332-8507-26CDDDE70F6E,,,
3404,BBE77D75-40D9-4B92-9984-62F17DCCA45B,204037,2031 ES,Onbekend,NL ,050-5975500,-         ,Customer,CANE,A63426D4-3165-48AB-AF9B-AAE4FF4942BE,,,,,78036ED6-E15D-43A5-A575-4C9476D513B4,,,
4979,B8F4B808-76D6-442A-A780-20A1208C48F5,10005,,Rotterdam,NL ,020-7883000,-         ,Customer,CANE,ECE083C5-685C-4DA3-A8EC-C0A68531FD4A,,,,,5AEBF16F-2E9F-4B9E-A65F-DFB32619210E,,,
6687,4566FE1E-F064-430F-8FBC-14CFF4E6DE9F,201951,2012 KC,Ede,NL ,+31 570 622939,-         ,Prospect,CANE,E6B25F0C-68B6-4D5D-B03C-01A15B62D7F4,,,,,2E036801-1C13-46B2-9239-CD7DF3F6E6AE,,,
259,621A31F8-7115-46C9-8A7C-C72C2B52F21E,10282,,Amsterdam,NL ,(0316) 22 14 65,UNKNOWN   ,Suspect,CANE,E308C8F8-17CA-4FA4-922D-E06078F51011,,,17257123.0,,0B7E8503-724F-45C9-B7B9-E4E6F0697CAC,,,
509,FB9DBA98-7CDC-4340-AF2F-732A1CF46EDE,956330,3542 CA,ZEIST,NL ,023-5685630,-         ,Customer,CANE,E32173DB-C767-4C7A-ADE4-750A3ECF218F,,,,,9BBFB22B-EF28-4345-BA04-0744F883BF95,,,
2049,52165F7E-3975-47CD-AB04-A006D86C703C,959372,3731 JE,Zevenaar,NL ,030-2399010,-         ,Customer,CANE,58C94EC1-A97E-4DC5-B012-5ACDF5E875DF,,,,,64163FCF-080D-4764-B1C2-9EDCF1DA7C81,,,
6425,7CC45218-ED69-48D5-9CC4-7CF26CBF3084,956434,7391XX,Westerhaar,NL ,06 44 02 78 07,-         ,Prospect,CANE,BCB1BD8C-D61A-4554-9832-8921D3B20E9F,,,,,351A8484-F40B-49D9-B28B-2E7CDC84A1FF,,,
2395,A177FCD1-197E-4C62-A1E7-8337A640ECD4,4183,6803 AC,Maasland,NL ,0529-469000,86        ,Customer,CANE,B3388E08-CE5E-4BB8-B5B3-8391B7E987DE,,,,,EF4F6E4F-3579-4A5F-A38A-0406406B9FD3,,,
500,6BFFC5F7-B334-4284-842E-01152CBF7208,203745,1506 RZ,Kerkrade,NL ,,UNKNOWN   ,Suspect,CANE,EBD84C84-DDA6-40D7-A4F0-B50248FADE84,,,,,8FDBC0A1-FF7D-4532-96B2-D2A18CBEC678,,,
95,8A52B991-1410-4BC9-824B-694B7F1A0D91,4135,8218 PW,Rotterdam,NL ,010-4794679,-         ,Lead,CANE,172A2E86-528E-43CB-9251-22D3E69653FB,,,,2015-05-07 00:00:00.000,487ABE62-9BC4-431D-AADA-3B3B607E1281,,,
4322,1DA27863-5F01-47D9-8B7B-3930108C19A7,4840,1277 BH,IJmuiden,NL ,,-         ,Customer,CANE,412D26CE-02E0-4469-A60E-DD9095094561,,18669999.0,,,2B3A4217-8787-486F-B6A8-E5DB14FEBFC1,,,
2986,A7F6D75F-E384-41AB-A35D-7F1132D9F77B,4190,1076 DR,Haarlem,NL ,,-         ,Suspect,CANE,B6E7352C-5E9C-41C3-9698-26145A1C1E27,,,,,0E13B0C9-5102-4BA7-BC72-560CB0424CA7,,,
6263,5B37A84C-68E6-45EC-B278-AA633A791312,957364,1185 XX,ERMELO,NL ,0334-224080,UNKNOWN   ,Customer,CANE,8619E72E-6A54-4903-ADAE-CD2912DE3F60,,,,,0BB7C186-2E4D-4D44-9C07-21290C0A902D,,,
6828,320932E0-2C72-4036-B878-C16CD0432D0C,957311,1027 AH,Hardinxveld-Giessendam,NL ,(0346) 58 17 77,UNKNOWN   ,Prospect,CANE,F9E73CC6-4707-434D-A620-E193318F3F74,,,,,67A0C374-E4B9-449B-871A-647E8379BBEE,,,
5936,F446753B-EDC5-4A32-9E37-6B5B30B4A42C,957205,9753 TB,Rotterdam,NL ,038-4524067,N         ,Reseller,CANE,18B68CAD-D3A8-475F-8BDC-3E28D08E47B2,,,,,D020B181-89F0-4EE3-9EA4-10ED3D51AFD5,,,
877,AE5877AC-8853-4862-9820-9F4AF87A2974,205090,1132 DH,AMSTERDAM,NL ,,-         ,Customer,CANE,C18619AB-19FD-4132-BD2D-942307B97CA0,,,,,849BD517-5C1E-4978-8207-9CE08DC05321,,,
1736,26266F55-CF0F-4A8D-BDE9-0CF1A9C92572,2739,3751 BJ,,NL ,020-6232603,-         ,Supplier,CANE,375E26BE-7F0E-4715-8CAC-5C0C1FA4F098,,,,,D5979A84-F167-4BAF-9BFD-824588FCA36A,,,
5841,90B430FD-28D5-4AE5-9949-C28B1EB0B42E,3046,1749 ZG,Nieuwegein,NL ,038-4213897,-         ,Supplier,CANE,95FD6251-CF2C-4C09-8854-31BED216A42E,,,,,2905A3E2-DD50-410C-8497-15935A69F371,,,
4665,949235E3-829D-4F6D-B072-59B2F0829C3F,959064,1135 GD,Houten,NL ,055-5058888,-         ,Customer,CANE,0231E581-05A0-40E5-A82A-318E27FABD27,,,,,B314F958-808A-4C85-88A0-3A4F7A87B619,,,
3707,3B12BCC1-5EC0-4ECB-9FC4-E1A11B287374,900908,3771 PC,Amersfoort,NL ,020-6602319,-         ,Suspect,CANE,84462D41-A0CE-4B04-93B5-7AC007841F8B,,,,,1F11BCBD-807E-4B6E-970C-798C8AFD92D2,,,
4448,59240EDF-D998-4D10-8DEE-39964109231E,957094,9400AK,Heemskerk,NL ,,-         ,Lead,CANE,213634BA-BB2B-4F56-A53B-0F1FB9C685D4,,,,,762CCE15-CEE8-481F-8611-6E62D54F5B85,,,
932,8E4D5C04-9F9B-4E96-AF87-C55A51D37D5F,957180,3481 MK,BREDA,NL ,020-3641904,-         ,Suspect,CANE,77583B0D-7FAF-4FC8-A56C-6ADB40270795,,,,,DC94148B-07A6-416B-84D5-7C1FE7521996,,,
1037,CF375594-01CA-4B8D-B439-9948A88BCE31,202532,1156 AA,CAPELLE AAN DEN IJSSEL,NL ,030-6386789,-         ,Customer,CANE,25C6613F-F668-4E33-AD1F-B7A137192867,,,,,91FAAA83-6ACD-4E08-8A1F-FB9420987EFB,,,
4019,347BA809-51CF-4576-B07B-290EF514E381,2887,7071 VW,Aalten,NL ,--,N         ,Customer,CANE,0E200451-1370-42BE-9B1B-D42C8A57BC6E,,,,,223577AC-EF63-4DE0-8DC4-B05A15C9780B,,,
792,54C9D14E-69CD-4CBF-8B93-05335C8B1221,10095,6741 HH,Gorinchem,NL ,,-         ,Prospect,CANE,FB499C7A-B19A-4682-9D22-8AA1CDB3E74D,,,,,CDE42894-54AD-4B71-B159-13C89CFE2946,,,
2472,3F21E976-0923-4AD9-826A-BBC3CBE5ED03,959216,6419DJ,HARDERWIJK,NL ,055-5411430,UNKNOWN   ,Supplier,CANE,86B2E608-0CF0-4429-B3E3-5912E51674AA,16027808.0,,,,A56944AF-51C8-4928-90C0-6B57C2596F1E,,,
905,AB298592-0C9F-4637-B86B-37EF023A414D,201736,1105 AA,Amsterdam,NL ,0297-513813,-         ,Suspect,CANE,C4A11B28-B27D-438A-B12D-5E65D8BBAEE6,,,,,792F6ECB-A9D6-46AD-B90A-C24433937157,,,
3127,5489C8E0-81FA-480C-9FFB-1A04BE17DCA3,958943,6920 AE,Zwolle,NL ,+32(0)9 329 93 06,-         ,Supplier,CANE,2B769569-D834-4D87-ADFE-1084578C940C,,,,,FB01DEF0-7D8B-4C09-97C6-F7690191402B,,,
2626,1C3A7698-7669-4CAC-8D64-3DAC7F138810,3071,5081 XJ,Utrecht,NL ,,-         ,Customer,CANE,43880C63-2EA8-4681-A9CA-A6CBB4D8300F,,,,,965BC084-5996-4928-BD71-ED4E52D9CE1E,,,
