unknown,unknown,unknown,postcode,city,province,country,telephone_nr,telephone_nr,unknown,sbi_description,sbi_description,date,unknown
1606082284,Zakenrelatie,Actief,7556 HH,Amsterdam,Noord-Holland,Netherlands,033-4947534,,Architecten Ext. BNA,,,18-05-2011,internet
1606081174,Zakenrelatie,Actief,1181 SJ,Rotterdam,Noord-Brabant,Netherlands,0345-534765,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,01-09-2011,DM cd bestanden
2010010830743,Suspect,Actief,4817 KK,Zierikzee,Noord-Brabant,Netherlands,030-2400446,0299-414556,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,14-06-2012,internet
2010010832010,Zakenrelatie,Actief,8713 KD,Amsterdam,Zuid-Holland,Netherlands,0547-383280,024-3501895,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,28-10-2015,internet
200907014158,Zakenrelatie,Actief,1871 HC,Amsterdam,Vlaams Brabant,Netherlands,020-6435383,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,23-10-2013,internet
2010010828321,Zakenrelatie,Actief,3514 HV,Ruinen,Noord-Brabant,Netherlands,077-3513125,0513-418696,Architecten Ext. BNA,,,08-05-2012,DM cd bestanden
K38281,Zakenrelatie,Actief,1087 BT,Utrecht,Zuid-Holland,Netherlands,06-45366636,010-4603090,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,13-02-2015,internet
2010010830452,Zakenrelatie,Actief,1018 BE,Rotterdam,,Netherlands,020-7072495,,Architecten Ext. BNA,,,13-07-2011,internet
K38164,Zakenrelatie,Actief,1104 EA,Eindhoven,Zuid-Holland,Netherlands,06-52036681,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-07-2010,DM cd bestanden
K37450,Zakenrelatie,Actief,8932 DL,Amsterdam,Utrecht,Netherlands,035-6920099,046-4588263,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,22-12-2009,DM cd bestanden
2010010827643,Zakenrelatie,Actief,3114 AB,Amsterdam,Noord-Holland,Netherlands,0346-242534,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,25-09-2012,internet
K38117,Zakenrelatie,Actief,8441 PS,Utrecht,Zuid-Holland,Netherlands,+32-056-758600,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,10-04-2012,internet
1606082865,Zakenrelatie,Actief,3011 TH,Eelde,Overijssel,Netherlands,06-23243756,015-2125664,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,20-11-2012,internet
2010010830765,Zakenrelatie,Actief,5275 BX,NIJMEGEN,Gelderland,Netherlands,050-3095392,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,23-10-2012,internet
2010010831871,Zakenrelatie,Passief,3583 VV,Nijmegen,Overijssel,Netherlands,040-2692233,0347-373108,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,13-07-2012,DM cd bestanden
2010010831556,Zakenrelatie,Actief,2271 CA,Amsterdam,Zuid-Holland,Netherlands,020-7078215,,Architecten Ext. BNA,,,27-08-2012,internet
1606080905,Zakenrelatie,Actief,1019 LB,Den Dungen,Noord-Holland,Netherlands,020-6181479,0512-589874,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-07-2010,internet
2010010831785,Zakenrelatie,Actief,5705 LA,Maastricht,Gelderland,Netherlands,015-2562510,070-3615263,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-03-2016,DM cd bestanden
1606080609,Zakenrelatie,Passief,1032 KB,Utrecht,Noord-Holland,Netherlands,040-2112385,0032-89473671,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,19-12-2007,DM cd bestanden
2010010827075,Zakenrelatie,Actief,7514 CG,NIEL,Noord-Brabant,Netherlands,023-5316419,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-07-2010,Beurs
K23809,Zakenrelatie,Actief,2511 BM,HEEMSTEDE,Friesland,Netherlands,033-4451879,070-3557294,Architecten Ext. BNA,,,03-10-2011,internet
2010010812375,Klant,Actief,6211 GC,Tilburg,Noord-Holland,Netherlands,050-3134005,0113-227743,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,20-08-2012,internet
2010010832775,Suspect,Actief,2555 RJ,Leeuwarden,Zeeland,Netherlands,038-4213337,030-2731624,Architecten Ext. BNA,,,07-12-2012,internet
2010010832530,Klant,Actief,2611 HE,Rotterdam,Noord-Holland,Netherlands,0475-462537,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,24-08-2012,DM cd bestanden
2010010830758,Zakenrelatie,Actief,9804 TJ,Rotterdam,Flevoland,Netherlands,071-5018267,,Architecten Ext. BNA,,,25-01-2012,Internet
1606082951,Zakenrelatie,Actief,6846 EE Arnhem,Maarn,Noord-Holland,Netherlands,06 30046684,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,16-11-2015,DM cd bestanden
200907014764,Zakenrelatie,Actief,1061 XZ,Sneek,Gelderland,Netherlands,015-3610123,,Architecten Ext. BNA,,,30-04-2014,internet
2010010828706,Zakenrelatie,Actief,2861 SM,Gouda,Zuid-Holland,Netherlands,0182-521854,,Architecten Ext. BNA,,,15-06-2010,DM cd bestanden
K37243,Zakenrelatie,Actief,3583 HE,Castricum,Noord-Brabant,Netherlands,06-83235950,,Architecten Ext. BNA,,,11-07-2012,internet
K24233,Zakenrelatie,Actief,B-2060,Rotterdam,Groningen,Netherlands,06-13928322,036-5344415,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,19-12-2007,internet
K22416,Zakenrelatie,Actief,1077 KL,Nijmegen,Utrecht,Netherlands,725317369,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,13-02-2015,DM cd bestanden
1606080649,Zakenrelatie,Actief,1404 GB,Dwingeloo,Noord-Holland,Netherlands,0118-627962,0318-554194,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,28-08-2012,internet
2010010803533,Zakenrelatie,Actief,6705 BA,UTRECHT,Friesland,Netherlands,0411-632774,059-2370763,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-07-2010,internet
K37989,Klant,Actief,B3 1TR,Moordrecht,Noord-Holland,Netherlands,020-6834804,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,12-03-2010,internet
200907014404,Zakenrelatie,Actief,9216 XE,Beetsterzwaag,Gelderland,Netherlands,026-3255656,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,19-01-2012,DM cd bestanden
2010010830971,Klant,Actief,6721 MH,Eindhoven,Zuid-Holland,Netherlands,073-7074838,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,12-07-2012,Beurs
1606081425,Zakenrelatie,Actief,8064 DV,(Oost Gelre) Groenlo,Gelderland,Netherlands,020-4233211,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,15-01-2016,internet
2010010832693,Zakenrelatie,Actief,4861 SB,Den Haag,Friesland,Netherlands,06-18908368,040-2439280,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,28-08-2012,internet
K38721,Suspect,Actief,2611 EH,Vledder,Groningen,Netherlands,050-3182400,073-5480141,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,04-11-2009,internet
1606081476,Zakenrelatie,Actief,1406 NZ,Utrecht,Zuid-Holland,Netherlands,020-5319800,036-5315162,Architecten Ext. BNA,,,04-07-2011,internet
1606081227,Zakenrelatie,Actief,1812 PS,Amsterdam,Zeeland,Netherlands,,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,23-10-2013,baan
1606081183,Suspect,Actief,2202 JA,Den Burg,Noord-Holland,Netherlands,06-20607994,026-4463484,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,01-11-2013,DM cd bestanden
2010010832922,Zakenrelatie,Actief,2801 VN,Zoetermeer,Zuid-Holland,Netherlands,020-6476660,0320-234184,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,28-04-2009,internet
2010010831442,Prospect,Actief,9041 VE,Amsterdam,Utrecht,Netherlands,0511-542566,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,08-03-2016,baan
1606081219,Prospect,Actief,2611 NL,UTRECHT,Zuid-Holland,Netherlands,0547-352000,0032-34880569,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,10-02-2010,internet
1606081141,Suspect,Actief,4201 ES,Rijswijk,Gelderland,Netherlands,085-8777304,0512-370304,Architecten Ext. BNA,,,29-07-2010,internet
2010010830355,Zakenrelatie,Actief,3572 LL,ADEGEM,Utrecht,Netherlands,070-3020735,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,11-07-2012,Internet
2010010830811,Zakenrelatie,Actief,1013 BG,Amsterdam,,Netherlands,06-81751500,,Architecten Ext. BNA,,,16-02-2016,DM cd bestanden
2010010832812,Zakenrelatie,Actief,3021 CJ,Holsbeek,Utrecht,Netherlands,070-3263333,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-07-2010,DM cd bestanden
2010010804705,Suspect,Actief,1103 AA,Amsterdam,Noord-Holland,Netherlands,06-19918001,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,04-03-2009,internet
2010010832689,Zakenrelatie,Actief,1015 CW,DRIEBERGEN-RIJSENBURG,Noord-Holland,Netherlands,010-4736611,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,21-08-2012,internet
2010010816681,Suspect,Passief,6212 AT,'s-Graveland,Noord-Holland,Netherlands,010-4142657,050-3136165,Architecten Ext. BNA,,,16-11-2015,internet
1606082424,Zakenrelatie,Actief,1061 HC,KAPELLE O/D BOS,Noord-Brabant,Netherlands,0512-380703,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-12-2009,internet
2010010825752,Suspect,Actief,3500,Groningen,Noord-Holland,Netherlands,020-4124194,030-2769150,Architecten Ext. BNA,,,16-11-2015,internet
1606081266,Zakenrelatie,Actief,6641 KC,Rotterdam,Gelderland,Netherlands,0299-371586,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,06-02-2013,DM cd bestanden
200907014231,Suspect,Actief,8161 EA,Oss,Groningen,Netherlands,06-50606842,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,12-07-2012,internet
K22423,Zakenrelatie,Actief,1733 AK,Gent,Zuid-Holland,Netherlands,06-52199983,071-5280957,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,22-10-2015,internet
1606081218,Zakenrelatie,Actief,5754 DZ,Wielsbeke,Zuid-Holland,Netherlands,034-4621640,,Architecten Ext. BNA,,Vervaardiging van kleding van leer,11-07-2014,internet
2010010829909,Zakenrelatie,Actief,6814 GR,Amsterdam,West-Vlaanderen,Netherlands,026-4426750,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-07-2010,internet
2010010831652,Zakenrelatie,Actief,1056 AB,Amsterdam,Noord-Brabant,Netherlands,06 413 249 00,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,11-05-2015,Koude acquisitie
2010010832525,Zakenrelatie,Actief,2545 VP,Tilburg,Zuid-Holland,Netherlands,,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,11-03-2008,internet
2010010828455,Prospect,Actief,1031 HX,'s-Gravenhage,Zuid-Holland,Netherlands,070-4452300,071-5190628,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,19-12-2007,internet
1606081735,Zakenrelatie,Actief,7413 ZC,Roosendaal,Zuid-Holland,Netherlands,072-5126725,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-07-2010,DM cd bestanden
K38767,Zakenrelatie,Actief,1035 PT,Rotterdam,Zuid-Holland,Netherlands,,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,13-04-2011,internet
2010010832868,Zakenrelatie,Actief,1071 TN,Zeist,Nordrhein-Westfalen,Netherlands,06-53535921,020-6258639,Architecten Ext. BNA,,,19-10-2010,Algemene media
1606081408,Zakenrelatie,Actief,3743 BA,Hilversum,Noord-Brabant,Netherlands,612411893,0229-236582,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-07-2010,internet
2010010832641,Zakenrelatie,Actief,4707 XD,Amsterdam,Overijssel,Netherlands,020-6070109,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,17-06-2011,Koude acquisitie
2010010831735,Zakenrelatie,Actief,7381 CH,Nederweert,Noord-Brabant,Netherlands,0497-577027,0341-355288,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,21-02-2014,internet
2010010812582,Zakenrelatie,Actief,1506 DE,Lichtenvoorde,Drenthe,Netherlands,06-38318468,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,21-11-2012,DM cd bestanden
2010010826616,Zakenrelatie,Actief,8321 RC,Amersfoort,Zuid-Holland,Netherlands,020-6402186,,Architecten Ext. BNA,,,19-12-2007,internet
K38845,Zakenrelatie,Actief,7711 GG,Rotterdam,Limburg,Netherlands,0172-496300,050-3095386,Architecten Ext. BNA,,,18-10-2011,internet
1606081377,Zakenrelatie,Actief,3024 BC,Gorinchem,Zuid-Holland,Netherlands,06-48-773051,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,24-11-2008,baan
2010010829298,Zakenrelatie,Actief,2611 MX,Zwaag,Groningen,Netherlands,06-52021898,0412-630892,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,22-12-2009,internet
1606080290,Klant,Actief,9718 AG,Kampen,Zuid-Holland,Netherlands,020-6636784,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,11-03-2016,internet
1606081389,Zakenrelatie,Actief,1077 BK,Barneveld,Noord-Brabant,Netherlands,0418-670010,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,15-01-2016,internet
2010010832666,Zakenrelatie,Actief,1782GK,Amsterdam,Drenthe,Netherlands,020-6387520,,Architecten Ext. BNA,,,01-07-2010,internet
2010010827695,Zakenrelatie,Actief,1654 JS,Rotterdam,Limburg,Netherlands,023-5288997,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,08-04-2009,internet
1606081110,Zakenrelatie,Passief,8338 KE,Denekamp,Gelderland,Netherlands,020-4212888,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,27-05-2009,Beurs
2010010831764,Zakenrelatie,Actief,1077 MA,Amsterdam,Noord-Holland,Netherlands,070-3586834,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-07-2010,internet
K21753,Zakenrelatie,Actief,1017 DR,Andijk,Noord-Holland,Netherlands,030-2516498,020-5319801,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,25-03-2011,internet
2010010830061,Zakenrelatie,Actief,1059 BT,Valkenburg aan de Geul (Valkenburg),Noord-Holland,Netherlands,053-4323600,0165-535449,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,14-06-2011,DM cd bestanden
1606080318,Zakenrelatie,Actief,6301 BA,ROTTERDAM,Noord-Holland,Netherlands,722010209,0497-518014,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,10-02-2014,internet
2010010829301,Zakenrelatie,Actief,3025 HC,Pijnacker,Utrecht,Netherlands,0592-311253,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,22-12-2014,internet
2010010826471,Suspect,Passief,2611 LV,Leeuwarden,Zuid-Holland,Netherlands,024-3608971,026-3250429,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,13-02-2015,internet
2010010827810,Zakenrelatie,Actief,7948 NJ,Voorschoten,Zuid-Holland,Netherlands,06-41367441,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,27-08-2012,DM cd bestanden
2010010829760,Prospect,Actief,B-2018,Utrecht,Gelderland,Netherlands,023-5847786,033-4224079,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,15-01-2016,internet
2010010829165,Prospect,Actief,5261 BH,Oegstgeest,Gelderland,Netherlands,020-6221112,071-4031717,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,14-07-2011,internet
K38237,Prospect,Actief,7131 ZM,Bodegraven,Noord-Brabant,Netherlands,0345-580449,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,11-07-2011,Beurs
2010010831549,Zakenrelatie,Actief,1073 TX,Delft,Zuid-Holland,Netherlands,010-2332082,mobiel 0646114151,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,08-03-2016,Koude acquisitie
2010010832003,Zakenrelatie,Actief,7461 PV,Rotterdam,Friesland,Netherlands,0180-516866,0594-646325,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,27-09-2011,Via relatie
2010010831970,Suspect,Actief,3021 EA,Kasterlee-Lichtaart,Limburg,Netherlands,050-3131412,,Architecten Ext. BNA,,,13-10-2011,DM cd bestanden
2010010827856,Suspect,Actief,1016 KD,ETTEN GLD,Noord-Holland,Netherlands,020 - 5304 810,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,26-08-2009,internet
2010010831367,Zakenrelatie,Actief,3454 ST,Maastricht,Utrecht,Netherlands,030-7509750,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,24-11-2015,internet
1606082661,Zakenrelatie,Actief,4462 CC,Amsterdam,Zuid-Holland,Netherlands,010-2412149,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,25-06-2012,E-mail
1606082296,Zakenrelatie,Actief,75017,IJsselstein,Zuid-Holland,Netherlands,020-2209070,,Architecten Ext. BNA,,,19-12-2007,internet
2010010830553,Suspect,Actief,5504 HH,Dussen,Noord-Holland,Netherlands,033-4893320,076-5317455,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,16-11-2015,DM cd bestanden
K38408,Zakenrelatie,Actief,3011 KA,Rotterdam,Gelderland,Netherlands,036-5333424,31-102449990,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,15-01-2016,internet
2010010832709,Klant,Actief,2353 RR,Amsterdam,Zuid-Holland,Netherlands,015 - 214 3142,024-3609261,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,01-12-2009,DM cd bestanden
200907014613,Zakenrelatie,Actief,3012 AR,Hoofddorp,Friesland,Netherlands,020-6935603,010-4115594,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,30-11-2009,DM cd bestanden
2010010832644,Suspect,Actief,6001 GS,VELP GLD,Utrecht,Netherlands,035-6981367,,Architecten Ext. BNA,,,28-02-2013,internet
2010010832583,Suspect,Actief,9084 BC,Enschede,Zuid-Holland,Netherlands,0546-540840,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,12-07-2012,internet
1606081086,Suspect,Actief,5212 AE,bovensmilde,Noord-Brabant,Netherlands,024-3234964,010-5190945,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,01-07-2013,internet
2010010829531,Suspect,Actief,2624 JE,Amsterdam,Gelderland,Netherlands,020-4650047,076-5717862,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,11-11-2011,internet
200907014417,Zakenrelatie,Actief,2565 JE,Heeze,Noord-Holland,Netherlands,0318-418185,070-3585747,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,11-02-2010,internet
2010010806464,Zakenrelatie,Actief,4871 EG,Nijkerk,Utrecht,Netherlands,0348-474744,0548-537065,Architecten Ext. BNA,,,05-02-2016,DM cd bestanden
1606081062,Zakenrelatie,Actief,1328 PC,Aduard,Friesland,Netherlands,0545-478795,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,10-12-2014,Beurs
1606081343,Zakenrelatie,Actief,6523 RM,Rotterdam,Noord-Brabant,Netherlands,104361605,0299-436729,Architecten Ext. BNA,,,11-05-2015,Beurs
2010010808606,Zakenrelatie,Actief,9724 AJ,Epe,Drenthe,Netherlands,015-2575612,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-03-2016,DM cd bestanden
2010010832592,Zakenrelatie,Actief,8926 MP,Amsterdam,Utrecht,Netherlands,0541-585858,,Architecten Ext. BNA,,,19-12-2007,DM cd bestanden
1606081392,Zakenrelatie,Actief,3521 GH,Voorthuizen,Zuid-Holland,Netherlands,0413-272158,070-3631115,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,28-12-2015,internet
2010010832541,Zakenrelatie,Actief,1761 LN,Prinsenbeek,Gelderland,Netherlands,06-42769942,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,11-01-2016,internet
1606080913,Suspect,Actief,3066 RC,Eersel,Zeeland,Belgium,058-2562003,010�2181938,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,21-03-2011,internet
2010010829854,Zakenrelatie,Actief,6843 LD,Midwoud,Noord-Brabant,Netherlands,0297-385251,0571-275793,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,26-11-2010,DM cd bestanden
1606080578,Zakenrelatie,Actief,4902 NS,Amstelveen,Utrecht,Netherlands,030-2517700,,Architecten Ext. BNA,,,29-07-2010,DM cd bestanden
K38489,Zakenrelatie,Actief,5222 AE,Delft,Noord-Brabant,Netherlands,020-5776000,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,24-03-2009,internet
20090529067,Zakenrelatie,Actief,7482 SX,Breda,Zuid-Holland,Netherlands,06 43026887,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,31-05-2010,DM cd bestanden
K22361,Prospect,Actief,4461 CH,Lelystad,Noord-Holland,Netherlands,0513-529341,050-3185460,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,05-11-2015,internet
1606080320,Zakenrelatie,Actief,3313 EC,Mijdrecht,Zuid-Holland,Netherlands,020-3302256,,Architecten Ext. BNA,,,29-04-2014,internet
2010010832610,Suspect,Actief,2202 AM,Edam-Volendam,Noord-Brabant,Netherlands,020-5200080,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,03-05-2010,internet
2010010832612,Zakenrelatie,Actief,8442 DJ,Rotterdam,Zuid-Holland,Netherlands,010-4181615,010-2181414,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,18-02-2011,DM cd bestanden
2010010832651,Klant,Actief,2517 HV,Leiden,Noord-Holland,Netherlands,06-47116685,0541-292855,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,28-04-2014,internet
1606081088,Zakenrelatie,Actief,1033 WB,Zeewolde,Zuid-Holland,Netherlands,072-5712886,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,30-04-2014,DM cd bestanden
2010010830859,Zakenrelatie,Actief,5466 PA,Den Haag,Zuid-Holland,Netherlands,050-5279379,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,27-05-2010,internet
1606081342,Zakenrelatie,Actief,9244 CG,Rijswijk,Gelderland,Netherlands,06-26050800,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,25-03-2011,internet
2010010829302,Zakenrelatie,Actief,3813 AA,Rotterdam,Zuid-Holland,Belgium,0186-691580,030-2210692,Architecten Ext. BNA,,,16-11-2015,DM cd bestanden
2010010831056,Suspect,Actief,8071 CS,Steenwijkerland,Noord-Brabant,Netherlands,015-2123454,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,12-04-2012,DM cd bestanden
2010010832822,Zakenrelatie,Actief,1654 KH,Rotterdam,Overijssel,Netherlands,0313-471275,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,01-10-2009,internet
2010010828345,Zakenrelatie,Actief,1066 CS,Rotterdam,Overijssel,Netherlands,070-3478594,072-5325069,Architecten Ext. BNA,,,11-07-2012,internet
2010010831177,Zakenrelatie,Actief,1019 WD,Groningen,Noord-Brabant,Netherlands,070-3461239,026-3517145,Architecten Ext. BNA,,,24-11-2015,Bouw expresse
1606081543,Zakenrelatie,Actief,2042 CC,Dongen,,Netherlands,0032-14589290,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,16-07-2012,internet
2010010830619,Zakenrelatie,Actief,6961 DT,KINROOI-OPHOVEN,Friesland,Netherlands,0318-550088,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,04-10-2011,internet
K38920,Zakenrelatie,Actief,7413 AR,Alkmaar,Noord-Holland,Netherlands,0575-492883,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,14-10-2009,DM cd bestanden
1606082352,Prospect,Actief,2548 BM,Bilthoven,Utrecht,Netherlands,06-11756299,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,16-11-2015,DM cd bestanden
2010010832179,Zakenrelatie,Actief,1019 CE,DELFT,Zuid-Holland,Netherlands,0573-222180,0165-563999,Architecten Ext. BNA,,,28-12-2015,baan
2010010832864,Prospect,Passief,4421 GL,Amsterdam,Zuid-Holland,Netherlands,0318-524800,010-4766236,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,12-02-2015,internet
K37651,Zakenrelatie,Actief,7631 GV,Enkhuizen,Zuid-Holland,Netherlands,0318-527418,,Architecten Ext. BNA,,,24-08-2012,internet
2010010829598,Zakenrelatie,Actief,3071 NH,Huizen,Zuid-Holland,Netherlands,024-3229677,,Architecten Ext. BNA,,,25-06-2012,baan
K38615,Zakenrelatie,Actief,1852 CE,Zierikzee,Noord-Brabant,Netherlands,070 891 94 84,0162-421854,Architecten Ext. BNA,,,16-05-2012,DM cd bestanden
2010010804897,Zakenrelatie,Actief,3941 ZS,Gorredijk,Utrecht,Netherlands,06-52193703,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,10-02-2009,internet
K38144,Zakenrelatie,Actief,3083 AS,GRONINGEN,Limburg,Netherlands,0492-574990,0164-260047,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,15-07-2014,baan
2010010832716,Zakenrelatie,Passief,9712 BR,Eindhoven,Flevoland,Netherlands,0485-315723,,Architecten Ext. BNA,,,17-12-2009,baan
1606081637,Suspect,Actief,1017 HC,Eindhoven,Limburg,Netherlands,033-4702436,072-5071111,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,24-08-2012,internet
2010010830122,Zakenrelatie,Actief,6903 PZ,Groningen,Noord-Brabant,Netherlands,0575-522482,020-4208890,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,28-12-2015,internet
2010010831585,Zakenrelatie,Actief,3371 MB,Epe,Zuid-Holland,Netherlands,06-44185763,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,02-10-2012,internet
1606082266,Zakenrelatie,Actief,2406 AK,Nijmegen,Gelderland,Netherlands,015-2121116,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,08-04-2013,internet
2010010832656,Zakenrelatie,Actief,5617 AC,Eindhoven,Noord-Holland,Netherlands,020-5200080,0184-618872,Architecten Ext. BNA,,,09-09-2009,Koude acquisitie
2010010829379,Zakenrelatie,Actief,6865 GW,Amsterdam,Noord-Brabant,Netherlands,070-3647910,033-4893321,Architecten Ext. BNA,,,13-10-2011,baan
1606081127,Suspect,Actief,1019 SE,Giessen,Zuid-Holland,Netherlands,0251-240229,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,31-12-2015,DM cd bestanden
2010010832621,Zakenrelatie,Actief,3815 KL,Apeldoorn,Groningen,Netherlands,06-18539418,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,28-12-2015,DM cd bestanden
