unknown,date,country,postcode,city,country,postcode,city,unknown,unknown
,09-12-16,ES,3508 AA,EINDHOVEN,,,,E - Niet meer actief,
,09-12-16,NL,7211 AL,DELFT,NL,,NIJMEGEN,D - Nog te controleren,
320518.0,09-12-16,,3508 AA,EC1A 2AL,FR,3508 AJ,,E - Niet meer actief,
315150.0,09-12-16,NL,0,ROTTERDAM,,,UTRECHT,D - Nog te controleren,
,,NL,3945 PL,Utrecht,,,,D - Nog te controleren,
,,NL,6970AA,UTRECHT,,,UTRECHT,D - Nog te controleren,NELUTR00
320291.0,09-12-16,,3771 NB,UTRECHT,,3601 EC,UTRECHT,D - Nog te controleren,
,,NL,3263 RK,SOEST,NL,3508 AA,,,
117222.0,,NL,3882 MH,DEN HAAG,,,SNEEK,,KROUTR09
,09-12-16,NL,2511 VW,UTRECHT,NL,4033 DK,DOORWERTH,,
320801.0,09-12-16,,1213TM,CULEMBORG,,1231 KH,UTRECHT,,BOPUTR00
319584.0,,NL,4156AA,NETTERDEN,NL,,LUCHTHAVEN SCHIPHOL,D - Nog te controleren,
,09-12-16,NL,1222 ST,BLARICUM,,0,,,
319542.0,09-12-16,,3581 SH,HAZERSWOUDE-DORP,NL,5261 NA,HUIZEN,,FCUUTR00
319829.0,09-12-16,,4803AA,ZEIST,,,UTRECHT,,
316657.0,,NL,3142KA,AMSTERDAM,NL,7077 AP,UTRECHT,,HESZUI00
320954.0,09-12-16,FR,1261 AS,MUIDERBERG,,3500 GA,UTRECHT,D - Nog te controleren,
,,,3543GE,DEN HAAG,NL,9700 AX,,,ARKUTR06
,,,3600 BE,UTRECHT,NL,,,E - Niet meer actief,KNMUTR00
,,,5902 RH,HOUTEN,NL,3508 AA,AMERSFOORT,D - Nog te controleren,VACUTR08
,,NL,6710 AD,LEUSDEN,,5320 AA,78950 GAMBAIS,,SERAME00
312395.0,09-12-16,NL,3508 AA,DE BILT,NL,,,D - Nog te controleren,
,,,1271 CE,Woerden,,3990 DA,ROTTERDAM,D - Nog te controleren,
319218.0,09-12-16,,3508 GA,UTRECHT,NL,,,,
,,,3508 AA,DELFT,NL,,UTRECHT,D - Nog te controleren,
309327.0,,,3511SV,ALMELO,,,,D - Nog te controleren,ORSHOO00
319717.0,09-12-16,NL,3705GJ,AMERSFOORT,NL,2312 LA,AMERSFOORT,,GEMUTR05
,,NL,3533 HA,Venlo,NL,,AMSTERDAM,,MRSUTR01
317932.0,09-12-16,,6846 MJ,breda,NL,,UTRECHT,,
312651.0,09-12-16,,0,ROTTERDAM,NL,4900 AB,BILTHOVEN,D - Nog te controleren,
319781.0,09-12-16,NL,3508 AA,UTRECHT,US,3193 TR,LUCHTHAVAN SCHIPHOL,D - Nog te controleren,
,09-12-16,,4802 HM,AMSTERDAM,NL,,MUIDEN,,SANVEE00
,,NL,3700 AC,BEMMEL,NL,1017 DR,,D - Nog te controleren,PENA-600
,09-12-16,US,6135LD,Utrecht,NL,2591 TV,UTRECHT,D - Nog te controleren,VANVUG00
,09-12-16,NL,1625HV,Noordwijk,NL,,,E - Niet meer actief,SPIBRE00
320852.0,09-12-16,NL,3508 AA,UTRECHT,DE,,,,BCDUTR01
312081.0,09-12-16,,2600MA,UTRECHT,NL,3403 NL,,,FRATWE00
,09-12-16,NL,3011 KD,UTRECHT,NL,7211 AL,UTRECHT,,
,09-12-16,NL,6811HD,UTRECHT,NL,,UTRECHT,,PRODEN00
,09-12-16,NL,1102AN,DEN HAAG,,3817 VA,,E - Niet meer actief,STIUTR18
316375.0,09-12-16,NL,3508 AA,VEENENDAAL,,,UTRECHT,D - Nog te controleren,CROZEI00
,,,8022AW,UTRECHT,,,HELMOND,D - Nog te controleren,R-VBER00
320426.0,,NL,2011LC,AMSTERDAM,NL,3768 BG,,D - Nog te controleren,ERIEER00
,,NL,1406NZ,AMSTELVEEN,,3508 AA,,D - Nog te controleren,OMRHOO01
,,ES,2353GA,UTRECHT,NL,2280 GE,,E - Niet meer actief,HOLUTR01
,09-12-16,NL,5700 AB,"SEEPZ, ANDHERI (E)",,,,D - Nog te controleren,KONAMS00
,09-12-16,NL,3542 AW,NIEUWEGEIN,,,,,DATUTR00
,09-12-16,NL,3012KL,ZEIST,NL,,,,CONUTR00
318793.0,09-12-16,NL,1200 AJ,VEENENDAAL,LU,3502 LB,,E - Niet meer actief,BOUUTR01
,09-12-16,NL,1077ZX,BAARN,,,92500 RUEIL MALMAISON,,VERUTR01
307258.0,,,1381CP,ALMERE,,7390 AD,TRICHT,D - Nog te controleren,BUREDI00
320567.0,09-12-16,NL,1117 ZL,DEVENTER,NL,3065 LB,,,
,,,8233BR,BUNNIK,NL,,MONTFOORT,,
319181.0,,NL,3600 BS,Rotterdam,,1211 JT,,D - Nog te controleren,ALDCUL00
,,,3008AB,UTRECHT,NL,3508 AA,,E - Niet meer actief,
318516.0,09-12-16,NL,1070AD,DELFT,NL,,,D - Nog te controleren,
320012.0,,NL,6920AE,AMSTERDAM,NL,1681 PG,UTRECHT,D - Nog te controleren,
,09-12-16,,1102 CV,UTRECHT,NL,,,,ARALEU00
313971.0,,,3528 BL,TILBURG,,1077 XV,,D - Nog te controleren,KOOUTR02
,09-12-16,NL,1000BA,Enschede,NL,,,D - Nog te controleren,
320080.0,09-12-16,,3508 AA,ALPHEN AAN DEN RIJN,,,NAARDEN,E - Niet meer actief,
,09-12-16,NL,4817ZL,UTRECHT,NL,1078 KJ,,,
,,NL,1031 EK,UTRECHT,,8451 KB,,D - Nog te controleren,
320957.0,,,2685 ZH,HUIZEN,,,UTRECHT,,
320421.0,09-12-16,,2130AS,TILBURG,,,DX 5210 NORWICH,D - Nog te controleren,
,09-12-16,NL,7300HC,UTRECHT,,0,HAARLEM,,TCBUTR00
320346.0,09-12-16,NL,3768 BK,WAALWIJK,,3449 JB,EINDHOVEN,D - Nog te controleren,PHAUTR14
318619.0,09-12-16,NL,3502 GB,UTRECHT,,3508 AA,,D - Nog te controleren,TRAAME00
,,NL,3990 GB,Paramaribo/ Suriname,,3508 AA,,D - Nog te controleren,
316722.0,09-12-16,NL,3011BH,BREUKELEN,,,,D - Nog te controleren,DIE71100
319604.0,09-12-16,NL,3994DK,WAGENINGEN,,8001 BE,,E - Niet meer actief,STIZOE00
314152.0,,,3740 BA,AMSTERDAM,,3500 AX,UTRECHT,,
320816.0,09-12-16,NL,6710EA,ZWOLLE,,3500 AA,AMERSFOORT,E - Niet meer actief,
318406.0,09-12-16,,2334BK,NIJMEGEN,,7201 JE,HEERLEN,E - Niet meer actief,DASAMS02
,09-12-16,NL,3508 AA,GRONINGEN,NL,3581 RD,UTRECHT,,NSGUTR01
319592.0,,NL,3511 KZ,UTRECHT,,3821 AD,UTRECHT,D - Nog te controleren,RUILEE00
,09-12-16,,2596EJ,DRIEBERGEN,,3704 HB,DEN HAAG,,VRIAMS00
315592.0,,NL,9701JB,NIEUWEGEIN,NL,,GRONINGEN,,RETUTR01
,,NL,3940AE,VLIJMEN,,,UTRECHT,,
318026.0,,NL,3508 AA,ROSMALEN,NL,,,D - Nog te controleren,BAXUTR02
,09-12-16,GB,1090GN,CULEMBORG ,NL,6661 KC,,D - Nog te controleren,TCNUTR02
320674.0,09-12-16,NL,6661 NS,DEVENTER,NL,,AMERSFOORT,D - Nog te controleren,SAIHAR00
,09-12-16,NL,9701ED,SCHIPHOL,NL,3984 NG,AMSTERDAM,,
308672.0,09-12-16,NL,5001 CD,UTRECHT,,1300 AA,UTRECHT,,
319648.0,09-12-16,NL,9703LR,AMERSFOORT,,,,D - Nog te controleren,KWTBID00
501.0,09-12-16,NL,0,UTRECHT,NL,3508 AA,1420 BRAINE L'ALLEUD,,IMPHOO00
319129.0,,,3336AB,AMERSFOORT,NL,3297 GL,,E - Niet meer actief,
,09-12-16,,1118 CP,UTRECHT,NL,0,OMMEREN,E - Niet meer actief,NNADEN00
317589.0,09-12-16,,3430 BA,UTRECHT,NL,,,,MPLLON00
,,NL,6661 NS,HATFIELD HERTS AL10 9AB,,1319 BL,,D - Nog te controleren,ARKUTR03
472.0,09-12-16,,1064 LE,Utrecht,NL,3508 AA,AMSTERDAM,D - Nog te controleren,ERVUTR01
320956.0,,NL,3088GN,AMSTERDAM,,3533 HA,68220 HEGENHEIM,D - Nog te controleren,
,09-12-16,NL,3508 AA,UTRECHT,,3441 BK,APELDOORN,D - Nog te controleren,WILPOE01
317872.0,09-12-16,LV,4600AC,UTRECHT,GB,,,D - Nog te controleren,FIVUTR02
319346.0,09-12-16,ES,1070AV,AMSTERDAM,,2840 AA,UTRECHT,,
320475.0,09-12-16,NL,7301 GE,ZEIST,NL,,UTRECHT,D - Nog te controleren,MRVAMS00
317835.0,09-12-16,,8041BL,EINDHOVEN,,7582 BR,NIEUWEGEIN,D - Nog te controleren,
320546.0,,NL,3583TM,Vijfhuizen,NL,2511 VW,UTRECHT,D - Nog te controleren,
525105.0,09-12-16,,3500 GB,IJSSELSTEIN,NL,,,,
,09-12-16,NL,6221BT,Barneveld,NL,3500 AN,,D - Nog te controleren,REGUTR00
320429.0,,NL,5430BE,AMSTERDAM,,3500 AN,AMSTERDAM,,
319225.0,09-12-16,NL,3508 AA,ZWOLLE,NL,5334 NL,BOSKOOP,D - Nog te controleren,JDEOOS00
320298.0,09-12-16,NL,3720AN,Zwolle,,3508 AA,,D - Nog te controleren,
,,,3705 LZ,BADHOEVEDORP,,1270 AB,,,
319543.0,09-12-16,NL,3508 AA,ROTTERDAM,,,UTRECHT,D - Nog te controleren,
,09-12-16,NL,3612 BT,UTRECHT,NL,3508 AA,,E - Niet meer actief,LEMBER00
,09-12-16,NL,2595 AN,80339 MUNCHEN,,3508 AA,HAARLEM,D - Nog te controleren,HAMUTR00
320872.0,09-12-16,NL,1251 WS,Arnhem,NL,3504 AC,,D - Nog te controleren,
518.0,09-12-16,NL,3011 WH,DEN HAAG,,3984 AW,,,XERROO00
,09-12-16,NL,3508 AA,NIJMEGEN,NL,3500 AD,BADHOEVEDORP,D - Nog te controleren,SMEROT00
316077.0,09-12-16,,0,MIDDELHARNIS,,3532 BJ,AMSTERDAM,,SHVUTR00
,09-12-16,NL,3500 BB,Nieuwegein,NL,3000 AT,VLEUTEN,E - Niet meer actief,DIEB-100
319769.0,09-12-16,VG,3542 DT,SCHIPHOL,NL,,,D - Nog te controleren,
316385.0,09-12-16,,3480DA,WEERT,NL,1400 BD,FIJNAART,D - Nog te controleren,HMDUTR00
315154.0,09-12-16,NL,1066 JR,Breda,NL,0,UTRECHT,D - Nog te controleren,
318890.0,,NL,3763LP,Hilversum,,1077 JH,,D - Nog te controleren,
,09-12-16,,8000 AD,Rotterdam,NL,,,D - Nog te controleren,
,,NL,3414ZG,WOERDEN,NL,3508 AA,,D - Nog te controleren,HOGUTR04
318902.0,09-12-16,NL,7200 AJ,TIEL,,1070 AB,KAPELLE,,
318106.0,,NL,3526AB,UTRECHT,NL,,75008  PARIS,D - Nog te controleren,
317848.0,09-12-16,,6661 NS,BLARICUM,,7553 GW,VEENENDAAL,D - Nog te controleren,
,09-12-16,NL,3871AZ,Zwolle,NL,3800 GJ,,,NUMUTR03
,,,6800 KH,HILVERSUM,NL,3700 AB,AMSTERDAM,E - Niet meer actief,SDUS-G00
320145.0,09-12-16,,1077 ZP,UTRECHT,NL,,'S-GRAVAENHAGAE,,HOODEL00
,09-12-16,NL,3723 LN,DEN HAAG,NL,,AMSTERDAM,,KUIMAA00
,09-12-16,,3905 KZ,AMSTERDAM,NL,,,,
312570.0,,,0,HOUTEN,NL,3301 CE,MONTFOORT,E - Niet meer actief,ARDDUB00
,09-12-16,NL,2500 BB,AMSTERDAM,NL,,,,VACUTR00
,,,7400 AP,DEN HAAG,NL,,PUTTERSHOEK,,
,09-12-16,,7301 GD,EDE,NL,1401 RL,,,
317755.0,09-12-16,,9765ZH,WAGENINGEN,,1402 EA,,D - Nog te controleren,KIKSAP00
317660.0,09-12-16,,3004BA,NIJMEGEN,NL,,APELDOORN,,
319060.0,,NL,2023 PH,APELDOORN,,,XXXX,D - Nog te controleren,
319607.0,09-12-16,DE,6002ED,ZUIDLAREN,NL,3430 GC,,D - Nog te controleren,
318707.0,,,3583GD,GOUDA,NL,,,,
320890.0,09-12-16,NL,1200 AE,MIJDRECHT,,3800 BL,UTRECHT,D - Nog te controleren,KLOREE00
,09-12-16,NL,3833LA,GELEEN,,3500 AX,WOERDEN,D - Nog te controleren,KOOUTR06
312382.0,,NL,5240 BB,Tilburg,,3508 AA,DELFT,,BONBER00
320868.0,,NL,3961 NM,UTRECHT,NL,,BADHOEVEDORP,D - Nog te controleren,BESD-100
318684.0,,NL,3508 AA,AMSTERDAM,,,,,IKEOSS00
,09-12-16,NL,3526KM,VINKEVEEN,NL,,,E - Niet meer actief,STIENS00
,,,1451 MJ,V6B 0M3 VANCOUVER,NL,,OMMEN,,INVHIL00
315494.0,09-12-16,,2803MC,EC2R 8AY CITY OF LONDON,,,B2 2AB BIRMINGHAM,,
320335.0,09-12-16,NL,1812RD,ZEIST,NL,,DEVENTER,,ZECUTR00
318580.0,09-12-16,NL,2670AE,ARNHEM,NL,3908 TH,,D - Nog te controleren,STAROT00
319509.0,09-12-16,,3430AJ,HOOFDDORP,GB,8600 AH,LAREN (NH),D - Nog te controleren,ALDCUL02
318285.0,,,3606 AK,BAARN,NL,1811 WN,UTRECHT,,AUTOIS00
317653.0,,NL,3508 AA,SCHIPHOL-OOST,,0,UTRECHT,,
,09-12-16,,3401 VA,UTRECHT,NL,0,KAMERIK,D - Nog te controleren,KOOUTR01
318531.0,09-12-16,NL,3500 AA,UTRECHT,NL,,UTRECHT,E - Niet meer actief,SERAME01
,09-12-16,NL,3508 AA,Utrecht,,3743 JN,,,
,09-12-16,NL,1081CN,HILVERSUM,NL,,,,HERUTR00
,,NL,0,AMSTERDAM,NL,,HOUTEN,D - Nog te controleren,
,09-12-16,NL,3830 AE,UTRECHT,,,MOERDIJK,,RECUTR00
310516.0,09-12-16,FR,1043 EJ,UTRECHT,NL,,MAASTRICHT,E - Niet meer actief,
319689.0,,,1180AR,UTRECHT,,3508 AA,BILTHOVEN,,FUCWIL00
320054.0,,NL,3905PG,AMSTERDAM,,,"SEEPZ, ANDHERI (E)",D - Nog te controleren,
315927.0,,,3508 AA,GRONINGEN,,3770 AK,,D - Nog te controleren,REAUTR00
314060.0,,FR,3500 AA,Amsterdam,,,,,VERUTR02
,,HK,6500 MB,BLARICUM,,2803 HH,,E - Niet meer actief,HOGUTR16
,09-12-16,,3503 RK,ROTTERDAM,,8263 AJ,,E - Niet meer actief,
,09-12-16,NL,3508 BA,LEERSUM,IE,3508 AA,RAAMSDONKSVEER,D - Nog te controleren,
,,,9411KB,UTRECHT,NL,3542 AW,,D - Nog te controleren,RADNIJ01
319579.0,09-12-16,CN,1101 CP,HILVERSUM,NL,3508 AA,ROSMALEN,D - Nog te controleren,
320619.0,,,3768 HL,HOUTEN,NL,,,D - Nog te controleren,KASUTR00
308861.0,09-12-16,NL,3900 AW,ZWOLLE,,3834 CE,,D - Nog te controleren,
,09-12-16,,2514 JC,COTHEN,NL,6411 RS,,D - Nog te controleren,DINAMS00
320524.0,09-12-16,,1270 AD,AMSTERDAM,NL,,,D - Nog te controleren,EURMAA00
,09-12-16,NL,3508 AA,ROOSENDAAL,,,UTRECHT,D - Nog te controleren,PHAUTR08
320697.0,,GB,3640 AG,DIEMEN,NL,,NIEUWEGEIN,,AMEBAD00
314000.0,,NL,3581 SV,UITHOORN,,1102 CV,,,MIEVIA00
,,NL,3524SL,AMSTERDAM,,3505 AB,NAARDEN,D - Nog te controleren,SHVHOO00
320011.0,09-12-16,,0,ZOETERWOUDE,,,UTRECHT,D - Nog te controleren,ODYMAA00
319831.0,09-12-16,NL,0,AMERSFOORT,NL,0,ZEIST,,SANROT01
,,NL,2991 XT,ZWOLLE,NL,2281 HB,,E - Niet meer actief,STIZUT00
,09-12-16,NL,3871AZ,UTRECHT,NL,,UTRECHT,,
316376.0,09-12-16,,3526LB,WIJK AAN ZEE,NL,3508 AA,RENSWOUDE,D - Nog te controleren,FEMZAA00
315918.0,09-12-16,,6825 MC,SCHIPHOL RIJK,,,GROENEKAN,,GEEUTR01
,,,1077XX,DUBLIN 14,NL,3581 GK,UTRECHT,,DDJHUI00
314667.0,,NL,1117 ZT,Alphen aan den Rijn,,3544 NA,UTRECHT,D - Nog te controleren,
,09-12-16,NL,3404 HB,UTRECHT,NL,8911 AD,NIEUWEGEIN,D - Nog te controleren,DISZEI00
318661.0,09-12-16,NL,6716 BZ,UTRECHT,,3763 LV,,D - Nog te controleren,HUIKAP00
,09-12-16,NL,3430 GC,AMSTERDAM,NL,3506 GA,HOUTEN,,JONHAR00
,09-12-16,NL,3508 AA,BEILEN,NL,,,,GILUTR00
,,NL,5215MV,ROTTERDAM,,1251 ZA,DEVENTER,,
,,,3512EA,GRONINGEN,,1019 DB,,E - Niet meer actief,OMRHOO00
309621.0,09-12-16,,0,UTRECHT,NL,3723 SC,UTRECHT,D - Nog te controleren,
312844.0,,,3430 BE,AMSTERDAM,NL,,,D - Nog te controleren,SUZ1ON00
320091.0,09-12-16,NL,1014 DA,NIJKERK,,,,,
,,NL,4878 AH,00-718 WARSZAWA,,3604 DB,,,
320776.0,,NL,1100AJ,TILBURG,,3707 CR,,D - Nog te controleren,
320769.0,,,2303DB,MAARSSEN,,,,E - Niet meer actief,
,09-12-16,NL,3500 BN,WIJCHEN,NL,,UTRECHT,E - Niet meer actief,
320958.0,09-12-16,NL,3905TH,IJSSELSTEIN,NL,,WAGENINGEN,D - Nog te controleren,BAUHAA00
,,,3584 GB,LELYSTAD,,4112 HG,UTRECHT,,
,09-12-16,,2685 ZH,UTRECHT,,,NIJMEGEN,E - Niet meer actief,
317304.0,09-12-16,,3508 AA,BAARN,NL,,AMSTERDAM,,ALLROT02
318407.0,,,3508 AA,HOOFDDORP,NL,8011 NB,,E - Niet meer actief,
319886.0,09-12-16,NL,0,GOIRLE,NL,3401 MG,UTRECHT,D - Nog te controleren,WESSOE01
,09-12-16,,4032 NA,HOUTEN,NL,5450 AA,,,RONUTR00
315934.0,09-12-16,,3504AB,Hoofddorp,NL,0,WOERDEN,D - Nog te controleren,CROSNE00
,09-12-16,NL,0,ROTTERDAM,,,,,HJHZEI00
318844.0,,,1319 BL,Leeuwarden,,0,,D - Nog te controleren,VANNAA00
315057.0,09-12-16,NL,2591 TV,Zwolle,NL,8161 SH,,D - Nog te controleren,TEMCH-00
318441.0,,NL,7201 JE,LEUSDEN,NL,3508 AA,,D - Nog te controleren,ZAK83-00
317800.0,09-12-16,NL,6650AA,BARNEVELD,NL,3508 AA,,,
320538.0,09-12-16,NL,3566 MG,ROTTERDAM,NL,3700 AT,UTRECHT,D - Nog te controleren,GERNIJ00
,09-12-16,NL,8111 NA,EC3P 3HX,NL,,ROTTERDAM,E - Niet meer actief,
320183.0,,NL,2130EL,AMSTERDAM,,,,,
319158.0,,,3508 AA,HOUTEN,GB,,,D - Nog te controleren,
,09-12-16,NL,2400 MA,UTRECHT,,,,,TCNUTR14
317985.0,09-12-16,,2952 BD,UTRECHT,,,WIJK BIJ DUURSTEDE,,ACCWOE00
320555.0,09-12-16,NL,8263 AJ,ALBLASSERDAM,NL,3505 AA,OUD-BEIJERLAND,D - Nog te controleren,GRODEB00
320270.0,09-12-16,NL,3508 AA,UTRECHT,,,TILBURG,,
,,,3508 AA,OOSTERHOUT,,3953 MC,ROTTERDAM,D - Nog te controleren,GELUTR00
316306.0,09-12-16,NL,2713JA,UTRECHT,NL,3508 AA,,D - Nog te controleren,
,09-12-16,,3703CC,UTRECHT,,,UTRECHT,D - Nog te controleren,
316109.0,09-12-16,NL,1401GK,Oldebroek,,3508 AA,,,
318149.0,09-12-16,NL,3817 BA,UTRECHT,NL,0,UTRECHT,,ELEUTR01
319667.0,09-12-16,,3502 GE,UTRECHT,,,,,UNIUTR00
320027.0,,,3142 CC,UTRECHT,NL,,,E - Niet meer actief,
319277.0,,,3410CB,SOEST,,8256 RJ,,,
,09-12-16,NL,3508 AA,BREUKELEN,,3881 CT,BARNEVELD,,LANUTR01
,09-12-16,NL,3700 AM,Nieuwegein,NL,,ZWOLLE,D - Nog te controleren,AALDOO00
320485.0,09-12-16,,0,BARNEVELD,,,,,MRJUTR00
319221.0,09-12-16,,0,UTRECHT,NL,2514 JS,"ROAD TOWN, TORTOLA",,RID75000
319191.0,09-12-16,NL,5914XE,UTRECHT,,,GIBRALTAR,E - Niet meer actief,GROUTR00
,,GB,3007 BL,1 ON HING TERRACE,NL,,,D - Nog te controleren,
320932.0,,NL,5245NH,HOOFDDORP,NL,,AMSTERDAM,,
,,NL,5921BE,UTRECHT,NL,3508 AA,UTRECHT,,AUCUTR01
,,NL,6525GA,BREUKELEN,,5240 BB,ZEIST,D - Nog te controleren,
319684.0,09-12-16,NL,3508 AA,Heerlen,,,PURMEREND,D - Nog te controleren,E-PUTR00
,,NL,1300 CJ,DUBLIN 2,NL,2160 AA,ZWOLLE,,AANUTR00
320696.0,09-12-16,,3508 AA,UTRECHT,,,UTRECHT,D - Nog te controleren,NIMUTR01
,09-12-16,,4176LX,Nijmegen,NL,3502 JA,,,SAITIL00
319603.0,,FR,3508 TC,UTRECHT,,7550 AN,,,ELEUTR00
316312.0,,NL,0,Amsterdam,NL,4811 XD,NIJKERK,D - Nog te controleren,NAADEB00
316615.0,,,1118ZZ,AMSTERDAM,FR,,UTRECHT,D - Nog te controleren,
318312.0,09-12-16,,3503 RK,OOSTERHOUT,,1070 AS,,D - Nog te controleren,
,,NL,3563AV,"LEUVEN, Belgi",NL,,,D - Nog te controleren,
318313.0,09-12-16,NL,2244 GS,DUIVEN,NL,0,UTRECHT,,
317127.0,,NL,0,Amsterdam,NL,4812 TH,,D - Nog te controleren,
320575.0,09-12-16,,8320 AB,AMSTERDAM,,,DEN HAAG,D - Nog te controleren,COOHOU00
320647.0,,NL,3508 SB,Zeewolde,,,WJK BIJ DUURSTEDE,D - Nog te controleren,VISBAD00
,09-12-16,NL,4800 DE,Gorinchem ,NL,1170 AB,GELDERMALSEN,,FINSEE00
320779.0,09-12-16,,1111 XX,BOSKOOP,NL,,,,
320875.0,09-12-16,,3012KL,BUSSUM,,,,,ARKUTR00
319109.0,09-12-16,,,UTRECHT,,8090 AA,,,LISVUG00
319967.0,,,1815AB,UTRECHT,US,1117 ZR,UTRECHT,D - Nog te controleren,
317683.0,,NL,3830AJ,DEN HAAG,,,UTRECHT,,NETBAA00
320192.0,,,8501XK,WILNIS,NL,,,D - Nog te controleren,SPEZWA00
,,NL,0,UTRECHT,NL,,,,
,,,3994 ZK,AMSTERDAM,,4705 RB,BODEGRAVEN,D - Nog te controleren,MOGUTR00
,09-12-16,,2800 AA,ENSCHEDE,,,NIJMEGEN,D - Nog te controleren,BRAUTR02
320105.0,09-12-16,,5211BR,AMSTELVEEN,GB,,UTRECHT,,
318403.0,,NL,0,DEN HAAG,NL,3508 AA,,,FABMOE00
,09-12-16,,3508 AA,CB 1PH CAMBRIDGE,NL,8471 AS,DEN HAAG,D - Nog te controleren,PGAVEE00
320716.0,,,1190WC,MAASBERGEN,NL,3446 JR,UTRECHT,E - Niet meer actief,NOOALM00
313943.0,09-12-16,,,EEMNES,,3800 BT,VUGHT,,
320361.0,09-12-16,NL,1070BB,FIJNAART,NL,3818 JN,,,
,09-12-16,NL,0,AMSTERDAM,NL,,UTRECHT,D - Nog te controleren,
320573.0,,BE,5000 JC,7110 HOUDENG-AIMERIES,NL,,BADHOEVEDORP,D - Nog te controleren,STIHAA00
,09-12-16,,3508 TA,Hoofddorp,,,00042 ANZIO (RM),,
,09-12-16,,8604 VM,Rotterdam,NL,,UTRECHT,,TODAMS02
,09-12-16,NL,,UTRECHT,NL,3500 AA,,D - Nog te controleren,COMUTR00
320383.0,,NL,1402 GL,UTRECHT,,3438 VR,,D - Nog te controleren,RIJUTR00
315063.0,09-12-16,,0,AMERSFOORT,,3508 AA,UTRECHT,D - Nog te controleren,
320447.0,09-12-16,NL,3503RA,Rijswijk,BE,3011 TA,WESTBROEK,,IMSNAA01
,,NL,2820AB,D-89079  ULM,NL,,UTRECHT,D - Nog te controleren,BORUTR00
,09-12-16,NL,3762 CN,NIEUWEGEIN,,3860 BB,,E - Niet meer actief,HAILOS00
,09-12-16,NL,3511 MB,BALKBRUG,NL,1112 XL,SOEST,E - Niet meer actief,
,09-12-16,,3508 AA,934000 SAINT-OUEN,NL,3615 AB,,D - Nog te controleren,
320785.0,,DE,3800 GJ,OUD BEIJERLAND,,1077 BG,,,
,09-12-16,,8901BD,HILVERSUM,,1075 HM,ENSCHEDE,,
413.0,09-12-16,,3508 AA,AMERSFOORT,,3508 AB,HOOFDDORP,,
318343.0,,NL,3743 JA,CA 94127 SAN FRANSISCO,,,UTRECHT,,SDUDEN00
314053.0,09-12-16,NL,7600 SZ,LIJNDEN,,2566 DT,ALBLASSERDAM,,EFAAMS00
314648.0,,,3825CS,LOOSDRECHT,NL,3500 GE,NEW YORK 1004 NEW YORK,,NEFVEE01
308118.0,,NL,3905 KZ,AMERSFOORT,,2023 PH,,E - Niet meer actief,SDUS-G01
313752.0,,,7600 SZ,Alkmaar,NL,3941 JK,DEN HAAG,D - Nog te controleren,GRODEB01
318292.0,,,1300 AA,DE MEERN,,,,,
320277.0,09-12-16,,7900RA,POELDIJK,NL,,,D - Nog te controleren,
318810.0,09-12-16,,3584AA,ROTTERDAM,NL,,'S-HERTOGENBOSCH,D - Nog te controleren,GLA82000
317122.0,09-12-16,,0,AMSTERDAM,NL,,MONTFOORT,D - Nog te controleren,
319590.0,,,,BADHOEVEDORP,NL,,HILVERSUM,D - Nog te controleren,
310158.0,09-12-16,,2803 HH,DOESBURG,NL,,,E - Niet meer actief,
318797.0,09-12-16,,,ZOETERMEER,NL,,UTRECHT,D - Nog te controleren,
319244.0,09-12-16,NL,3503 PB,AMSTERDAM,NL,,GOUDA,,LEOAMS00
,09-12-16,,2500DP,VEENENDAAL,,3508 AA,,,
313928.0,,,5201AW,AMSTELVEEN,NL,1013 MT,,D - Nog te controleren,
319232.0,,,3712BE,Amsterdam,NL,4731 TB,,D - Nog te controleren,ADEZAL00
,09-12-16,NL,7000 AB,HARDERWIJK,NL,,VELDDRIEL,D - Nog te controleren,
320294.0,09-12-16,GB,8001BM,ZEIST,NL,3542 DT,HOLTEN,D - Nog te controleren,DIDAMS00
318079.0,09-12-16,DE,3001 DD,Amersfoort,NL,3404 HB,,,
310558.0,,,4811CA,Arnhem,,,UTRECHT,D - Nog te controleren,
319030.0,,NL,3743 JN,UTRECHT,,,,,JENUTR00
,09-12-16,,2800BB,BARENDRECHT,NL,,AMSTERDAM,D - Nog te controleren,STITIL00
312141.0,09-12-16,,1000EB,ZEIST,DE,,,,
319163.0,,NL,3454PW,UTRECHT,NL,,UTRECHT,E - Niet meer actief,NEWMAA00
,09-12-16,,2311ES,Arnhem,NL,,D-89079  ULM,D - Nog te controleren,
320395.0,,NL,3508 AB,AMERSFOORT,,,,,ICCTER00
,,NL,8014 LP,Hilversum,,,DEN HAAG,D - Nog te controleren,
320945.0,,,9723DV,MONTFOORT,NL,,,,HEIHOL00
,,NL,3067PV,AMSTERDAM,,3003 KB,DELFT,D - Nog te controleren,
,09-12-16,,3735MV,UTRECHT,NL,,ROTTERDAM,D - Nog te controleren,
318051.0,09-12-16,NL,5600AG,UTRECHT,NL,,,D - Nog te controleren,
315120.0,,NL,1070 NB,AMSTERDAM,,,BLARICUM,,
320446.0,,,2131 LR,Druten,,3508 AA,TILBURG,D - Nog te controleren,EVORAA00
319683.0,09-12-16,,2132 JH,HILVERSUM,,,,,MAKUTR01
,,NL,4705RT,Rotterdam,,3502 LB,,,
