unknown,unknown,unknown,postcode,city,country,province,country,telephone_nr,telephone_nr,unknown,unknown,sbi_description,date,unknown
2010010824858,Zakenrelatie,Actief,5651 ED,Culemborg,Europe,Limburg,Netherlands,073-6412133,010-4115635,Architecten Ext. BNA,Onbekend,,17-11-2009,DM cd bestanden
2010010832306,Zakenrelatie,Actief,3011 TG,Denekamp,Europe,Gelderland,Netherlands,06-17612036,,Architecten Ext. BNA,K. Financiele instellingen,,17-01-2012,DM cd bestanden
1606080444,Zakenrelatie,Passief,7102 DX,Amsterdam,Europe,Utrecht,Netherlands,0318-648950,040-2831435,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",05-07-2010,DM cd bestanden
2010010830343,Zakenrelatie,Actief,1015 TM,Amsterdam,Europe,Noord-Brabant,Netherlands,035-6243659,,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",10-03-2009,DM cd bestanden
1606080459,Zakenrelatie,Actief,4451 NC,Maastricht,Europe,Zuid-Holland,Netherlands,0561-616749,015-2144822,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",09-06-2010,DM cd bestanden
2010010832304,Zakenrelatie,Actief,5715 AV,Zwaagdijk-Oost,Europe,Noord-Brabant,Netherlands,075-6124314,070-3063121,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",19-03-2009,DM cd bestanden
1606080309,Zakenrelatie,Actief,5721 JL,Zaandam,Europe,Gelderland,Netherlands,015-2143941,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",17-08-2012,DM cd bestanden
1606080613,Zakenrelatie,Actief,3024 EJ,DELFT,Europe,Noord-Holland,Netherlands,010-4221553,010-2829660,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",17-03-2009,internet
2010010832310,Zakenrelatie,Actief,7577 AX,Rotterdam,Europe,Noord-Holland,Netherlands,026 361 7530,,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",03-02-2010,DM cd bestanden
K38706,Zakenrelatie,Actief,5171 PW,Delft,Europe,Noord-Holland,Netherlands,0168-403041,0115-751029,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",26-03-2009,DM cd bestanden
1606080728,Zakenrelatie,Actief,5144 CH,Oosterhout,Europe,Overijssel,Netherlands,020-6761144,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",08-05-2015,internet
K37514,Klant,Actief,8051 DD,Bergen op Zoom,Europe,Gelderland,Netherlands,020-6225717,0523-260057,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",06-07-2012,DM cd bestanden
1606080235,Zakenrelatie,Actief,5751 LD,Beilen,Europe,Noord-Holland,Netherlands,0162-372220,015-2138751,Architecten Ext. BNA,K. Financiele instellingen,,06-07-2011,DM cd bestanden
2010010832253,Zakenrelatie,Actief,3022 EG,Hilversum,Europe,Utrecht,Netherlands,020-6104610,0115-649426,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",28-04-2009,DM cd bestanden
1606080605,Zakenrelatie,Actief,9712 AE,Lichtenvoorde,Europe,Noord-Holland,Netherlands,024-6771619,010-4940722,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",28-04-2009,DM cd bestanden
1606080489,Zakenrelatie,Actief,1431 ZB,Eindhoven,Europe,Flevoland,Netherlands,0512 - 519685,010-2060001,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",17-03-2009,DM cd bestanden
1606080948,Zakenrelatie,Actief,5611 SL,Hengelo,Europe,Noord-Brabant,Netherlands,010-7079031,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",23-10-2012,DM cd bestanden
1606080168,Zakenrelatie,Actief,8245 BT,Amsterdam,Europe,Zuid-Holland,Netherlands,628794037,020-6735510,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",11-02-2010,internet
2010010804385,Zakenrelatie,Actief,5481 KC,Amsterdam,Europe,Gelderland,Netherlands,06 247 11 980,020-6384240,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",06-07-2012,DM cd bestanden
2010010828249,Klant,Actief,6221 CB,'s-Gravenhage,Europe,Limburg,Netherlands,035-6232425,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",07-09-2009,DM cd bestanden
1606080547,Zakenrelatie,Actief,2032 GS,Kerkdriel,Europe,Overijssel,Netherlands,06-10694659,030-2415598,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",11-07-2012,Internet
200907014870,Suspect,Actief,1241 LZ,Dokkum,Europe,Noord-Brabant,Netherlands,020-5304830,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",28-02-2011,Koude acquisitie
K38233,Zakenrelatie,Actief,6211 JL,Valkenburg,Europe,Gelderland,Netherlands,0341-557865,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",10-03-2009,Beurs
2010010830955,Zakenrelatie,Actief,5103 AA,Oosterhout,Europe,Overijssel,Netherlands,030-2314919,0299-366571,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",02-09-2009,DM cd bestanden
2010010801017,Zakenrelatie,Actief,4815 CD,Eindhoven,Europe,Noord-Holland,Netherlands,0527-613140,,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",03-02-2010,DM cd bestanden
1606082261,Zakenrelatie,Actief,3311 AS,Alkmaar,Europe,Friesland,Netherlands,076-5142362,0412-693369,Architecten Ext. BNA,Onbekend,,09-07-2013,DM cd bestanden
1606080126,Zakenrelatie,Actief,1015 LE,Rotterdam,Europe,Gelderland,Netherlands,020-6427910,010-4776259,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",13-07-2012,DM cd bestanden
1606081012,Prospect,Actief,5688 ED,Rotterdam,Europe,Noord-Holland,Netherlands,06-520 524 08,0485-381039,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",09-06-2009,DM cd bestanden
1606080223,Zakenrelatie,Actief,5171 SL,Naarden,Europe,Utrecht,Netherlands,010-4782064,0573-222089,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",29-09-2009,DM cd bestanden
2010010830613,Zakenrelatie,Actief,9716 AT,HAREN GN,Europe,Noord-Holland,Netherlands,050-3123737,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",05-11-2009,DM cd bestanden
2010010825139,Zakenrelatie,Actief,7701 GV,Boxtel,Europe,Noord-Brabant,Netherlands,026-4457949,058-2129990,Architecten Ext. BNA,Onbekend,742012 Techn. ontwerp . burger/util.bouw (géén architect),28-06-2011,internet
2010010830654,Zakenrelatie,Actief,2281 CV,Burdaard,Europe,Noord-Brabant,Netherlands,050-5770059,,Architecten Ext. BNA,K. Financiele instellingen,,10-02-2010,DM cd bestanden
1606080648,Zakenrelatie,Actief,9672 BE,Driehuis,Europe,Limburg,Netherlands,010-5914807,0416-542820,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",17-09-2009,DM cd bestanden
K37536,Zakenrelatie,Passief,5681 RJ,Maasbree,Europe,Noord-Brabant,Netherlands,078-6330577,070-4169419,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",26-10-2009,DM cd bestanden
1606080543,Zakenrelatie,Actief,1017 LV,Amsterdam,Europe,Zuid-Holland,Netherlands,040-843 56 35,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",03-09-2009,DM cd bestanden
2010010832230,Zakenrelatie,Actief,2134 LV,Mantgum,Europe,Noord-Holland,Netherlands,0182-320111,0113-233119,Architecten Ext. BNA,K. Financiele instellingen,,11-06-2015,DM cd bestanden
1606082860,Zakenrelatie,Actief,7556 BD,Rotterdam,Europe,Zuid-Holland,Netherlands,073-6417787,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",07-05-2009,DM cd bestanden
1606080759,Zakenrelatie,Actief,6221 CA,Delft,Europe,Zuid-Holland,Netherlands,0475-330947,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",11-07-2012,DM cd bestanden
1606080775,Zakenrelatie,Actief,1059 BT,Enschede,Europe,Limburg,Netherlands,010-8407766,,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",04-02-2010,internet
1606080817,Zakenrelatie,Actief,5275 BJ,Sprang-Capelle,Europe,Limburg,Netherlands,043-3254485,0413-334335,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",02-09-2013,internet
200907014273,Zakenrelatie,Actief,2548 AW,Rotterdam,Europe,Noord-Holland,Netherlands,0575-572255,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",29-05-2015,DM cd bestanden
1606080644,Zakenrelatie,Actief,3038 LA,Maastricht,Europe,Zuid-Holland,Netherlands,010-4123181,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",28-09-2009,DM cd bestanden
1606080636,Zakenrelatie,Actief,9801 AA,DELFT,Europe,Zuid-Holland,Netherlands,0255-756665,020-6227580,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",11-07-2012,DM cd bestanden
2010010829758,Zakenrelatie,Actief,6049 CD,Tolbert,Europe,Noord-Brabant,Netherlands,06-10813544,084-7599601,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",22-04-2009,DM cd bestanden
K37556,Klant,Passief,7701 LN,Leusden,Europe,Gelderland,Netherlands,0485-516802,079-3164403,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",20-01-2010,Telefoon
1606080631,Zakenrelatie,Actief,5611 BH,Ermelo,Europe,Groningen,Netherlands,020-3057777,040-2113474,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",10-11-2009,internet
200907014585,Zakenrelatie,Actief,3818 BR,Baarlo,Europe,Zuid-Holland,Netherlands,,070-3584149,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",11-06-2015,DM cd bestanden
2010010832238,Prospect,Actief,3044 BC,Uithuizen,Europe,Zeeland,Netherlands,0512-511893,0343-453054,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",27-05-2011,DM cd bestanden
2010010832277,Zakenrelatie,Actief,1059 AT,Groningen,Europe,Zuid-Holland,Netherlands,06-15117443,,Architecten Ext. BNA,Onbekend,,21-09-2009,DM cd bestanden
2010010829083,Zakenrelatie,Passief,4381 EL,Alpen aan den Rijn,Europe,Noord-Holland,Netherlands,073-5031284,010-4402100,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",17-03-2009,DM cd bestanden
1606080246,Zakenrelatie,Actief,4812 GP,Amsterdam,Europe,Zuid-Holland,Netherlands,050-3183444,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",27-10-2009,baan
1606080114,Zakenrelatie,Actief,5211 AR,Rotterdam,Europe,Noord-Brabant,Netherlands,035-6920975,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",29-05-2015,internet
1606080227,Prospect,Actief,3544 SE,Enter,Europe,Flevoland,Netherlands,0495-633161,078-6149800,Architecten Ext. BNA,K. Financiele instellingen,,04-04-2014,DM cd bestanden
1606080374,Zakenrelatie,Passief,3431 RH,Amsterdam,Europe,Flevoland,Netherlands,06-51171303,,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",19-10-2012,DM cd bestanden
2010010828984,Zakenrelatie,Actief,1013 NJ,Amsterdam,Europe,Noord-Holland,Netherlands,035-6032944,0413-340025,Architecten Ext. BNA,K. Financiele instellingen,,04-04-2012,DM cd bestanden
200907014679,Prospect,Actief,6543 HH,Maastricht,Europe,Noord-Holland,Netherlands,020-4538088,,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",03-02-2010,DM cd bestanden
2010010830574,Zakenrelatie,Actief,6027 PG,Waalwijk,Europe,Noord-Holland,Netherlands,050-5346070,0183-230772,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",07-01-2013,DM cd bestanden
1606080156,Zakenrelatie,Actief,6587 AN,Naaldwijk,Europe,Noord-Holland,Netherlands,043-3214705,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",01-07-2008,DM cd bestanden
1000595,Zakenrelatie,Actief,1073 XB,Alkmaar,Europe,Noord-Brabant,Netherlands,077-4731649,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",11-06-2015,Beurs
2010010829690,Zakenrelatie,Actief,2671 CS,Bladel,Europe,Gelderland,Netherlands,0546-540840,020-6267736,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",11-11-2010,DM cd bestanden
1606080140,Zakenrelatie,Actief,3029 CN,Rotterdam,Europe,Groningen,Netherlands,0345-519263,020-6209568,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",01-07-2010,Koude acquisitie
1606080231,Zakenrelatie,Actief,5461 KX,Helmond,Europe,Noord-Holland,Netherlands,0343-450211,045-4058562,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",28-04-2009,DM cd bestanden
1606080105,Zakenrelatie,Actief,1031 HX,Eindhoven,Europe,Limburg,Netherlands,020-6208684,,Architecten Ext. BNA,K. Financiele instellingen,,06-01-2010,DM cd bestanden
1606080450,Zakenrelatie,Actief,3812 TA,Terborg,Europe,Noord-Brabant,Netherlands,030-6372332,073-6420478,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",07-05-2009,DM cd bestanden
2010010812922,Zakenrelatie,Actief,3892 DG,Schin op Geul,Europe,Zuid-Holland,Netherlands,0499-550838,020-4863149,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",27-06-2011,DM cd bestanden
1606080697,Zakenrelatie,Actief,3011 CM,Hengelo,Europe,Overijssel,Netherlands,020-5307010,,Architecten Ext. BNA,K. Financiele instellingen,,01-03-2010,DM cd bestanden
1606080576,Zakenrelatie,Actief,5571 SK,Kaatsheuvel,Europe,Utrecht,Netherlands,0492-524202,0416-281268,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",13-07-2012,internet
2010010828003,Zakenrelatie,Actief,5258 CH,Oudewater,Europe,Noord-Holland,Netherlands,0113-561923,073-5118750,Architecten Ext. BNA,K. Financiele instellingen,,10-02-2014,DM cd bestanden
1606080811,Zakenrelatie,Actief,7201 HM,'s-Gravenhage,Europe,Noord-Brabant,Netherlands,076-5145939,0136-341932,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",09-02-2010,Internet
1606080756,Zakenrelatie,Actief,3044 BC,Sittard,Europe,Utrecht,Netherlands,020-6848900,071-4035253,Architecten Ext. BNA,K. Financiele instellingen,742012 Techn. ontwerp . burger/util.bouw (géén architect),06-12-2012,internet
1606080358,Zakenrelatie,Actief,1507 TS,Nijkerk,Europe,Noord-Holland,Netherlands,043-3215505,0345-558657,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",03-03-2015,Koude acquisitie
1606080417,Zakenrelatie,Actief,9401 HD,Rotterdam,Europe,Noord-Holland,Netherlands,076-5990340,0416-560219,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",15-02-2011,DM cd bestanden
2010010832243,Zakenrelatie,Actief,4901 LP,Hoorn,Europe,Noord-Holland,Netherlands,0161-431422,010-4961910,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",11-06-2015,DM cd bestanden
K39391,Zakenrelatie,Actief,3512 AL,Den Haag,Europe,Zuid-Holland,Netherlands,0297-261573,040-2533649,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",29-10-2009,internet
2010010804454,Zakenrelatie,Actief,4941 VV,Rotterdam,Europe,Limburg,Netherlands,0299-363468,055-5215410,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",22-10-2012,DM cd bestanden
1606080215,Zakenrelatie,Actief,3032 AC,Rijswijk,Europe,Utrecht,Netherlands,071-5418881,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",20-07-2010,DM cd bestanden
1606080239,Klant,Actief,6411 VN,Roermond,Europe,Noord-Brabant,Netherlands,0575-541838,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",17-04-2014,internet
1606080750,Zakenrelatie,Actief,1186 BX,Amsterdam,Europe,Noord-Brabant,Netherlands,0113-223620,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",27-06-2011,DM cd bestanden
2010010828509,Zakenrelatie,Actief,1019 LB,Eindhoven,Europe,Limburg,Netherlands,0546-573826,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",13-04-2011,internet
1606080428,Zakenrelatie,Actief,1011 AB,Rheden,Europe,Zuid-Holland,Netherlands,,0544-375959,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",13-07-2012,Beurs MaterialXperience
2010010832245,Zakenrelatie,Actief,3553 TE,Hazerswoude-Rijndijk,Europe,Utrecht,Netherlands,053-4302255,0575-551724,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",26-05-2010,DM cd bestanden
1606080272,Zakenrelatie,Actief,2311 BD,Rotterdam,Europe,Limburg,Netherlands,+31 (0) 71 888 58 35,0492-345046,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",01-07-2010,DM cd bestanden
1606080064,Zakenrelatie,Actief,2635 KL,Amsterdam,Europe,Zuid-Holland,Netherlands,0416-280588,0182-320112,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",06-07-2012,DM cd bestanden
1606081096,Zakenrelatie,Actief,5707 BP,Musselkanaal,Europe,Zuid-Holland,Netherlands,010-4148866,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",02-12-2011,internet
K38146,Zakenrelatie,Actief,1521 RM,Vriezenveen,Europe,,Netherlands,043-3500330,050-3111218,Architecten Ext. BNA,K. Financiele instellingen,,13-10-2011,DM cd bestanden
1606080384,Zakenrelatie,Actief,4611 BX,Velp,Europe,Gelderland,Netherlands,0528-231777,013-5159463,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",20-04-2010,internet
1606080568,Zakenrelatie,Actief,4273 XX,Rotterdam,Europe,Noord-Brabant,Netherlands,020-6420105,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",11-02-2010,internet
1080404539,Zakenrelatie,Actief,5141 GD,Oenkerk,Europe,Utrecht,Netherlands,0183-631674,0492-553830,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",14-05-2012,DM cd bestanden
2010010812494,Zakenrelatie,Actief,7021 AE,Ospel,Europe,Zuid-Holland,Netherlands,0546-566777,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",05-07-2010,DM cd bestanden
1606080951,Zakenrelatie,Actief,7061 CT,Den Haag,Europe,Noord-Brabant,Netherlands,078-6134645,076-5202493,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",20-04-2010,DM cd bestanden
1606080142,Klant,Actief,6881 WC,Amsterdam,Europe,Gelderland,Netherlands,020-3300128,,Architecten Ext. BNA,K. Financiele instellingen,,20-04-2010,DM cd bestanden
1606081013,Zakenrelatie,Actief,1511 BM,Nieuw-Bergen,Europe,Zuid-Holland,Netherlands,055-5411999,013-5360858,Architecten Ext. BNA,K. Financiele instellingen,,04-11-2009,DM cd bestanden
K37280,Zakenrelatie,Actief,5613 DH,Heerlen,Europe,Noord-Holland,Netherlands,033-2471120,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",28-04-2009,DM cd bestanden
1606080815,Zakenrelatie,Actief,2516 BE,'s-Gravenhage,Europe,Zuid-Holland,Netherlands,0161-233020,020-6261949,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",26-07-2011,DM cd bestanden
2010010832303,Zakenrelatie,Actief,7411 CN,Hoogeveen,Europe,Gelderland,Netherlands,020-4190086,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",19-10-2012,internet
1606080770,Prospect,Actief,3311 CG,Eindhoven,Europe,Groningen,Netherlands,0411-643800,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",16-07-2012,DM cd bestanden
2010010832240,Zakenrelatie,Actief,9022 AV,'s-Hertogenbosch,Europe,Zuid-Holland,Netherlands,010-2469079,,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",06-02-2012,DM cd bestanden
1606080626,Zakenrelatie,Actief,6904 PE,Arnhem,Europe,Noord-Holland,Netherlands,070-3271600,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",04-11-2009,internet
1606080700,Zakenrelatie,Actief,8021 EW,Bleiswijk,Europe,Noord-Holland,Netherlands,0316-526552,0341-562435,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",21-03-2014,DM cd bestanden
1606080254,Zakenrelatie,Actief,7311 HZ,Katwijk,Europe,Noord-Brabant,Netherlands,020-6839618,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",15-04-2014,DM cd bestanden
K37591,Zakenrelatie,Actief,2545 HA,Rotterdam,Europe,Zuid-Holland,Netherlands,026-3515951,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",01-07-2010,DM cd bestanden
2010010832301,Zakenrelatie,Actief,2361 BH,Helvoirt,Europe,Noord-Holland,Netherlands,020-6943528,0174-622112,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",23-05-2011,internet
1606080696,Zakenrelatie,Actief,1628 CZ,KAATSHEUVEL,Europe,Noord-Brabant,Netherlands,0341-429957,020-6206380,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",31-08-2009,DM cd bestanden
2010010832232,Suspect,Actief,5231 XP,Doorwerth,Europe,Gelderland,Netherlands,06-18956578,050-3138819,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",27-06-2011,DM cd bestanden
1606080720,Zakenrelatie,Actief,5421 PK,Maastricht,Europe,Noord-Brabant,Netherlands,071-4030933,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",09-02-2010,DM cd bestanden
1606080595,Zakenrelatie,Actief,5758 AA,Maarssen,Europe,Noord-Brabant,Netherlands,06 519 315 48,010-2449356,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",28-04-2009,DM cd bestanden
K38488,Zakenrelatie,Actief,1015CW,Staphorst,Europe,Gelderland,Netherlands,0413-366711,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",13-07-2012,DM cd bestanden
1606081367,Zakenrelatie,Actief,3013 BR,Zwolle,Europe,Noord-Brabant,Netherlands,0493-695041,0519-241559,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",10-02-2010,DM cd bestanden
1606080397,Zakenrelatie,Actief,2408 AN,Rotterdam,Europe,Noord-Brabant,Netherlands,033-4554004,,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",10-06-2010,internet
2010010828574,Zakenrelatie,Actief,3905 PG,Bolsward,Europe,Gelderland,Netherlands,078-6817333,0318-486206,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",10-11-2010,DM cd bestanden
2010010818257,Zakenrelatie,Actief,6003 AH,Wijche (Bergharen),Europe,Limburg,Netherlands,010-4256455,,Architecten Ext. BNA,K. Financiele instellingen,,19-04-2011,DM cd bestanden
2010010830804,Zakenrelatie,Actief,3028 HT,Makkum,Europe,Zuid-Holland,Netherlands,06 57312660,0182-501140,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",03-02-2010,DM cd bestanden
1606081126,Zakenrelatie,Actief,9112 HL,Maastricht,Europe,Utrecht,Netherlands,043-4574590,0597-423392,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",21-08-2012,DM cd bestanden
1606080233,Zakenrelatie,Actief,1827 NB,Leunen,Europe,Utrecht,Netherlands,024-3774869,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",29-05-2015,internet
1606080313,Zakenrelatie,Actief,3024 EJ,Enschede,Europe,Noord-Brabant,Netherlands,0174-621700,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",09-02-2009,DM cd bestanden
1606081184,Zakenrelatie,Actief,3311 BX,Den Hoorn,Europe,Utrecht,Netherlands,074-2505453,071-3320055,Architecten Ext. BNA,K. Financiele instellingen,,26-03-2009,DM cd bestanden
2010010832234,Zakenrelatie,Actief,1703 DH,Elsloo,Europe,Noord-Holland,Netherlands,030-2319892,0341-429816,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",01-02-2012,DM cd bestanden
1606080016,Zakenrelatie,Actief,2611 WG,Utrecht,Europe,Zuid-Holland,Netherlands,020-4089010,0113-223906,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",22-04-2009,DM cd bestanden
